D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.8,0.972734710125908,0.8500719824285348,6,,,-138.95732555934762
history
-411.8405120054072,-387.7659640650298,-261.6577081289216,-230.58706352839158,-159.26643791133213,-159.26643791133213,-140.95585991617455,-140.5538922681527,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762,-138.95732555934762
