D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,i = thread pool id
0.747058,0.54701,0.924501,3,94.979273,94.979273,-0.0,
history
-94.979273,-94.979273,-94.979273,-94.979273,-94.979273
