D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.784018,1.013637,0.911195,3.0,118.266176,675.609104,118.266176,,,,,,,,1.0
0.740832,1.038361,0.917314,5.0,119.131705,727.849781,119.131705,,,,,,,,1.0
0.753651,1.037992,0.712095,6.0,115.338658,834.273992,115.338658,,,,,,,,1.0
0.780445,0.765441,0.603919,7.0,111.943438,857.514302,111.943438,,,,,,,,1.0
0.732170,0.995181,0.709883,7.0,118.736831,866.608816,118.736831,,,,,,,,1.0
0.790941,1.025794,0.763057,2.0,123.901515,775.712219,123.901515,,,,,,,,1.0
0.752810,0.93186,0.880007,4.0,118.375734,738.818873,118.375734,,,,,,,,1.0
0.756472,0.846078,0.65806,4.0,115.094824,902.373341,115.094824,,,,,,,,1.0
0.695390,0.885451,0.682495,4.0,123.654373,1025.668775,123.654373,,,,,,,,1.0
0.777677,0.985698,1.004839,2.0,124.490355,644.052504,124.490355,,,,,,,,1.0
0.768885,1.001493,0.730514,2.0,127.506506,846.119239,127.506506,,,,,,,,1.0
0.789096,0.944455,0.603618,3.0,121.649558,921.910173,121.649558,,,,,,,,1.0
0.768430,0.800277,0.703707,3.0,117.623948,853.552279,117.623948,,,,,,,,1.0
0.764859,0.759088,0.668631,4.0,112.568689,872.00376,112.568689,,,,,,,,1.0
0.793771,0.84451,0.593855,5.0,109.872639,873.672368,109.872639,,,,,,,,1.0
0.770254,0.942394,0.671814,5.0,112.385752,847.241,112.385752,,,,,,,,1.0
0.704074,0.968542,0.678984,4.0,123.942156,1009.759375,123.942156,,,,,,,,1.0
0.783451,0.781491,0.69148,4.0,110.767857,815.64039,110.767857,,,,,,,,1.0
0.736888,0.969332,0.902147,2.0,130.186485,772.018097,130.186485,,,,,,,,1.0
0.742703,0.832284,0.581801,6.0,115.24988,980.852389,115.24988,,,,,,,,1.0
0.718928,0.927393,0.79402,4.0,121.360548,864.5442,121.360548,,,,,,,,1.0
0.744611,0.914884,0.592677,6.0,115.99167,970.298602,115.99167,,,,,,,,1.0
0.789947,0.984842,0.96885,6.0,112.917715,616.486688,112.917715,,,,,,,,1.0
0.761619,0.982024,0.845429,5.0,114.575608,732.544456,114.575608,,,,,,,,1.0
0.799661,0.85453,0.638521,7.0,109.787378,792.789455,109.787378,,,,,,,,1.0
0.767331,0.911676,0.695197,6.0,111.599911,816.749489,111.599911,,,,,,,,1.0
0.751279,1.008878,0.659649,6.0,115.522213,887.361321,115.522213,,,,,,,,1.0
0.708278,1.046562,0.802538,3.0,127.559255,893.478513,127.559255,,,,,,,,1.0
0.778642,0.921714,0.918847,2.0,125.605585,692.383747,125.605585,,,,,,,,1.0
0.755773,0.748127,0.591969,5.0,112.39681,949.55942,112.39681,,,,,,,,1.0
0.784018,1.05,0.911195,5.0,113.58536,659.239084,113.58536,,,,,,,,1.0
0.740832,1.038361,0.666801,5.0,117.938823,920.165897,117.938823,,,,,,,,1.0
0.780899,1.037992,0.651937,6.0,112.939225,836.946808,112.939225,,,,,,,,1.0
0.780445,0.967973,0.603919,7.0,113.809198,870.188115,113.809198,,,,,,,,1.0
0.698924,0.995181,0.719643,4.0,124.597758,979.749906,124.597758,,,,,,,,1.0
0.744919,0.647074,0.763057,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.93186,0.880007,4.0,112.573321,661.464318,112.573321,,,,,,,,1.0
0.687887,1.05,0.65806,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.766723,0.885451,0.682495,7.0,112.988691,816.106998,112.988691,,,,,,,,1.0
0.777677,0.973624,0.650683,2.0,129.785978,913.901459,129.785978,,,,,,,,1.0
0.728000,0.815239,0.730514,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.789096,0.944455,0.509974,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.768430,0.800277,0.787898,3.0,0.0,0.0,0.0,,,,,,,,1.0
0.764859,0.908911,0.691134,7.0,113.433312,813.097175,113.433312,,,,,,,,1.0
0.800000,1.05,0.920755,7.0,112.402538,614.711957,112.402538,,,,,,,,1.0
0.770254,1.016664,0.561259,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.737719,0.762404,0.678984,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,1.05,1.212133,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.736888,0.917761,0.97468,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.742703,1.05,1.09149,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.718928,0.927393,0.79402,3.0,126.115806,879.107682,126.115806,,,,,,,,1.0
0.744611,0.914884,0.592677,5.0,116.889891,988.135284,116.889891,,,,,,,,1.0
0.800000,1.05,0.96885,6.0,112.484334,602.110816,112.484334,,,,,,,,1.0
0.783450,0.982024,0.845429,6.0,111.502638,685.810878,111.502638,,,,,,,,1.0
0.800000,0.85453,0.699949,5.0,107.600826,764.777062,107.600826,,,,,,,,1.0
0.800000,1.002886,0.695197,4.0,112.470645,788.203127,112.470645,,,,,,,,1.0
0.751279,1.008878,0.518003,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.708278,1.046562,0.594186,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.766609,0.633802,0.918847,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.755773,0.747848,0.5,4.0,0.0,0.0,0.0,,,,,,,,1.0
fitness at iteration,1,,,,,112.39681,,,,,,,,1.0
0.784018,1.05,0.911195,5.0,113.58536,659.239084,113.58536,,,,,,,,1.0
0.756988,1.05,0.666801,3.0,124.541116,921.033468,124.541116,,,,,,,,1.0
0.780899,1.037992,0.651937,6.0,112.939225,836.946808,112.939225,,,,,,,,1.0
0.780445,0.799155,0.603919,7.0,112.06343,859.180501,112.06343,,,,,,,,1.0
0.737930,0.995181,0.5,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.790941,0.919559,0.745165,2.0,124.027181,792.604882,124.027181,,,,,,,,1.0
0.743261,0.93186,0.880007,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.819819,0.664382,2.0,122.359108,851.457125,122.359108,,,,,,,,1.0
0.800000,0.885451,0.927444,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.777677,0.985698,0.921845,7.0,113.919291,646.504286,113.919291,,,,,,,,1.0
0.768885,1.05,0.730514,6.0,113.707447,789.782269,113.707447,,,,,,,,1.0
0.738622,0.944455,0.603618,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.725164,0.800277,0.862071,3.0,0.0,0.0,0.0,,,,,,,,1.0
0.764859,0.93745,0.98058,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.793771,0.84451,0.593855,5.0,109.872639,873.672368,109.872639,,,,,,,,1.0
0.770254,0.817734,0.5,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.773656,0.968542,0.5,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.783451,0.781491,0.836049,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.736888,1.006285,0.793832,2.0,130.140253,852.364654,130.140253,,,,,,,,1.0
0.740722,0.977174,0.581801,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.784582,0.842381,0.79402,4.0,112.320787,738.019983,112.320787,,,,,,,,1.0
0.744611,0.834212,0.592677,6.0,114.703676,963.441368,114.703676,,,,,,,,1.0
0.800000,1.05,0.96885,4.0,114.217826,615.694895,114.217826,,,,,,,,1.0
0.783450,0.679426,0.845429,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.85453,0.936025,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.767331,0.88674,0.62431,6.0,112.105968,882.122184,112.105968,,,,,,,,1.0
0.730318,0.954902,0.801967,6.0,117.186977,808.623885,117.186977,,,,,,,,1.0
0.777677,1.046562,0.786289,3.0,118.591958,767.04556,118.591958,,,,,,,,1.0
0.778642,0.921714,0.918847,2.0,125.605585,692.383747,125.605585,,,,,,,,1.0
0.757989,0.748127,0.541613,5.0,0.0,0.0,0.0,,,,,,,,1.0
fitness at iteration,2,,,,,112.39681,,,,,,,,1.0
0.784018,1.05,0.618713,4.0,118.580215,901.160168,118.580215,,,,,,,,1.0
0.740832,0.90253,0.929033,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.780899,0.981375,0.651937,6.0,111.732059,833.211301,111.732059,,,,,,,,1.0
0.780445,0.896409,0.603919,6.0,111.358422,877.589771,111.358422,,,,,,,,1.0
0.732170,1.05,0.709883,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.790941,0.845248,0.653685,4.0,111.21225,836.667752,111.21225,,,,,,,,1.0
0.757453,0.93186,0.880007,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.756472,0.800788,0.813575,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.766723,1.05,0.619735,7.0,116.57355,887.28581,116.57355,,,,,,,,1.0
0.771497,0.985698,0.921845,5.0,114.907528,674.064047,114.907528,,,,,,,,1.0
0.734154,0.901538,0.584543,6.0,117.259306,1004.518595,117.259306,,,,,,,,1.0
0.789096,0.979276,0.603618,6.0,112.043219,867.399429,112.043219,,,,,,,,1.0
0.786618,1.015028,0.872819,3.0,117.594589,693.592656,117.594589,,,,,,,,1.0
0.764859,0.920424,0.822509,7.0,113.605403,719.5637,113.605403,,,,,,,,1.0
0.751389,0.84451,0.805692,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.717415,0.942394,0.69036,5.0,118.695574,944.776153,118.695574,,,,,,,,1.0
0.786622,0.968542,0.948813,4.0,115.690851,646.321756,115.690851,,,,,,,,1.0
0.783451,1.034956,0.986335,2.0,121.993619,641.318911,121.993619,,,,,,,,1.0
0.736888,1.006285,0.793832,2.0,130.140253,852.364654,130.140253,,,,,,,,1.0
0.800000,0.929463,0.581801,4.0,115.244173,902.204304,115.244173,,,,,,,,1.0
0.747050,0.842381,0.79402,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.744611,1.05,0.592677,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.724379,0.97237,0.96885,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.762410,0.982024,0.74964,6.0,113.207072,784.619296,113.207072,,,,,,,,1.0
0.800000,0.85453,0.65475,7.0,109.484752,777.924609,109.484752,,,,,,,,1.0
0.753751,1.05,0.943299,6.0,117.739342,683.481673,117.739342,,,,,,,,1.0
0.751279,1.008878,0.659649,5.0,116.16846,902.708035,116.16846,,,,,,,,1.0
0.795358,1.05,0.886749,3.0,116.313149,670.91285,116.313149,,,,,,,,1.0
0.785747,1.05,0.918847,4.0,114.968965,660.481856,114.968965,,,,,,,,1.0
0.797916,1.05,0.938756,5.0,112.499503,625.506678,112.499503,,,,,,,,1.0
fitness at iteration,3,,,,,112.39681,,,,,,,,1.0
0.784018,1.008214,0.656148,6.0,111.87123,824.880591,111.87123,,,,,,,,1.0
0.740832,1.038361,0.666801,5.0,117.938823,920.165897,117.938823,,,,,,,,1.0
0.723020,0.981375,0.5,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.754295,1.05,0.603919,6.0,117.599376,947.494112,117.599376,,,,,,,,1.0
0.732170,1.05,0.709883,5.0,118.571554,896.241377,118.571554,,,,,,,,1.0
0.727032,1.05,0.653685,7.0,120.908856,937.125594,120.908856,,,,,,,,1.0
0.775660,1.0318,0.66187,5.0,113.820111,851.349893,113.820111,,,,,,,,1.0
0.798953,0.846078,0.703044,4.0,109.974436,778.950744,109.974436,,,,,,,,1.0
0.766723,0.885451,0.682495,7.0,112.988691,816.106998,112.988691,,,,,,,,1.0
0.777677,0.76461,0.921845,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.949388,0.730514,6.0,108.478785,731.821191,108.478785,,,,,,,,1.0
0.800000,0.948005,0.770365,2.0,122.74968,755.662502,122.74968,,,,,,,,1.0
0.786618,1.015028,0.872819,3.0,117.594589,693.592656,117.594589,,,,,,,,1.0
0.764859,1.030072,0.668631,4.0,117.676209,882.637953,117.676209,,,,,,,,1.0
0.761389,0.979128,0.930554,3.0,121.823616,702.805087,121.823616,,,,,,,,1.0
0.800000,0.942394,0.671814,5.0,109.142911,791.26594,109.142911,,,,,,,,1.0
0.786622,0.968542,0.948813,6.0,112.702677,629.911502,112.702677,,,,,,,,1.0
0.783451,0.781491,0.69148,7.0,110.186607,775.252294,110.186607,,,,,,,,1.0
0.736888,1.006285,0.553243,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.693193,0.929463,0.700151,6.0,121.280382,978.941687,121.280382,,,,,,,,1.0
0.800000,0.842381,0.79402,3.0,115.213131,726.274619,115.213131,,,,,,,,1.0
0.771101,0.947428,0.581982,6.0,114.068765,926.872575,114.068765,,,,,,,,1.0
0.800000,0.961088,0.96885,6.0,111.48009,602.590531,111.48009,,,,,,,,1.0
0.783450,0.934692,0.952081,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.85453,0.699949,7.0,108.980727,741.636898,108.980727,,,,,,,,1.0
0.767331,1.05,0.695197,6.0,114.110935,822.918246,114.110935,,,,,,,,1.0
0.751279,0.826391,0.659649,6.0,112.612659,877.817189,112.612659,,,,,,,,1.0
0.782661,1.05,1.00672,3.0,118.989843,628.201586,118.989843,,,,,,,,1.0
0.785747,1.05,0.85993,3.0,117.35396,702.044621,117.35396,,,,,,,,1.0
0.800000,0.900148,0.591969,5.0,110.524433,868.034661,110.524433,,,,,,,,1.0
fitness at iteration,4,,,,,110.524433,,,,,,,,1.0
0.784018,0.877762,0.656148,6.0,109.646596,817.814296,109.646596,,,,,,,,1.0
0.740832,0.933563,0.666801,5.0,115.759502,913.84186,115.759502,,,,,,,,1.0
0.780899,0.98638,0.806329,6.0,111.445549,713.138435,111.445549,,,,,,,,1.0
0.780445,0.896409,0.539711,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,1.05,0.709883,5.0,110.623852,763.481203,110.623852,,,,,,,,1.0
0.750311,0.845248,0.870238,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.789096,0.969916,0.5,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.761023,0.846078,0.690326,7.0,113.135979,819.364471,113.135979,,,,,,,,1.0
0.766723,0.835572,0.92415,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.777677,1.018296,0.921845,4.0,116.071825,672.027085,116.071825,,,,,,,,1.0
0.800000,0.949388,0.730514,5.0,108.813327,743.772754,108.813327,,,,,,,,1.0
0.751279,0.801091,0.5,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.782169,1.015028,0.872819,4.0,114.674248,691.637769,114.674248,,,,,,,,1.0
0.764859,0.759088,0.834114,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.793771,1.05,0.593855,5.0,115.379842,892.871949,115.379842,,,,,,,,1.0
0.789444,0.942394,0.538084,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.741670,1.05,0.948813,6.0,119.477079,701.379623,119.477079,,,,,,,,1.0
0.783451,0.781491,0.5,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.772106,1.006285,0.705643,2.0,128.099044,864.668929,128.099044,,,,,,,,1.0
0.784688,0.818101,0.833393,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.784582,0.714577,0.79402,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.792301,0.98638,0.581982,6.0,112.731042,886.790524,112.731042,,,,,,,,1.0
0.772623,0.927162,0.625011,6.0,112.157355,873.173371,112.157355,,,,,,,,1.0
0.783450,0.982024,0.845429,6.0,111.502638,685.810878,111.502638,,,,,,,,1.0
0.800000,0.85453,0.699949,5.0,107.600826,764.777062,107.600826,,,,,,,,1.0
0.783450,1.01582,0.695197,6.0,111.571492,790.84294,111.571492,,,,,,,,1.0
0.751279,0.826391,0.659649,7.0,114.359598,865.428776,114.359598,,,,,,,,1.0
0.791277,0.978895,0.886749,7.0,111.877234,642.810935,111.877234,,,,,,,,1.0
0.785747,1.05,0.918847,2.0,121.612521,673.729107,121.612521,,,,,,,,1.0
0.800000,1.05,0.953118,5.0,112.559829,616.106875,112.559829,,,,,,,,1.0
fitness at iteration,5,,,,,110.524433,,,,,,,,1.0
0.784018,0.835529,0.728941,6.0,108.801146,757.782269,108.801146,,,,,,,,1.0
0.740832,0.933563,0.666801,5.0,115.759502,913.84186,115.759502,,,,,,,,1.0
0.780899,0.741783,0.692882,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.780445,0.896409,0.904455,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.760002,0.763088,0.650329,5.0,111.139792,881.05884,111.139792,,,,,,,,1.0
0.790941,0.7531,0.732967,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.93186,1.012562,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.798953,0.997589,0.703044,4.0,112.347272,782.977816,112.347272,,,,,,,,1.0
0.792301,1.000402,0.682495,7.0,111.989689,773.669986,111.989689,,,,,,,,1.0
0.794459,0.958065,0.921845,2.0,122.889906,663.977316,122.889906,,,,,,,,1.0
0.800000,0.982865,0.849771,6.0,109.688717,657.888836,109.688717,,,,,,,,1.0
0.800000,0.979276,0.603618,5.0,112.005218,861.887657,112.005218,,,,,,,,1.0
0.764519,1.015028,0.872819,4.0,116.834719,720.87043,116.834719,,,,,,,,1.0
0.764859,1.05,0.668631,4.0,118.126908,883.839494,118.126908,,,,,,,,1.0
0.765592,0.84451,0.653876,5.0,111.523317,869.204648,111.523317,,,,,,,,1.0
0.765342,0.942394,0.671814,7.0,114.017047,830.423598,114.017047,,,,,,,,1.0
0.786622,0.913585,0.948813,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.783451,0.781491,0.69148,6.0,108.451696,786.06281,108.451696,,,,,,,,1.0
0.760701,1.006285,0.705643,6.0,113.891878,824.437221,113.891878,,,,,,,,1.0
0.774452,0.929463,0.581801,7.0,114.44413,904.565408,114.44413,,,,,,,,1.0
0.747645,0.846234,0.993638,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.792301,1.05,0.769749,5.0,111.106152,730.528144,111.106152,,,,,,,,1.0
0.800000,0.79998,0.96885,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.982024,0.704013,6.0,109.110099,753.029251,109.110099,,,,,,,,1.0
0.800000,1.05,0.744051,5.0,110.324917,736.504195,110.324917,,,,,,,,1.0
0.783450,1.01582,0.695197,6.0,111.571492,790.84294,111.571492,,,,,,,,1.0
0.798912,0.81827,0.648766,6.0,107.538312,794.545582,107.538312,,,,,,,,1.0
0.797050,0.978895,0.74225,6.0,109.23974,729.028326,109.23974,,,,,,,,1.0
0.785747,1.05,0.764743,7.0,113.38362,723.584653,113.38362,,,,,,,,1.0
0.800000,1.02609,0.591969,5.0,114.057878,880.156337,114.057878,,,,,,,,1.0
fitness at iteration,6,,,,,110.524433,,,,,,,,1.0
0.784018,0.869099,0.728941,6.0,109.150306,758.341596,109.150306,,,,,,,,1.0
0.786573,1.05,0.666801,5.0,112.916015,826.544898,112.916015,,,,,,,,1.0
