D, Z, AEdAO, PdD, P_B, n,etaO,etaR, iteration, population i 
0.788057,5,0.897124,0.629108,110.413368,851.478367,0.364941,1.034823,0,1
0.791613,5,0.790654,0.738308,107.944536,749.960455,0.375824,1.027916,0,2
0.785569,7,0.910529,0.878412,111.443782,655.492818,0.367142,1.019054,0,3
0.687127,5,0.983457,0.776353,123.858915,939.972249,0.327614,1.025509,0,4
0.754981,2,1.027096,0.813615,127.163346,799.214424,0.320276,1.023152,0,5
0.743628,4,0.802328,0.646272,115.989309,941.533105,0.347471,1.033737,0,6
0.768086,5,0.909281,0.707340,111.822676,818.558908,0.361945,1.029874,0,7
0.756363,3,0.818363,0.731600,119.586679,853.652810,0.338853,1.028340,0,8
0.731597,4,0.817290,0.621275,118.209260,998.764043,0.340340,1.035318,0,9
0.777926,4,1.035669,0.817115,114.645498,733.037296,0.355475,1.022931,0,10
0.732481,2,0.855845,0.682514,131.617582,976.198607,0.306797,1.031445,0,11
0.709359,2,0.948861,0.739025,135.193302,969.174680,0.299593,1.027870,0,12
0.738260,3,1.043618,0.754816,123.896688,870.109343,0.327412,1.026872,0,13
0.746630,7,0.988946,0.666022,117.051528,876.471819,0.344732,1.032488,0,14
0.790181,2,0.714080,0.657260,120.292924,877.910540,0.335562,1.033042,0,15
0.793673,5,0.903161,0.625965,110.033672,844.241031,0.366186,1.035021,0,16
0.799062,5,1.045338,0.679050,111.173187,791.767606,0.363658,1.031664,0,17
0.735889,2,0.863518,0.682657,131.311695,967.888869,0.307558,1.031436,0,18
0.745838,6,0.971070,0.601470,116.704200,961.889074,0.344401,1.036571,0,19
0.774658,7,0.837825,0.601760,112.949368,875.139687,0.356057,1.036552,0,20
0.790491,7,0.701570,0.599625,111.034126,839.536288,0.362263,1.036687,0,21
0.799834,3,0.779143,0.666738,113.562014,826.014362,0.355743,1.032442,0,22
0.758499,4,0.999997,0.780927,116.579339,793.679583,0.348664,1.025220,0,23
0.746591,3,1.008547,0.704260,123.604101,901.038495,0.327243,1.030069,0,24
0.763832,7,0.865042,0.595831,114.469556,905.792417,0.351128,1.036927,0,25
0.750721,4,0.907813,0.625523,117.867662,953.733692,0.341530,1.035049,0,26
0.778863,4,0.976878,0.875578,115.064827,695.975181,0.355483,1.019233,0,27
0.773747,4,0.899866,0.732054,113.554140,802.207573,0.357007,1.028311,0,28
0.743902,3,0.991230,0.883767,123.339339,760.841623,0.331557,1.018715,0,29
0.708168,4,0.948202,0.705083,122.692508,970.095139,0.329417,1.030017,0,30
0.763618,6,0.897124,0.629108,112.569931,885.522537,0.357774,1.034823,1,1
0.791613,7,0.790654,0.669407,109.657360,778.491115,0.368400,1.032274,1,2
0.785569,7,0.910529,0.878412,111.443782,655.492818,0.367142,1.019054,1,3
0.687127,5,0.983457,0.776353,123.858915,939.972249,0.327614,1.025509,1,4
0.754981,4,1.027096,0.501641,0.000000,0.000000,0.000000,0.000000,1,5
0.743628,4,0.943598,0.818406,118.462696,795.156840,0.343827,1.022849,1,6
0.768086,2,0.909281,0.720306,127.107245,858.339758,0.318660,1.029054,1,7
0.777206,2,0.967586,0.927596,124.857300,686.712400,0.328666,1.015943,1,8
0.789932,7,0.817290,0.706527,109.630327,753.044438,0.369314,1.029926,1,9
0.745445,4,0.947287,0.817115,118.218455,792.469524,0.344509,1.022931,1,10
0.743153,3,0.855845,0.836997,0.000000,0.000000,0.000000,0.000000,1,11
0.709359,2,0.833203,0.819085,0.000000,0.000000,0.000000,0.000000,1,12
0.783898,3,0.895887,0.754816,117.195492,781.182837,0.346462,1.026872,1,13
0.743481,2,0.988946,0.932945,128.805002,738.927123,0.318476,1.015605,1,14
0.800000,2,0.835372,0.634152,123.672059,883.682104,0.326019,1.034504,1,15
0.793673,3,0.903161,0.625965,118.435485,883.286130,0.340210,1.035021,1,16
0.799062,5,0.774914,0.679050,106.866136,781.062131,0.378318,1.031664,1,17
0.735889,2,0.895475,0.820318,131.033908,837.596818,0.310834,1.022729,1,18
0.745838,6,0.813949,0.635909,113.410551,912.258720,0.355156,1.034392,1,19
0.774658,7,0.908706,0.823978,112.293927,702.145321,0.363069,1.022497,1,20
0.790491,7,0.840646,0.599625,111.422516,846.405764,0.361015,1.036687,1,21
0.730565,3,0.779143,0.666738,0.000000,0.000000,0.000000,0.000000,1,22
0.758499,2,0.999997,0.875421,126.567469,748.495846,0.323044,1.019243,1,23
0.746591,5,1.008547,0.704260,116.017885,868.354751,0.348624,1.030069,1,24
0.763832,7,0.865042,0.595831,114.469556,905.792417,0.351128,1.036927,1,25
0.753978,4,0.907813,0.770353,116.266634,810.169261,0.349347,1.025889,1,26
0.778863,4,0.955082,0.869990,114.923706,699.541294,0.355798,1.019587,1,27
0.675839,3,0.899866,0.732054,0.000000,0.000000,0.000000,0.000000,1,28
0.743902,3,0.991230,0.818892,122.794823,805.772149,0.331698,1.022819,1,29
0.747746,4,0.939522,0.812654,117.818121,791.234766,0.345616,1.023213,1,30
best fit at iteration 1,117.818121
