D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.8,1.05,0.7568560238591836,6,,,-110.1696708826312,
history
-169.31502221818434,-118.04474351066047,-112.0287925391693,-110.84704681520999,-110.17224960648205,-110.17224960648205,-110.17224960648205,-110.17224960648205,-110.17224960648205,-110.17071004761485,-110.17071004761485,-110.17071004761485,-110.17071004761485,-110.17071004761485,-110.17071004761485,-110.17071004761485,-110.17071004761485,-110.1696708826312,-110.1696708826312,-110.1696708826312,-110.1696708826312,-110.1696708826312,-110.1696708826312,-110.1696708826312,-110.1696708826312,-110.1696708826312,-110.1696708826312,-110.1696708826312,-110.1696708826312,-110.1696708826312
