D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.7999943457183277,0.8136252418782374,0.6889394844621265,6,,,-135.57630376453972
history
-139.9208263800563,-139.9208263800563,-139.86283070076936,-139.01948613711946,-139.00374078093503,-139.00374078093503,-139.00374078093503,-138.81816421387376,-138.3987504308115,-137.99961759756695,-137.99961759756695,-137.99961759756695,-136.40154661737694,-136.40154661737694,-136.40154661737694,-136.12559359496063,-135.822544960641,-135.822544960641,-135.822544960641,-135.822544960641,-135.822544960641,-135.822544960641,-135.822544960641,-135.822544960641,-135.69407546523186,-135.69407546523186,-135.69407546523186,-135.69407546523186,-135.61218459322518,-135.61218459322518,-135.61218459322518,-135.60799982218677,-135.57630376453972,-135.57630376453972,-135.57630376453972,-135.57630376453972,-135.57630376453972,-135.57630376453972,-135.57630376453972,-135.57630376453972
