D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.506473,0.69226,1.098436,6.0,132.077908,1236.619069,132.077908,0.011,0.011519,0.412484,0.168303,32.793733,39.0,1.4958976312537635,0.0
0.682744,0.435052,0.615051,6.0,93.762293,995.645935,93.762293,0.011,0.009857,0.266669,0.150487,35.592757,39.0,0.772040109776924,0.0
0.645928,0.661697,0.665509,3.0,101.842219,1121.228041,101.842219,0.01475,0.011972,0.175492,0.136961,37.920714,39.0,0.2813282613298677,0.0
0.713722,1.008852,1.386886,5.0,108.936441,554.894479,108.936441,0.01225,0.010026,0.374282,0.277974,20.736615,39.0,0.34646405778957745,0.0
0.659622,0.722292,0.741224,7.0,96.475206,929.480047,96.475206,0.00975,0.009768,0.218213,0.172977,32.102109,39.0,0.2633572884574463,0.0
0.623714,0.583325,0.805011,4.0,103.255138,1038.2798,103.255138,0.0135,0.011411,0.276531,0.160817,33.907697,39.0,0.7195383572632249,0.0
0.759422,0.390123,1.295957,5.0,100.069779,563.609996,100.069779,0.01225,0.009629,0.712675,0.256886,22.410971,39.0,1.7742850914413395,0.0
0.561307,0.857352,1.027868,4.0,122.339693,1061.566573,122.339693,0.0135,0.012252,0.292082,0.178947,31.199381,39.0,0.6322263016423858,0.0
0.750361,0.954495,0.577991,4.0,94.036921,936.482577,94.036921,0.0135,0.010367,0.092877,0.143233,36.79331,39.0,0.0,1.0
0.698481,0.613458,1.269594,3.0,114.730873,652.482607,114.730873,0.01475,0.011666,0.472735,0.2411,23.862844,39.0,0.9607424305267523,0.0
0.537418,0.473421,1.192404,2.0,149.962432,1169.786957,149.962432,0.016,0.014991,0.544789,0.167443,32.916821,39.0,2.253578829810741,0.0
0.762682,0.846139,0.826031,7.0,86.846597,661.775087,86.846597,0.00975,0.00919,0.207094,0.216912,26.427292,39.0,0.0,1.0
0.780693,0.908113,0.577976,2.0,102.481843,918.651771,102.481843,0.016,0.012288,0.086405,0.138944,37.551732,39.0,0.0,1.0
0.707964,0.669693,1.074709,2.0,111.153544,702.450452,111.153544,0.016,0.013156,0.335779,0.220647,26.039067,39.0,0.5217927277506604,0.0
0.524707,0.338862,1.256849,6.0,137.459061,1170.421476,137.459061,0.011,0.011009,0.852914,0.172672,32.155675,39.0,3.940321312054407,0.0
0.755003,0.980183,1.306803,4.0,100.970318,518.604529,100.970318,0.0135,0.0104,0.342354,0.280985,20.501401,39.0,0.21840667651298115,0.0
0.713285,0.463008,1.398398,7.0,108.525959,586.815082,108.525959,0.00975,0.009101,0.736027,0.262827,21.916084,39.0,1.800423852952703,0.0
0.600970,0.530289,0.623381,2.0,109.881754,1388.602694,109.881754,0.016,0.013655,0.189656,0.107308,43.694771,39.0,0.8877772600097682,0.0
0.696829,0.634077,0.655979,4.0,91.872556,959.545651,91.872556,0.0135,0.010687,0.183126,0.153952,35.009883,39.0,0.18950062357098318,0.0
0.711594,0.434274,1.064038,3.0,103.243464,722.019989,103.243464,0.01475,0.01153,0.479232,0.21257,26.90173,39.0,1.254466763889542,0.0
0.751266,0.748898,0.820587,3.0,93.154167,733.072699,93.154167,0.01475,0.011319,0.20308,0.196305,28.836301,39.0,0.0345126206668195,0.0
0.732064,0.957701,0.884028,7.0,91.372349,681.365074,91.372349,0.00975,0.009404,0.206878,0.219888,26.117239,39.0,0.0,1.0
0.567208,0.52568,1.070818,4.0,123.618117,1066.954657,123.618117,0.0135,0.012043,0.457633,0.175695,31.687429,39.0,1.6047013290076555,0.0
0.697229,0.446472,0.940738,4.0,96.752618,781.366889,96.752618,0.0135,0.010804,0.41889,0.198771,28.525207,39.0,1.107399972833059,0.0
0.652405,0.905579,0.898398,5.0,100.899082,858.982118,100.899082,0.01225,0.010693,0.221409,0.192409,29.342706,39.0,0.15072060038771573,0.0
0.747441,0.37879,0.855403,7.0,88.734945,689.71898,88.734945,0.00975,0.009227,0.466212,0.211741,26.992795,39.0,1.2018031462966547,0.0
0.704214,0.323709,1.228218,2.0,114.302352,726.343475,114.302352,0.016,0.012649,0.694331,0.213653,26.782125,39.0,2.2498069299284356,0.0
0.610239,0.852996,0.549393,2.0,122.342053,1485.391436,122.342053,0.016,0.013791,0.095209,0.091439,47.461305,39.0,0.25818621070204856,0.0
