D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.8,0.8346722404347902,0.6802084055018799,6,,,-135.88926571055717
history
-378.1967794628016,-284.28667179462536,-204.47177758923362,-150.43516748451248,-136.80322057391047,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717,-135.88926571055717
