D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.8,0.8357159105913324,0.6773526402959225,6,,,-135.9241024777722
history
-302.7104009336821,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722,-135.9241024777722
