D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.7999792998666623,0.8062608282955176,0.6675726287836049,6,,,-135.68297470487502
history
-194.74206649096607,-146.82629304245782,-146.82629304245782,-146.82629304245782,-137.58249226786702,-137.58249226786702,-137.58249226786702,-136.45039396078474,-136.43642080268958,-136.43642080268958,-136.43642080268958,-136.43642080268958,-136.43642080268958,-136.43642080268958,-136.43642080268958,-136.43642080268958,-136.43642080268958,-136.19255241477913,-136.0863225909191,-136.00076053306995,-136.00076053306995,-135.69940561433424,-135.69940561433424,-135.69940561433424,-135.69940561433424,-135.69940561433424,-135.69940561433424,-135.69940561433424,-135.69940561433424,-135.68297470487502
