D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,i = thread pool id
0.7999982887018796,0.6281898660413172,0.6634804180618853,5,,,-81.40558215762175,
history
-85.46658588657472,-83.92279569300355,-83.92279569300355,-83.13149807333362,-82.20289105143321,-82.17483745753434,-81.5707397005386,-81.5707397005386,-81.5707397005386,-81.53311338614505,-81.5210936231493,-81.49841264442969,-81.49841264442969,-81.45017607658572,-81.43993182314215,-81.4270001726422,-81.41552043813655,-81.41552043813655,-81.41552043813655,-81.41486665520777,-81.41180681349691,-81.41180681349691,-81.41084235784545,-81.41084235784545,-81.40983658358273,-81.40585328062535,-81.40558215762175,-81.40558215762175,-81.40558215762175,-81.40558215762175
