D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,i = thread pool id
0.8,0.6065567970485253,0.5831656947469104,5,,,-82.17104062080475,
history
-87.29782736511505,-84.70949496144405,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475,-82.17104062080475
