D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.7998927498611851,0.7924803524010661,0.6542514005536543,5,,,-135.72946972242133
history
-138.05062413480803,-138.05062413480803,-138.05062413480803,-138.05062413480803,-138.05062413480803,-138.05062413480803,-138.05062413480803,-138.05062413480803,-137.8453961505583,-137.8453961505583,-136.80769941810553,-136.80769941810553,-136.80769941810553,-136.63253026919872,-136.1066329607954,-135.78010317611884,-135.78010317611884,-135.78010317611884,-135.78010317611884,-135.72946972242133
