D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.5298882945511108,0.7362061561674669,1.2355280538829767,6,276.5230814972609,0,-947.6681277726046,0.011,0.012645779489830039,0.458156888394865,0.13896425673089738,37.471312233933716,39,2.427085083246448,False
0.742992510967805,0.7641189199047277,1.365244615426995,6,212.54795799723158,0,-452.7262107097366,0.011,0.010530958559808106,0.4667430433694419,0.21912864426838585,26.067476202341858,39,1.1299955782950093,False
0.7335781387263325,1.0137079638983073,1.201532144537709,6,202.21482420716592,0,-302.71435777357124,0.011,0.010830036285589421,0.3068546430907718,0.2049805571368589,27.649362366822643,39,0.49699389725970394,False
0.6821507334826683,0.8339573951716104,1.1486500155153536,6,210.95019435344258,0,-409.6709948973682,0.011,0.01121915772223291,0.35125901225122874,0.18271017749200683,30.54497065062082,39,0.9420271033785972,False
0.5884154210430281,0.8822822005250316,1.240781215859649,6,250.6820900662639,0,-615.8959569995067,0.011,0.01203062736187245,0.38803544751423436,0.16364423966290542,33.37898181531116,39,1.456880572667573,False
0.8,0.8302324715230627,1.1073346611296921,6,180.49480830087143,0,-272.7640854219626,0.011,0.010389838936557491,0.316413457281184,0.20937868791425857,27.132625628060147,39,0.5112018344997776,False
0.7941308059012295,0.7679137071496458,1.3072239197820523,6,195.05716070721695,0,-366.90759904621245,0.011,0.010265902323746965,0.42875689362766756,0.22793777649212849,25.079387519324552,39,0.8810260423965928,False
0.6953145433469665,0.8420583721068047,1.2891498143880513,6,218.6536075294265,0,-443.89483597102566,0.011,0.01099995767258148,0.4064825626339304,0.2002250792652076,28.227345443190934,39,1.0301281144482655,False
0.8,0.9356691716744308,1.3611643021436528,6,197.91874364602276,0,-317.8116702460781,0.011,0.01019754967163353,0.38147678286941117,0.2375664982257592,24.065842879112907,39,0.6057684299698444,False
0.6007199628960346,0.9411415172865306,1.1775703566388847,6,240.31046990940038,0,-520.9549268117298,0.011,0.01197523538197023,0.3394092384886547,0.162676702937014,33.525267513560145,39,1.1678411556855406,False
fitness at iteration,0,,,,,-272.7640854219626
0.8,0.8824016120424797,1.1504373897187194,6,183.27502264835118,0,-269.2548274837771,0.011,0.01038247205148399,0.31644609756768993,0.21539693917723754,26.45926744432504,39,0.4691299643181325,False
0.7094424178942811,0.8215332727824985,1.1653710849020937,6,204.70746791592057,0,-382.63465518831816,0.011,0.01098937074116615,0.3586794396969438,0.19189155738579358,29.293172577730363,39,0.8691778032517972,False
0.6008151814165956,0.9693702132790583,1.2383953542295592,6,245.78913995632794,0,-534.8315562708802,0.011,0.011928894053488223,0.35491072571810095,0.16915751723088793,32.56758332997946,39,1.1759771663056784,False
0.7540555786671596,1.05,1.1346540807430814,6,193.72669545787966,0,-257.79543552117815,0.011,0.010735823780625015,0.27023677953947794,0.20307604820668684,27.87735530776062,39,0.330717147225734,False
0.8,0.9618097648017441,1.1508860727354702,6,183.88757210455861,0,-248.68020159638888,0.011,0.01040004306934953,0.29261416309688265,0.21637471608063244,26.353956927133588,39,0.3523491487232706,False
0.7814119356926573,1.05,1.0799613303706725,6,185.07998944423034,0,-225.45056263019396,0.011,0.010573781703199692,0.24750054258896145,0.20318156351174885,27.86258370398264,39,0.21812500263907994,False
0.6250258632451766,0.928417383518341,1.2597910403768777,6,238.6938525597001,0,-514.1905395362888,0.011,0.011659889560900444,0.3734623756537934,0.17804360195129898,31.225825643028525,39,1.1541842574587624,False
0.8,0.977884786931071,1.071324288297996,6,180.01098463437927,0,-226.20942334931613,0.011,0.010438163626889374,0.25919150708895955,0.20625718287563707,27.493583605520186,39,0.25664233107091,False
0.782748673283541,1.05,0.9894156756516461,6,181.1148538976907,0,-205.3356774564155,0.011,0.01058358156859925,0.2165240734023422,0.1909834978771382,29.40680775122839,39,0.13373184494523468,False
0.8,1.05,1.129169692768618,6,183.64678138255158,0,-224.51043424691272,0.011,0.010430909317621662,0.26192311895427767,0.21424989857144572,26.584368711462027,39,0.22251221914550592,False
fitness at iteration,1,,,,,-205.3356774564155
0.8,1.003134165397133,0.9190209927193445,6,174.64953621177102,0,-189.81340322255318,0.011,0.01045335364731418,0.20021481286172285,0.18421999508658343,30.323208551938492,39,0.08682454783272496,False
0.8,0.9886530790392194,1.056253596831918,6,179.46479389333214,0,-220.6119864596056,0.011,0.010445046258674474,0.25113169037921085,0.20429215011053553,27.726868923311567,39,0.22927723969487832,False
0.8,1.05,0.9421329867301869,6,176.25619228011365,0,-186.5482708834139,0.011,0.010470433034530671,0.19883184751784524,0.18786207013099404,29.822733644878827,39,0.05839272067640959,False
0.8,1.05,1.0761013038550988,6,181.18307729750674,0,-213.06247370654543,0.011,0.010454131051563635,0.24373300217560706,0.20726453891622001,27.376172751802653,39,0.17595129128252973,False
0.8,1.05,1.0733602328916574,6,181.06291804875235,0,-212.48780483325893,0.011,0.010455064364691817,0.24279966385448948,0.20689194692018884,27.419430475869728,39,0.17355782798134958,False
0.8,1.05,1.0101094402459405,6,178.5176038345863,0,-199.57629471541614,0.011,0.01046969562897037,0.22141900875019876,0.19805554032295364,28.491369145005443,39,0.11796422553566616,False
0.8,1.0457528540620349,1.1217266971244129,6,183.22508756413887,0,-223.69249222359522,0.011,0.010433742703504095,0.26037715867912403,0.21327326288178372,26.69224036087745,39,0.22086170184140597,False
