D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.7995280318761573,0.7864350640554607,0.6552581099600324,5,,,-135.68612876536338
history
-186.26817198371367,-171.85976620739436,-147.80161230700526,-140.70286826361595,-139.31407323974312,-138.39674607710063,-138.39674607710063,-138.39674607710063,-137.25745780770117,-136.6725116414582,-136.6725116414582,-136.6725116414582,-136.3303908028252,-135.9168823949677,-135.9168823949677,-135.82481157698658,-135.82091197285754,-135.75904574437024,-135.75904574437024,-135.68612876536338
