D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.8,0.8165675953188107,0.6872715434486019,6,,,-135.61684170561736
history
-245.80026773512958,-142.07715891160072,-142.07715891160072,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736,-135.61684170561736
