D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.7999963012273417,0.8071187498469639,0.6792192043806129,6,,,-135.58301594261707
history
-171.2896176575949,-139.65684029818829,-139.0051157099067,-139.0051157099067,-139.0051157099067,-136.4757778359635,-136.4757778359635,-136.4757778359635,-136.4757778359635,-136.4757778359635,-135.9886981876238,-135.9886981876238,-135.9886981876238,-135.9886981876238,-135.77238686516367,-135.77238686516367,-135.6586922236923,-135.6586922236923,-135.6586922236923,-135.61010825182396,-135.61010825182396,-135.61010825182396,-135.6097646242078,-135.5964761852217,-135.5964761852217,-135.5964761852217,-135.5964761852217,-135.58432490959362,-135.58301594261707,-135.58301594261707
