D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.799999850670217,0.8043546587698495,0.6753107963780467,6,,,-135.58392608068615
history
-214.73839494754154,-141.66067317989433,-141.3568000299588,-137.31966436746833,-137.31966436746833,-136.851083725172,-136.851083725172,-136.851083725172,-136.851083725172,-136.851083725172,-136.851083725172,-136.851083725172,-136.30825839206778,-135.9489136954957,-135.9489136954957,-135.9489136954957,-135.9489136954957,-135.9489136954957,-135.9489136954957,-135.94724141498807,-135.68820805512297,-135.68820805512297,-135.68820805512297,-135.68820805512297,-135.68820805512297,-135.68820805512297,-135.63592527317007,-135.63592527317007,-135.63592527317007,-135.63592527317007,-135.63592527317007,-135.61617332104504,-135.60953248231772,-135.60953248231772,-135.60953248231772,-135.60953248231772,-135.59644477741656,-135.59644477741656,-135.58392608068615,-135.58392608068615
