D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.716090,0.656679,1.010789,6.0,93.554,671.307192,93.554,0.011,0.009743,0.351206,0.228388,25.170258,39.0,0.5377603026428709,0.0
0.632291,0.621846,0.588043,3.0,102.523247,1268.517063,102.523247,0.01475,0.011955,0.156308,0.115255,41.996414,39.0,0.43302391810578333,0.0
0.677044,0.931148,1.106393,7.0,100.899857,685.073661,100.899857,0.00975,0.009695,0.306124,0.23685,24.285834,39.0,0.29248047287312645,0.0
0.731408,0.832429,0.911715,6.0,90.369879,679.922373,90.369879,0.011,0.009685,0.241635,0.22064,26.038619,39.0,0.09515500362581575,0.0
0.525838,0.666845,0.997905,4.0,129.182096,1252.455329,129.182096,0.0135,0.012601,0.349264,0.157198,34.48365,39.0,1.2218094377791067,0.0
0.526440,0.823393,0.983692,5.0,124.922065,1221.95559,124.922065,0.01225,0.011902,0.294483,0.162303,33.682422,39.0,0.8144026912626383,0.0
0.620558,0.4077,0.793785,4.0,101.738126,1074.827798,101.738126,0.0135,0.011335,0.376024,0.154488,34.923676,39.0,1.434001346382891,0.0
0.768633,0.782707,1.208042,2.0,104.257836,546.290183,104.257836,0.016,0.012508,0.350481,0.261935,21.985732,39.0,0.3380456983602803,0.0
0.568818,0.664128,1.037106,2.0,133.689023,1082.514386,133.689023,0.016,0.014787,0.3448,0.172123,32.240779,39.0,1.0032186285388938,0.0
0.585762,0.357126,0.840787,5.0,107.050674,1144.241389,107.050674,0.01225,0.01106,0.484391,0.153475,35.094342,39.0,2.156155725688223,0.0
0.543436,0.959409,0.544698,6.0,117.269262,1701.593797,117.269262,0.011,0.010868,0.103017,0.08736,48.41756,39.0,0.42069979853479866,0.0
0.552756,0.823055,0.686378,5.0,111.908744,1405.830307,111.908744,0.01225,0.011399,0.169689,0.121925,40.687853,39.0,0.43502730809188067,0.0
0.660312,0.580418,0.649517,3.0,98.22599,1095.96507,98.22599,0.01475,0.011765,0.190752,0.137114,37.891711,39.0,0.3911927301369662,0.0
0.561712,0.306035,1.109111,3.0,127.101396,1153.457301,127.101396,0.01475,0.012769,0.708366,0.160724,33.924559,39.0,3.407344267190961,0.0
0.694057,0.544023,0.926318,6.0,93.933397,755.971946,93.933397,0.011,0.009863,0.372183,0.207547,27.472597,39.0,0.793246830838316,0.0
0.519924,0.387553,1.251854,5.0,140.735127,1196.922634,140.735127,0.01225,0.011623,0.739155,0.169772,32.583986,39.0,3.3538098155172817,0.0
0.611066,0.730609,0.569578,3.0,108.75316,1386.743011,108.75316,0.01475,0.012206,0.127354,0.104303,44.369297,39.0,0.3586746367870039,0.0
0.589228,0.92212,1.14161,2.0,124.217348,902.208191,124.217348,0.016,0.014412,0.317785,0.204497,27.834837,39.0,0.5539836770221567,0.0
0.775494,0.78191,0.911467,5.0,86.848055,621.303999,86.848055,0.01225,0.009819,0.242565,0.22782,25.227898,39.0,0.06472214906505139,0.0
