D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.695055,1.037722,0.971482,6.0,97.307637,714.182247,97.307637,,,,,,,,1.0
0.748486,0.817472,0.674907,3.0,92.713263,847.404239,92.713263,,,,,,,,1.0
0.763079,0.665433,0.591805,6.0,85.882465,837.58692,85.882465,,,,,,,,1.0
0.705695,0.911099,0.814002,7.0,93.096068,770.515266,93.096068,,,,,,,,1.0
0.744563,1.028824,0.894685,7.0,91.173777,655.520791,91.173777,,,,,,,,1.0
0.739550,0.945947,0.916029,7.0,90.729446,653.190453,90.729446,,,,,,,,1.0
0.745528,0.90183,0.729764,7.0,88.840656,751.698857,88.840656,,,,,,,,1.0
0.785558,1.027006,1.139241,6.0,90.988444,515.984825,90.988444,,,,,,,,1.0
0.753454,0.922889,0.971363,2.0,99.512129,646.681928,99.512129,,,,,,,,1.0
0.787705,0.770201,0.722949,6.0,83.027915,692.819988,83.027915,,,,,,,,1.0
0.768836,1.046232,0.726366,4.0,89.426108,752.323491,89.426108,,,,,,,,1.0
0.680345,0.974251,0.636481,5.0,96.516953,1017.24639,96.516953,,,,,,,,1.0
0.716532,0.82137,0.612716,2.0,103.757421,1015.053767,103.757421,,,,,,,,1.0
0.690307,0.99069,0.791786,5.0,95.045615,843.001736,95.045615,,,,,,,,1.0
0.689259,0.965884,0.692292,6.0,94.251368,916.482233,94.251368,,,,,,,,1.0
0.696234,1.023464,0.709059,7.0,95.592014,873.711331,95.592014,,,,,,,,1.0
0.731299,0.792316,0.687304,6.0,88.118314,821.176257,88.118314,,,,,,,,1.0
0.762909,1.017061,0.687469,6.0,87.795803,768.107863,87.795803,,,,,,,,1.0
0.737765,0.82653,0.668992,6.0,87.861586,824.397703,87.861586,,,,,,,,1.0
0.741780,0.832427,0.579367,2.0,102.919704,998.264126,102.919704,,,,,,,,1.0
0.686401,0.858779,0.774236,4.0,96.293613,879.863892,96.293613,,,,,,,,1.0
0.756986,0.925509,0.749188,2.0,98.714811,783.555923,98.714811,,,,,,,,1.0
0.705522,0.791074,0.550043,7.0,94.189292,1010.003572,94.189292,,,,,,,,1.0
0.695529,0.92136,0.779011,2.0,105.309232,884.825071,105.309232,,,,,,,,1.0
0.783395,0.835913,0.73023,2.0,95.491386,753.894317,95.491386,,,,,,,,1.0
0.746924,1.025982,0.597756,6.0,91.04107,890.123122,91.04107,,,,,,,,1.0
0.727088,1.032193,0.899255,5.0,92.666586,700.654368,92.666586,,,,,,,,1.0
0.768287,0.969501,0.740143,4.0,88.54432,740.692671,88.54432,,,,,,,,1.0
0.751719,0.759025,0.560846,6.0,88.004947,898.656099,88.004947,,,,,,,,1.0
0.732170,0.901872,0.669728,4.0,91.61648,869.360058,91.61648,,,,,,,,1.0
0.786406,1.05,0.971482,6.0,87.728381,569.006735,87.728381,,,,,,,,1.0
0.748486,0.781909,0.674907,3.0,92.122381,847.028389,92.122381,,,,,,,,1.0
0.728541,0.665433,0.684743,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.960467,0.814002,7.0,84.782675,613.269532,84.782675,,,,,,,,1.0
0.648048,0.823037,0.894685,3.0,0.0,0.0,0.0,,,,,,,,1.0
0.739550,0.945947,0.916029,7.0,90.729446,653.190453,90.729446,,,,,,,,1.0
0.721231,0.725872,0.729764,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.718958,1.139241,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.695584,0.922889,0.666441,2.0,106.934108,1002.717188,106.934108,,,,,,,,1.0
0.727432,0.770201,0.722949,2.0,100.381976,870.031064,100.381976,,,,,,,,1.0
0.768836,1.046232,0.5,7.0,93.303151,965.637211,93.303151,,,,,,,,1.0
0.709881,0.974251,0.802102,5.0,92.798834,793.312521,92.798834,,,,,,,,1.0
0.773251,0.82137,1.335238,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.690307,1.007192,0.693226,6.0,94.785809,915.111101,94.785809,,,,,,,,1.0
0.689259,0.965884,0.692292,6.0,94.251368,916.482233,94.251368,,,,,,,,1.0
0.749632,0.86382,0.709059,7.0,88.155048,758.757758,88.155048,,,,,,,,1.0
0.731299,0.792316,0.620937,6.0,88.681117,881.291107,88.681117,,,,,,,,1.0
0.786051,0.976817,0.947475,7.0,86.893238,571.252525,86.893238,,,,,,,,1.0
0.737765,0.82653,0.668992,6.0,87.861586,824.397703,87.861586,,,,,,,,1.0
