D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.8,1.05,0.7751585475927035,6,,,-84.82264021671314
history
-158.52008597483436,-118.85234867440887,-118.85234867440887,-118.85234867440887,-101.61312303902716,-90.62051252512498,-90.62051252512498,-88.50736153033091,-88.43335009111901,-88.43335009111901,-87.01010230734508,-85.36584320181444,-85.03050824479125,-84.89891136110175,-84.89891136110175,-84.89891136110175,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314,-84.82264021671314
