D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.763299,0.908124,0.598717,6.0,87.535579,844.770163,87.535579,,,,,,,,1.0
0.758428,1.006876,0.958557,4.0,91.730271,628.294176,91.730271,,,,,,,,1.0
0.797753,0.686638,0.574385,6.0,83.68086,790.261043,83.68086,,,,,,,,1.0
0.719476,0.665446,0.502449,7.0,94.840439,1025.902086,94.840439,,,,,,,,1.0
0.744192,1.029871,0.822646,4.0,91.409874,725.381756,91.409874,,,,,,,,1.0
0.788879,0.984249,0.659628,5.0,85.8136,757.446365,85.8136,,,,,,,,1.0
0.773597,1.003897,0.682572,7.0,87.894579,741.507223,87.894579,,,,,,,,1.0
0.678847,1.0401,0.755514,7.0,97.909294,874.528837,97.909294,,,,,,,,1.0
0.706674,0.963819,0.791221,4.0,94.819549,820.435984,94.819549,,,,,,,,1.0
0.756228,0.996026,0.892996,3.0,93.612818,672.478328,93.612818,,,,,,,,1.0
0.779895,0.996788,0.923086,3.0,91.587845,620.699535,91.587845,,,,,,,,1.0
0.764255,0.830859,0.661583,5.0,85.760364,793.065032,85.760364,,,,,,,,1.0
0.685738,0.983558,0.738436,7.0,96.068983,870.663156,96.068983,,,,,,,,1.0
0.756876,0.862996,0.860292,7.0,87.716553,653.014046,87.716553,,,,,,,,1.0
0.782738,0.950075,1.00786,7.0,87.53302,553.393727,87.53302,,,,,,,,1.0
0.636084,0.977528,0.74089,2.0,113.37202,1080.895386,113.37202,,,,,,,,1.0
0.748074,0.954612,0.673974,7.0,89.499048,792.977935,89.499048,,,,,,,,1.0
0.692271,0.759205,0.629683,4.0,93.999036,1001.160755,93.999036,,,,,,,,1.0
0.766696,0.817988,0.693833,2.0,96.991302,815.460312,96.991302,,,,,,,,1.0
0.625338,0.934384,0.669203,3.0,109.211472,1186.371013,109.211472,,,,,,,,1.0
0.668405,0.825875,0.60367,4.0,98.279593,1104.269183,98.279593,,,,,,,,1.0
0.751752,1.04534,0.755754,6.0,89.005241,736.113197,89.005241,,,,,,,,1.0
