D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,i = thread pool id
0.8,0.7338067069135769,0.6715279955510405,5,,,-81.91146457903592,
history
-84.7311881306105,-84.7311881306105,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592,-81.91146457903592
