D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.8,1.05,0.7471236089799312,6,,,-139.61064573783906
history
-187.50994791225585,-144.8237388248289,-140.91134030350415,-139.65783386017372,-139.65325936692133,-139.62318133259453,-139.62318133259453,-139.62318133259453,-139.62318133259453,-139.61467774329543,-139.61467774329543,-139.61467774329543,-139.61467774329543,-139.61467774329543,-139.61064573783906,-139.61064573783906,-139.61064573783906,-139.61064573783906,-139.61064573783906,-139.61064573783906
