D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.7999287177964086,0.7028144260051915,0.6607666902532798,5,,,-106.20734409725729,
history
-123.55497721080158,-117.86791798891362,-110.90269601665345,-109.50931415385166,-108.19945042237744,-108.19945042237744,-107.18992911432228,-107.18992911432228,-107.18992911432228,-106.63195065305139,-106.42939057158863,-106.35822302673294,-106.35822302673294,-106.35822302673294,-106.35822302673294,-106.35822302673294,-106.35822302673294,-106.35822302673294,-106.25449274625925,-106.23468798306438,-106.23468798306438,-106.23260563409444,-106.23260563409444,-106.23260563409444,-106.20734409725729,-106.20734409725729,-106.20734409725729,-106.20734409725729,-106.20734409725729,-106.20734409725729
