D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propellers number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness
0.796266,0.953175,0.665404,6,171.538119,917.122165,-171.538119
history
-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-173.83578,-171.538119,-171.538119,-171.538119,-171.538119,-171.538119
