D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propellers number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness
0.794655,0.65474,1.320385,3,212.479834,629.087858,-212.479834
history
-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834,-212.479834
