D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propellers number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness
0.572718,0.599077,1.324584,7,263.392936,1132.339014,-263.392936
history
-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-263.392936,-233.104836,-233.104836,-230.913205,-230.913205,-230.913205,-230.913205,-230.913205,-230.913205,-230.913205,-205.156613,-205.156613,-205.156613,-199.689353
