D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propellers number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness
0.8,1.05,0.789679,4,176.156236,829.67561,-176.156236
history
-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-189.007374,-187.718782,-179.599564,-179.599564,-179.599564,-179.599564,-179.599564,-179.599564,-176.223584,-176.156236,-176.156236
