D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.8,0.8081560832832092,0.658721859462139,7,,,-138.12468942924374
history
-262.2244911692628,-141.5172174926605,-140.48440507437815,-140.48440507437815,-140.48440507437815,-140.48440507437815,-140.48440507437815,-140.48440507437815,-140.48440507437815,-140.48440507437815,-140.02677353292756,-140.02677353292756,-139.71962828278626,-139.68583534744076,-139.68583534744076,-139.68583534744076,-139.68583534744076,-139.54855739806024,-139.54855739806024,-138.12468942924374
