D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.7998579731858552,0.8615350197604846,0.7063343556920759,6,,,-136.10507445106884
history
-242.18857388989966,-167.67743745649437,-167.67743745649437,-167.67743745649437,-143.09491750941856,-138.83728031060068,-138.83728031060068,-138.83728031060068,-138.83728031060068,-138.83728031060068,-138.34258764586852,-138.34258764586852,-138.34258764586852,-136.29732219430775,-136.29732219430775,-136.29732219430775,-136.29732219430775,-136.29732219430775,-136.29732219430775,-136.10507445106884
