D, Z, AEdAO, PdD, P_B, n,etaO,etaR, iteration, population i 
0.757644,3,0.969010,0.620423,125.004131,971.186189,0.321993,1.035372,1,13
0.709139,5,1.050000,0.766770,121.514230,896.456270,0.333873,1.026115,1,14
0.712350,3,0.948965,0.639404,0.000000,0.000000,0.000000,0.000000,1,15
0.761414,3,0.928159,0.732274,120.289357,842.314117,0.336914,1.028297,1,16
0.685337,5,0.904580,0.735294,0.000000,0.000000,0.000000,0.000000,1,17
0.765488,3,1.050000,0.782516,120.098557,792.113837,0.338540,1.025119,1,18
0.762108,4,0.923669,0.500000,0.000000,0.000000,0.000000,0.000000,1,19
0.771264,2,1.000156,0.678620,129.448130,895.475156,0.312112,1.031691,1,20
0.752299,5,0.966851,0.603921,116.857539,960.980112,0.344059,1.036416,1,21
0.800000,7,0.968245,0.592573,112.107218,844.867215,0.358725,1.037133,1,22
0.773389,3,0.929312,0.849865,119.430656,732.121993,0.341920,1.020860,1,23
0.751900,5,0.893492,0.613647,114.784696,943.930102,0.350461,1.035800,1,24
0.793366,2,0.947756,0.725476,124.346981,805.190121,0.326026,1.028727,1,25
0.757589,7,0.982002,0.588651,116.893204,937.441134,0.343675,1.037381,1,26
0.800000,5,0.742371,0.618187,107.047575,831.041935,0.376277,1.035513,1,27
0.760805,5,0.946232,0.666960,113.604103,871.278402,0.355321,1.032428,1,28
0.779428,5,0.885929,0.682839,110.319721,817.059586,0.366412,1.031424,1,29
0.722697,2,0.820206,0.643926,0.000000,0.000000,0.000000,0.000000,1,30
best fit at iteration 1,128.876356
0.800000,3,1.020477,0.682475,118.287782,817.283174,0.341858,1.031447,2,1
0.704799,4,0.931204,0.725016,122.875030,958.063484,0.329318,1.028756,2,2
0.769549,4,0.980413,0.649301,116.640610,890.549561,0.345776,1.033545,2,3
0.782722,2,1.004537,0.757899,125.043258,794.988056,0.324773,1.026677,2,4
0.800000,6,0.981947,1.100074,0.000000,0.000000,0.000000,0.000000,2,5
0.800000,6,0.904817,0.654555,108.391741,791.295506,0.372435,1.033213,2,6
0.800000,4,0.974024,0.982080,114.893026,612.011722,0.358540,1.012497,2,7
0.709204,2,0.877416,0.609212,0.000000,0.000000,0.000000,0.000000,2,8
0.776733,5,1.050000,0.788309,112.924492,743.940360,0.360258,1.024753,2,9
0.730256,7,1.050000,0.583161,121.619055,1016.711262,0.330002,1.037729,2,10
0.791307,5,1.050000,0.678462,112.111727,806.575683,0.360536,1.031701,2,11
0.783405,5,1.015444,1.018304,116.082755,612.967075,0.355543,1.010206,2,12
0.757644,7,0.876534,0.581337,115.645026,936.826356,0.347219,1.037844,2,13
0.773850,2,0.954449,0.766770,125.950345,804.591495,0.322541,1.026115,2,14
0.712350,5,0.885929,0.746065,0.000000,0.000000,0.000000,0.000000,2,15
0.726088,6,0.802290,0.732274,0.000000,0.000000,0.000000,0.000000,2,16
0.800000,7,1.036750,0.697879,111.771262,749.272630,0.362112,1.030473,2,17
0.718303,3,1.050000,0.782516,126.255792,888.437671,0.321707,1.025119,2,18
0.785364,4,0.950891,0.720750,112.916323,790.887649,0.358862,1.029026,2,19
0.800000,5,0.881447,0.678620,108.082919,782.899875,0.374051,1.031691,2,20
0.782722,2,0.995153,0.777478,124.632983,778.659160,0.326246,1.025438,2,21
0.800000,7,0.968245,0.592573,112.107218,844.867215,0.358725,1.037133,2,22
0.763177,3,0.929312,0.849865,120.722411,749.925161,0.338172,1.020860,2,23
0.751900,7,0.893492,0.646449,115.155387,879.587218,0.350047,1.033726,2,24
0.755112,7,1.015137,0.725476,116.262524,807.112603,0.348423,1.028727,2,25
0.785322,6,0.995427,0.588651,113.375503,893.805022,0.354523,1.037381,2,26
0.800000,5,0.695000,0.504196,0.000000,0.000000,0.000000,0.000000,2,27
0.790872,5,0.946232,0.644486,110.717959,833.769453,0.364312,1.033850,2,28
0.768729,5,0.897514,0.746065,111.664503,786.312804,0.363303,1.027425,2,29
0.696371,2,0.851824,0.643926,0.000000,0.000000,0.000000,0.000000,2,30
best fit at iteration 2,128.876356
0.800000,4,1.020477,0.890991,112.868388,654.129471,0.362901,1.018258,3,1
0.704799,7,0.892889,0.540728,0.000000,0.000000,0.000000,0.000000,3,2
0.790816,4,0.862848,0.758775,111.321544,751.131641,0.364870,1.026621,3,3
0.735817,2,1.026258,0.757899,130.929983,887.274373,0.309885,1.026677,3,4
0.715680,2,0.827997,0.872065,0.000000,0.000000,0.000000,0.000000,3,5
0.800000,6,0.904817,0.654555,108.391741,791.295506,0.372435,1.033213,3,6
0.800000,6,0.803209,0.658000,107.178681,784.175428,0.376729,1.032995,3,7
0.795594,4,0.941349,0.653585,112.704227,832.379327,0.358124,1.033274,3,8
0.776733,7,1.050000,0.500000,0.000000,0.000000,0.000000,0.000000,3,9
0.730256,7,0.902381,0.583161,119.006334,1000.944531,0.337242,1.037729,3,10
0.710169,2,1.050000,0.838731,132.524937,869.185882,0.307509,1.021564,3,11
0.783405,3,0.953960,1.018304,0.000000,0.000000,0.000000,0.000000,3,12
0.709139,7,0.969010,0.596873,0.000000,0.000000,0.000000,0.000000,3,13
0.768082,5,1.050000,0.717453,114.089631,814.982654,0.354961,1.029235,3,14
0.712350,3,0.977431,0.820262,127.249028,870.999543,0.319904,1.022732,3,15
0.777993,3,0.802290,0.798989,0.000000,0.000000,0.000000,0.000000,3,16
0.800000,7,1.005622,0.697879,111.152679,747.949481,0.364136,1.030473,3,17
0.765116,2,1.003802,0.817318,126.119966,778.354343,0.323078,1.022918,3,18
0.785364,7,0.950891,0.698050,111.754297,770.988078,0.362090,1.030462,3,19
0.741584,5,0.881447,0.678620,114.686138,898.146460,0.352087,1.031691,3,20
0.772717,7,0.813930,0.500000,0.000000,0.000000,0.000000,0.000000,3,21
0.800000,7,0.852567,0.678269,109.165079,758.395703,0.370318,1.031713,3,22
0.773389,3,0.929312,0.620857,121.809556,932.820251,0.330544,1.035344,3,23
0.777824,6,0.893492,0.613647,111.322957,872.266776,0.361553,1.035800,3,24
0.675125,7,0.810664,0.700294,0.000000,0.000000,0.000000,0.000000,3,25
0.785322,6,0.982002,0.637089,111.564361,839.437659,0.361344,1.034318,3,26
0.800000,7,0.742371,0.618187,109.617563,806.176163,0.367444,1.035513,3,27
0.774831,5,0.771013,0.644486,109.624289,856.341484,0.367823,1.033850,3,28
0.800000,5,0.885929,0.713944,107.966618,754.719944,0.375241,1.029457,3,29
0.761555,2,0.820206,0.643926,127.536841,952.895577,0.316069,1.033885,3,30
best fit at iteration 3,127.536841
0.800000,4,0.879107,0.777781,110.644864,722.680918,0.367615,1.025419,4,1
0.747997,7,0.911441,0.725016,115.283530,818.214947,0.351299,1.028756,4,2
0.755795,3,1.050000,1.149768,0.000000,0.000000,0.000000,0.000000,4,3
0.798442,3,1.004537,0.757899,116.363728,753.286257,0.349100,1.026677,4,4
0.746255,2,1.004256,0.872065,128.128193,772.790376,0.318965,1.019456,4,5
0.773767,6,0.887335,0.654555,110.899020,839.402919,0.363821,1.033213,4,6
0.800000,6,0.803209,0.734371,106.836549,726.449013,0.379693,1.028165,4,7
0.784063,4,0.941349,0.653585,113.951326,854.466374,0.354108,1.033274,4,8
0.776733,7,0.911017,0.661351,112.427416,816.603653,0.359036,1.032783,4,9
0.800000,7,0.902381,0.583161,111.502699,850.021739,0.360459,1.037729,4,10
0.762050,5,1.050000,0.649930,116.165790,893.040187,0.347154,1.033506,4,11
0.783405,7,0.679191,1.018304,0.000000,0.000000,0.000000,0.000000,4,12
0.757644,7,0.969010,0.859928,115.516375,710.480453,0.353588,1.020223,4,13
0.800000,2,1.050000,0.717453,124.691740,800.992534,0.324988,1.029235,4,14
0.712350,5,0.948965,0.717690,119.405192,930.456956,0.338787,1.029220,4,15
0.781478,6,1.011890,0.907637,113.060605,656.424697,0.362524,1.017206,4,16
0.800000,7,1.005622,0.673154,111.365852,768.523792,0.362893,1.032037,4,17
0.765488,3,0.918368,0.782516,119.721062,793.310340,0.339596,1.025119,4,18
0.785364,7,0.950891,0.954601,0.000000,0.000000,0.000000,0.000000,4,19
0.800000,5,0.881447,0.678620,108.082919,782.899875,0.374051,1.031691,4,20
0.771904,5,1.050000,0.633300,115.648834,890.855677,0.348410,1.034557,4,21
0.800000,7,0.852567,0.930159,0.000000,0.000000,0.000000,0.000000,4,22
0.800000,2,0.929312,0.835092,122.442774,709.509569,0.333377,1.021794,4,23
0.777824,6,0.893492,0.908191,0.000000,0.000000,0.000000,0.000000,4,24
0.793366,2,0.896137,0.725476,123.758380,805.706912,0.327557,1.028727,4,25
0.785322,2,0.924244,0.637089,128.265131,912.546645,0.314299,1.034318,4,26
0.800000,7,0.933087,0.510068,0.000000,0.000000,0.000000,0.000000,4,27
0.797305,5,0.771013,0.697215,106.982520,769.857763,0.378294,1.030515,4,28
0.746255,5,1.050000,0.706040,116.839640,869.351988,0.346215,1.029957,4,29
0.761555,2,0.820206,0.643926,127.536841,952.895577,0.316069,1.033885,4,30
best fit at iteration 4,127.536841
0.800000,4,0.751532,0.731225,108.840248,755.123609,0.372633,1.028364,5,1
0.765756,7,0.911441,0.827845,113.396112,714.822440,0.359548,1.022252,5,2
0.790816,3,0.745439,0.758775,0.000000,0.000000,0.000000,0.000000,5,3
0.798442,7,0.982249,0.846598,110.855902,652.705948,0.368478,1.021066,5,4
0.769386,2,0.879390,0.872065,126.963971,738.763457,0.322028,1.019456,5,5
0.800000,7,0.904817,0.654555,110.018240,780.073730,0.366905,1.033213,5,6
0.800000,6,0.803209,0.734371,106.836549,726.449013,0.379693,1.028165,5,7
0.795594,4,0.941349,0.653585,112.704227,832.379327,0.358124,1.033274,5,8
0.776733,7,0.911017,0.707981,112.036449,777.231691,0.361319,1.029834,5,9
0.800000,7,0.902381,0.583161,111.502699,850.021739,0.360459,1.037729,5,10
0.791307,5,1.050000,0.810402,111.372370,704.820278,0.365874,1.023356,5,11
0.772390,5,1.015444,1.018304,0.000000,0.000000,0.000000,0.000000,5,12
0.794779,2,0.969010,0.859928,122.606557,699.765108,0.333398,1.020223,5,13
0.768082,5,1.050000,0.899483,115.314717,690.567395,0.355165,1.017721,5,14
0.792025,2,0.948965,0.717690,124.704013,814.747609,0.324906,1.029220,5,15
0.777993,5,0.802290,0.650468,109.598409,845.719160,0.368064,1.033472,5,16
0.796475,5,0.931606,0.582384,112.138395,888.883701,0.358376,1.037778,5,17
0.765488,3,0.918368,0.998966,0.000000,0.000000,0.000000,0.000000,5,18
0.785364,7,0.950891,0.807830,111.617645,694.503237,0.364964,1.023518,5,19
0.772390,5,0.881447,0.678620,111.059789,834.150172,0.363802,1.031691,5,20
0.772717,7,0.813930,0.603921,112.946672,875.452011,0.356114,1.036416,5,21
0.800000,7,0.808267,0.686126,108.720157,751.159565,0.372005,1.031216,5,22
0.773389,7,1.050000,0.628768,115.692277,863.716992,0.348204,1.034844,5,23
0.800000,4,0.893492,0.685736,110.691167,792.657919,0.365377,1.031241,5,24
0.793366,7,0.896137,0.500000,0.000000,0.000000,0.000000,0.000000,5,25
0.774831,6,0.982002,0.500000,0.000000,0.000000,0.000000,0.000000,5,26
0.800000,7,0.742371,0.618187,109.617563,806.176163,0.367444,1.035513,5,27
0.800000,5,0.771013,0.697215,106.698369,765.163913,0.379313,1.030515,5,28
0.800000,5,0.674631,0.584745,107.089220,860.102413,0.375365,1.037629,5,29
0.765488,2,0.820206,0.643926,127.030958,944.142191,0.317351,1.033885,5,30
best fit at iteration 5,127.030958
0.799281,5,0.751532,0.731225,0.000000,0.000000,0.000000,0.000000,6,1
0.777824,7,0.895943,0.827845,111.775951,694.696390,0.364855,1.022252,6,2
0.790816,4,0.862848,0.758775,111.321544,751.131641,0.364870,1.026621,6,3
0.769729,7,0.926910,0.649512,113.550370,841.888886,0.355174,1.033532,6,4
0.789661,2,1.050000,0.872065,121.626678,696.424093,0.336298,1.019456,6,5
0.800000,4,0.904817,0.700158,110.745334,780.735175,0.365519,1.030329,6,6
0.800000,7,0.833869,0.734371,108.570475,716.664691,0.373622,1.028165,6,7
0.759830,7,0.941349,0.913997,0.000000,0.000000,0.000000,0.000000,6,8
0.800000,7,0.845540,0.707981,108.830411,735.481059,0.372136,1.029834,6,9
0.777993,7,0.902381,0.583161,113.696817,893.352578,0.353339,1.037729,6,10
0.791307,5,1.050000,0.810402,111.372370,704.820278,0.365874,1.023356,6,11
0.783405,7,1.015444,1.018304,0.000000,0.000000,0.000000,0.000000,6,12
0.757644,7,0.969010,0.871686,115.623725,703.989483,0.353532,1.019479,6,13
0.790420,6,1.050000,0.591121,114.171481,886.274070,0.352136,1.037225,6,14
0.778410,5,0.948965,0.868655,112.662677,691.010451,0.362899,1.019671,6,15
0.777993,7,1.050000,1.159431,0.000000,0.000000,0.000000,0.000000,6,16
0.777919,3,1.005622,0.838840,118.507042,729.500656,0.344367,1.021557,6,17
0.765488,3,0.918368,0.782516,119.721062,793.310340,0.339596,1.025119,6,18
0.800000,7,1.011291,0.807830,111.052402,672.449167,0.366944,1.023518,6,19
0.800000,5,1.050000,1.198830,0.000000,0.000000,0.000000,0.000000,6,20
0.747882,2,0.813930,0.603921,0.000000,0.000000,0.000000,0.000000,6,21
0.747882,3,0.808267,0.686126,120.351603,913.339981,0.335716,1.031216,6,22
0.787314,3,1.050000,0.628768,123.671316,902.727328,0.325822,1.034844,6,23
0.800000,7,0.908341,0.685736,109.714018,754.128681,0.368655,1.031241,6,24
0.793366,7,0.896137,0.621405,111.143505,822.316545,0.362416,1.035310,6,25
0.785322,4,0.982002,0.637089,115.386197,871.812572,0.349378,1.034318,6,26
0.800000,5,0.783594,0.618187,107.565331,833.036017,0.374471,1.035513,6,27
0.780701,5,0.771013,0.697215,108.762288,799.802166,0.371985,1.030515,6,28
0.800000,7,0.674631,0.584745,110.685906,834.973844,0.363149,1.037629,6,29
0.778410,5,0.820206,0.643926,109.878711,851.764755,0.366987,1.033885,6,30
best fit at iteration 6,109.878711
0.800000,4,1.050000,0.731225,112.601870,759.184141,0.360194,1.028364,7,1
0.777824,7,0.930026,0.500000,0.000000,0.000000,0.000000,0.000000,7,2
0.800000,7,0.721139,0.758775,0.000000,0.000000,0.000000,0.000000,7,3
0.778410,7,0.982249,0.846598,113.141652,683.594029,0.360886,1.021066,7,4
0.789661,6,0.984876,0.872065,111.181936,661.762007,0.367908,1.019456,7,5
0.800000,5,0.727625,0.551743,108.888753,899.025370,0.368416,1.039716,7,6
0.800000,6,1.013889,0.852775,110.151735,656.481652,0.370964,1.020676,7,7
0.795594,4,0.941349,0.767054,111.622985,737.419163,0.364106,1.026097,7,8
0.800000,7,1.050000,0.707981,111.990473,741.766782,0.361629,1.029834,7,9
0.800000,7,0.979332,0.583161,112.542494,856.415465,0.357140,1.037729,7,10
0.791307,6,0.987153,0.500000,0.000000,0.000000,0.000000,0.000000,7,11
0.790816,5,1.015444,0.749060,110.751680,747.172383,0.366528,1.027236,7,12
0.788257,7,0.969010,0.859928,111.854270,660.891258,0.365394,1.020223,7,13
0.800000,5,0.781571,0.717453,106.843613,750.334524,0.379267,1.029235,7,14
0.778410,5,0.948965,0.760767,111.264056,758.747580,0.365033,1.026495,7,15
0.777993,6,0.802290,0.900909,0.000000,0.000000,0.000000,0.000000,7,16
0.800000,7,1.005622,0.697879,111.152679,747.949481,0.364136,1.030473,7,17
0.765488,6,0.918368,0.782516,112.100126,754.377360,0.362703,1.025119,7,18
0.800000,7,0.955634,0.807830,110.083086,671.681361,0.370172,1.023518,7,19
0.800000,5,0.881447,0.783336,108.294514,706.550616,0.375712,1.025068,7,20
0.772717,7,0.813930,0.883122,0.000000,0.000000,0.000000,0.000000,7,21
0.800000,6,0.943559,0.682735,108.638800,768.774880,0.372226,1.031431,7,22
0.773389,7,0.820422,0.628768,112.372631,849.545035,0.358476,1.034844,7,23
0.783960,7,1.050000,0.685736,113.872147,788.173669,0.355058,1.031241,7,24
0.794471,7,0.725102,0.725476,0.000000,0.000000,0.000000,0.000000,7,25
0.800000,6,1.050000,0.637089,111.552607,816.873351,0.361483,1.034318,7,26
0.789662,5,0.830061,0.842098,0.000000,0.000000,0.000000,0.000000,7,27
0.800000,5,0.873223,0.637161,108.547209,819.592152,0.371480,1.034313,7,28
0.800000,6,0.674631,0.584745,107.973906,845.373104,0.372277,1.037629,7,29
0.800000,5,0.820206,0.643926,107.602156,810.743908,0.374899,1.033885,7,30
best fit at iteration 7,107.602156
0.798754,4,0.929633,0.731225,111.091683,758.482162,0.365069,1.028364,8,1
0.777824,4,0.895943,0.770513,113.264198,765.533840,0.358803,1.025879,8,2
0.783972,7,0.862848,0.758775,110.499890,726.954900,0.367542,1.026621,8,3
0.800000,5,0.982249,0.846598,110.071237,669.219201,0.371098,1.021066,8,4
0.789661,6,0.984490,0.872065,111.177387,661.762007,0.367924,1.019456,8,5
0.800000,6,1.050000,1.029110,113.793969,578.982465,0.363066,1.009522,8,6
0.800000,6,0.803209,0.734371,106.836549,726.449013,0.379693,1.028165,8,7
0.795594,7,0.941349,0.589064,112.247483,854.946545,0.358179,1.037355,8,8
0.800000,5,0.929633,0.716750,108.559158,753.699253,0.373276,1.029279,8,9
0.800000,4,0.904661,0.583161,114.282014,898.110332,0.351680,1.037729,8,10
0.791307,5,1.050000,0.566410,117.759802,933.903792,0.340913,1.038788,8,11
0.791307,5,1.010645,0.853033,111.415962,679.003341,0.366703,1.020659,8,12
0.800000,7,0.969010,0.831477,110.384006,658.441116,0.369703,1.022023,8,13
0.800000,5,0.715208,0.717453,0.000000,0.000000,0.000000,0.000000,8,14
0.773701,5,0.851832,0.886550,0.000000,0.000000,0.000000,0.000000,8,15
0.780987,6,0.750192,0.500000,0.000000,0.000000,0.000000,0.000000,8,16
0.800000,6,1.049313,0.888142,111.119856,638.509410,0.368539,1.018439,8,17
0.780344,7,0.735269,0.526635,114.882880,942.352747,0.348511,1.041304,8,18
0.800000,7,1.050000,0.873747,112.083987,637.068817,0.365058,1.019349,8,19
0.778410,5,0.881447,0.678620,110.386707,822.508122,0.366060,1.031691,8,20
0.772717,7,0.813930,0.617720,112.628169,861.415810,0.357424,1.035543,8,21
0.800000,6,0.943559,0.682735,108.638800,768.774880,0.372226,1.031431,8,22
0.800000,7,0.989302,0.500000,0.000000,0.000000,0.000000,0.000000,8,23
0.800000,4,0.908341,0.825049,111.485951,692.661792,0.365899,1.022429,8,24
0.793366,7,0.896137,0.725476,109.973051,734.773412,0.368624,1.028727,8,25
0.766699,7,0.836220,0.690110,112.403768,808.342973,0.359664,1.030964,8,26
0.800000,6,1.026519,0.884537,110.744209,640.169330,0.369719,1.018667,8,27
0.772717,7,0.771013,0.697215,0.000000,0.000000,0.000000,0.000000,8,28
0.765001,5,0.674631,0.861464,0.000000,0.000000,0.000000,0.000000,8,29
0.800000,5,0.820206,0.858968,0.000000,0.000000,0.000000,0.000000,8,30
best fit at iteration 8,107.602156
0.800000,7,0.751532,0.864712,0.000000,0.000000,0.000000,0.000000,9,1
0.782394,5,0.895943,0.827845,111.030268,708.032113,0.367352,1.022252,9,2
0.800000,5,0.547735,0.758775,0.000000,0.000000,0.000000,0.000000,9,3
0.776732,5,0.982249,0.846598,112.761268,706.093654,0.362081,1.021066,9,4
0.778173,6,0.779590,0.603894,110.154425,874.501957,0.365163,1.036417,9,5
0.793046,6,0.904817,0.909964,0.000000,0.000000,0.000000,0.000000,9,6
0.800000,5,0.670117,0.560202,107.797361,885.270530,0.372324,1.039181,9,7
0.795594,3,0.941349,0.767054,116.207291,751.132901,0.349751,1.026097,9,8
0.800000,5,0.929633,0.928202,111.303773,628.765227,0.368852,1.015905,9,9
0.800000,7,1.032212,0.883716,111.795951,631.917215,0.366219,1.018719,9,10
0.800000,6,1.050000,0.744531,110.189960,724.733637,0.368378,1.027522,9,11
0.778173,5,0.485775,0.569250,0.000000,0.000000,0.000000,0.000000,9,12
0.800000,7,0.969010,0.845884,110.457529,650.672616,0.369796,1.021111,9,13
0.796623,7,0.710126,0.717453,0.000000,0.000000,0.000000,0.000000,9,14
0.782771,5,1.050000,0.906278,113.649012,663.655975,0.360641,1.017292,9,15
0.777993,6,0.802290,0.732274,109.174517,765.649840,0.371363,1.028297,9,16
0.800000,6,0.940497,0.888142,109.709591,638.336195,0.373281,1.018439,9,17
0.765488,7,0.850713,0.749311,112.431969,765.636724,0.360873,1.027220,9,18
0.800000,7,0.955634,0.533238,114.043702,916.217081,0.351344,1.040886,9,19
0.800000,5,1.050000,0.844608,110.718046,670.596631,0.368896,1.021192,9,20
0.772717,6,0.751655,0.500006,0.000000,0.000000,0.000000,0.000000,9,21
0.800000,7,0.943559,0.875154,110.255265,635.653788,0.371154,1.019260,9,22
0.773389,7,0.820422,0.653115,111.958963,826.878926,0.360321,1.033304,9,23
0.800000,7,1.040418,0.685736,111.941276,759.483633,0.361291,1.031241,9,24
0.800000,7,0.896137,0.830374,109.319917,658.686872,0.373269,1.022092,9,25
0.800000,6,0.861727,0.637089,108.095310,804.981056,0.373053,1.034318,9,26
0.800000,6,0.927090,0.961464,0.000000,0.000000,0.000000,0.000000,9,27
0.800000,5,0.923896,0.697215,108.572764,768.998207,0.372792,1.030515,9,28
0.800000,5,0.674631,0.884859,0.000000,0.000000,0.000000,0.000000,9,29
0.800000,5,0.784461,0.707762,106.846593,757.473411,0.379052,1.029848,9,30
best fit at iteration 9,106.846593
0.800000,4,0.926409,0.731225,110.917786,756.310190,0.365659,1.028364,10,1
0.765488,5,1.050000,0.804180,114.358733,752.781176,0.356014,1.023749,10,2
0.783972,7,0.862848,0.758775,110.499890,726.954900,0.367542,1.026621,10,3
0.800000,6,0.982249,0.614991,110.630214,834.414563,0.364017,1.035715,10,4
0.800000,5,0.786566,0.519682,0.000000,0.000000,0.000000,0.000000,10,5
0.800000,6,0.904817,0.654555,108.391741,791.295506,0.372435,1.033213,10,6
0.800000,6,0.803209,0.621612,107.760238,816.432461,0.373856,1.035297,10,7
0.795594,4,0.941349,0.500000,0.000000,0.000000,0.000000,0.000000,10,8
0.800000,5,0.890802,0.716750,108.029925,752.708072,0.375093,1.029279,10,9
0.800000,7,0.775044,0.813043,0.000000,0.000000,0.000000,0.000000,10,10
0.772390,7,1.050000,0.744531,114.930663,761.234237,0.352982,1.027522,10,11
0.790816,5,0.695835,0.500000,0.000000,0.000000,0.000000,0.000000,10,12
0.800000,7,0.969010,0.608819,111.725377,827.470075,0.360298,1.036106,10,13
0.772717,5,0.781571,0.650955,109.918941,854.982810,0.366974,1.033441,10,14
0.782394,4,0.711794,0.771996,0.000000,0.000000,0.000000,0.000000,10,15
0.777993,5,0.802290,0.731403,109.506241,779.101075,0.370219,1.028352,10,16
0.800000,4,0.759801,0.888142,0.000000,0.000000,0.000000,0.000000,10,17
0.765488,6,0.918368,0.782516,112.100126,754.377360,0.362703,1.025119,10,18
0.782394,7,1.011627,0.807830,113.038172,700.166109,0.360381,1.023518,10,19
0.800000,4,0.955745,0.678620,111.924541,801.204662,0.361191,1.031691,10,20
0.772717,4,1.038704,0.617720,119.501638,925.001706,0.336843,1.035543,10,21
0.800000,4,0.943559,0.682735,111.621295,797.013346,0.362274,1.031431,10,22
0.772390,7,0.820422,0.653115,112.066680,828.809133,0.359970,1.033304,10,23
0.800000,7,0.937190,0.685736,110.099296,755.096685,0.367341,1.031241,10,24
0.800000,7,0.943253,0.801752,109.873524,675.107323,0.370736,1.023903,10,25
0.800000,6,0.891962,0.637089,108.494862,806.544602,0.371668,1.034318,10,26
0.800000,5,0.923510,0.618187,110.047621,841.610365,0.366015,1.035513,10,27
0.800000,6,0.771013,0.697215,106.638221,752.413900,0.379531,1.030515,10,28
0.796475,4,0.829492,0.584745,112.247303,896.869370,0.358092,1.037629,10,29
0.800000,5,0.784461,0.775791,107.381672,711.320758,0.378726,1.025545,10,30
best fit at iteration 10,106.846593
0.800000,4,0.678570,0.731225,0.000000,0.000000,0.000000,0.000000,11,1
0.786253,5,0.895943,0.680706,109.728631,806.465803,0.368359,1.031559,11,2
0.783972,7,0.724004,0.758775,0.000000,0.000000,0.000000,0.000000,11,3
0.786253,7,0.961727,0.846598,111.880871,671.061434,0.364994,1.021066,11,4
0.778173,6,0.779590,0.603894,110.154425,874.501957,0.365163,1.036417,11,5
