D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.635958,0.768247,1.168653,7.0,222.284662,958.887911,0.0,0.00975,0.01114,0.406045,0.173428,31.929699,39.0,1.466064187399267,0.0
0.528373,0.710765,0.832707,7.0,241.590157,1664.161725,0.0,0.00975,0.012254,0.28425,0.097135,46.039941,39.0,2.31119237763354,0.0
0.545803,0.775066,1.13356,6.0,257.774183,1325.786382,0.0,0.011,0.012545,0.389205,0.136694,37.888583,39.0,1.9704286451228359,0.0
0.626765,0.95762,0.797836,4.0,215.124198,1288.794422,0.0,0.0135,0.012969,0.174373,0.113453,42.294794,39.0,0.6214443400332726,0.0
0.611089,1.024392,0.957155,7.0,223.717093,1148.402151,0.0,0.00975,0.011548,0.236406,0.143028,36.744911,39.0,0.8085631296088687,0.0
0.708951,0.466547,1.382235,4.0,235.269315,793.079762,0.0,0.0135,0.011792,0.667812,0.190773,29.439583,39.0,2.500558255098992,0.0
0.661092,0.662145,1.338764,5.0,240.255805,868.91886,0.0,0.01225,0.011713,0.514153,0.18606,30.077351,39.0,1.7633720305277865,0.0
0.563003,0.975277,0.7955,6.0,231.411521,1535.168686,0.0,0.011,0.012352,0.186442,0.100265,45.254886,39.0,1.1293299961419097,0.0
0.530872,0.720177,0.722723,6.0,235.57727,1828.56638,0.0,0.011,0.012562,0.221968,0.077661,50.82754,39.0,2.2857791310872146,0.0
0.587417,0.502231,1.066736,4.0,246.096037,1275.771964,0.0,0.0135,0.013363,0.473328,0.129523,39.239008,39.0,2.660521838450631,0.0
0.506293,1.0159,1.041365,4.0,274.22843,1600.284153,0.0,0.0135,0.01466,0.269859,0.112875,42.422614,39.0,1.5576636178238674,0.0
0.542894,0.538622,1.170779,2.0,304.031137,1441.322023,0.0,0.016,0.017115,0.49036,0.120029,40.97082,39.0,3.201027418932381,0.0
0.512929,0.868631,1.233851,7.0,279.066049,1399.121575,0.0,0.00975,0.012384,0.412505,0.138398,37.576037,39.0,2.1932643269254575,0.0
0.728285,0.371298,0.818049,6.0,182.949392,954.32698,0.0,0.011,0.010784,0.446848,0.145051,36.39126,39.0,2.0806268140171387,0.0
0.691454,0.63919,0.523732,4.0,192.282816,1431.05458,0.0,0.0135,0.011893,0.133377,0.074101,51.810543,39.0,1.1284106850847024,0.0
0.757437,0.600075,0.513697,6.0,180.456021,1172.311956,0.0,0.011,0.010424,0.145639,0.095355,46.493106,39.0,0.719465619736773,0.0
0.719290,0.564426,0.822787,3.0,194.991618,1019.104666,0.0,0.01475,0.012958,0.271859,0.134055,38.381467,39.0,1.0279661333034948,0.0
0.724243,0.327263,1.160829,3.0,213.180698,873.379691,0.0,0.01475,0.012705,0.677637,0.16532,33.119661,39.0,3.0989414468908785,0.0
0.665943,0.307407,1.130518,7.0,214.330755,962.710015,0.0,0.00975,0.010758,0.827756,0.162368,33.568448,39.0,4.191721954559415,0.0
0.557794,0.708385,0.833708,4.0,238.476118,1576.567016,0.0,0.0135,0.013738,0.255317,0.09711,46.045216,39.0,1.8271232817881533,0.0
0.661808,1.01448,0.650158,7.0,203.206437,1294.023695,0.0,0.00975,0.010905,0.126306,0.101965,44.840743,39.0,0.4943965273869765,0.0
0.658260,0.824928,0.753565,2.0,225.190547,1276.563098,0.0,0.016,0.015355,0.167377,0.105597,43.998523,39.0,0.7132217560646027,0.0
0.560379,0.461429,0.734753,2.0,243.405408,1821.144368,0.0,0.016,0.016244,0.281715,0.068759,53.434894,39.0,3.482282792859269,0.0
0.785794,0.377589,1.016947,3.0,188.038453,787.214701,0.0,0.01475,0.012302,0.498155,0.170337,32.389203,39.0,1.9245260865225997,0.0
0.590817,0.748994,0.621009,4.0,219.293978,1716.778265,0.0,0.0135,0.013038,0.15322,0.069785,53.108701,39.0,1.5573623379078232,0.0
0.776581,0.714858,1.027846,2.0,207.352269,765.876734,0.0,0.016,0.014242,0.292047,0.17854,31.141856,39.0,0.6357510921922258,0.0
0.554967,0.709557,1.181118,6.0,258.530203,1266.940888,0.0,0.011,0.012383,0.440822,0.142645,36.814781,39.0,2.202028534703034,0.0
0.765742,0.978041,0.572315,2.0,217.460104,1217.818295,0.0,0.016,0.014073,0.080425,0.085386,48.82739,39.0,0.251984358974359,0.0
0.612971,0.376982,0.519742,4.0,205.691113,1774.182605,0.0,0.0135,0.012546,0.239794,0.058897,56.942553,39.0,3.5314782669445095,0.0
0.631577,0.687572,0.565319,7.0,207.369438,1522.664122,0.0,0.00975,0.011031,0.159625,0.079437,50.353455,39.0,1.416695541196763,0.0
0.616097,0.768247,1.168653,2.0,259.717132,1068.499904,619.186432,0.016,0.016068,0.372893,0.156687,34.468459,39.0,1.3840912237028888,0.0
0.528373,0.710765,0.832707,7.0,241.590157,1664.161725,799.945778,0.00975,0.012254,0.28425,0.097135,46.039941,39.0,2.31119237763354,0.0
0.601651,0.615569,1.13356,7.0,231.389586,1102.161124,745.050442,0.00975,0.011426,0.476819,0.155152,34.720703,39.0,2.2199208607450234,0.0
0.671184,0.95762,0.797836,4.0,202.801962,1134.903205,278.841131,0.0135,0.012524,0.170149,0.125824,39.884009,39.0,0.37494468227821687,0.0
0.611089,1.024392,1.05793,7.0,227.722851,1080.149615,434.883716,0.00975,0.011519,0.274177,0.156123,34.561065,39.0,0.9097325657279565,0.0
0.708951,0.466547,1.382235,4.0,235.269315,793.079762,823.573785,0.0135,0.011792,0.667812,0.190773,29.439583,39.0,2.500558255098992,0.0
0.613814,0.345482,0.885295,5.0,213.770926,1296.734303,990.269255,0.01225,0.012184,0.531423,0.116444,41.676018,39.0,3.6323804025071142,0.0
0.563003,0.808365,0.7955,6.0,227.430368,1536.299982,570.802927,0.011,0.012295,0.224611,0.100128,45.288235,39.0,1.5098028182431324,0.0
0.800000,0.3,0.722723,4.0,165.005677,899.128304,497.4862,0.0135,0.011193,0.41559,0.137843,37.662598,39.0,2.0149517929818708,0.0
0.555606,0.502231,0.987666,4.0,250.588893,1477.940332,1015.092304,0.0135,0.013744,0.433214,0.110214,42.995464,39.0,3.0508631625997236,0.0
0.506293,1.0159,1.041365,4.0,274.22843,1600.284153,701.381571,0.0135,0.01466,0.269859,0.112875,42.422614,39.0,1.5576636178238674,0.0
0.542894,0.813784,0.780202,6.0,234.445948,1666.628613,639.444053,0.011,0.012508,0.218944,0.091527,47.375354,39.0,1.7274402346714792,0.0
0.619917,0.868631,1.233851,7.0,232.96524,971.371077,554.196073,0.00975,0.01125,0.395301,0.17604,31.529503,39.0,1.3788513974096797,0.0
0.728285,0.371298,0.709849,3.0,179.485732,1109.073975,526.316058,0.01475,0.012542,0.323076,0.113442,42.292213,39.0,1.932355634381785,0.0
0.772252,0.913359,1.384938,5.0,209.822088,613.08194,363.761041,0.01225,0.010838,0.399835,0.23063,24.789974,39.0,0.7336643108008498,0.0
