D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.727296,1.043414,0.809114,2.0,130.712746,857.835114,130.712746,,,,,,,,1.0
0.731026,0.923419,0.737792,7.0,117.56336,842.984449,117.56336,,,,,,,,1.0
0.796018,0.829688,0.625904,2.0,124.224584,900.76433,124.224584,,,,,,,,1.0
0.764525,0.967261,0.56431,6.0,116.040478,966.294206,116.040478,,,,,,,,1.0
0.755890,0.872613,0.617716,4.0,116.6186,948.656782,116.6186,,,,,,,,1.0
0.768797,1.049674,0.571527,7.0,117.445823,941.953543,117.445823,,,,,,,,1.0
0.732383,0.998077,0.64026,7.0,119.235315,935.61671,119.235315,,,,,,,,1.0
0.782939,0.994145,0.79616,2.0,124.293597,763.384915,124.293597,,,,,,,,1.0
0.778167,0.927755,0.924493,4.0,116.196534,672.280623,116.196534,,,,,,,,1.0
0.779721,0.9774,0.797583,2.0,124.766603,768.386,124.766603,,,,,,,,1.0
0.705282,0.895045,0.69536,2.0,136.11028,1029.471892,136.11028,,,,,,,,1.0
0.792879,0.872909,0.659548,2.0,124.829797,870.691713,124.829797,,,,,,,,1.0
0.729815,0.923246,0.755105,5.0,116.868816,857.502298,116.868816,,,,,,,,1.0
0.736214,0.972981,0.758442,4.0,119.103495,856.122515,119.103495,,,,,,,,1.0
0.793038,0.88626,0.684148,7.0,110.159203,766.622094,110.159203,,,,,,,,1.0
0.750828,0.971801,0.765772,6.0,114.511617,794.33028,114.511617,,,,,,,,1.0
0.721602,0.829292,0.629315,6.0,116.609076,976.748249,116.609076,,,,,,,,1.0
0.788250,0.824362,0.763835,6.0,108.375477,726.517059,108.375477,,,,,,,,1.0
0.767770,1.029112,0.745727,4.0,115.815568,804.524976,115.815568,,,,,,,,1.0
0.733210,0.846358,0.624147,7.0,117.176516,941.651883,117.176516,,,,,,,,1.0
0.798230,0.842579,0.860499,2.0,123.346774,700.655143,123.346774,,,,,,,,1.0
0.799636,1.03598,0.934345,3.0,116.355339,639.220606,116.355339,,,,,,,,1.0
0.793198,0.8137,0.589178,3.0,117.121444,921.429538,117.121444,,,,,,,,1.0
0.792149,0.651893,0.548286,4.0,109.674046,934.496998,109.674046,,,,,,,,1.0
0.795763,0.926531,0.855946,6.0,109.541863,660.852222,109.541863,,,,,,,,1.0
0.797734,0.929128,0.639669,5.0,109.771195,824.579251,109.771195,,,,,,,,1.0
0.737388,0.969209,0.635833,7.0,118.143085,926.966308,118.143085,,,,,,,,1.0
0.756933,0.790779,0.685909,4.0,113.985672,873.380728,113.985672,,,,,,,,1.0
0.768634,0.977487,0.93412,3.0,120.959674,689.004762,120.959674,,,,,,,,1.0
0.743770,0.89708,0.689703,6.0,114.175311,868.768243,114.175311,,,,,,,,1.0
0.722313,1.043414,0.809114,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.731026,0.923419,0.737792,4.0,119.183702,884.610511,119.183702,,,,,,,,1.0
0.800000,0.570509,0.693797,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.764525,0.967261,0.5,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.792474,0.941747,0.617716,4.0,114.357429,876.068242,114.357429,,,,,,,,1.0
0.798658,1.05,1.1027,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.793306,0.966531,1.224376,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.782939,0.877214,0.702031,2.0,125.08571,847.011555,125.08571,,,,,,,,1.0
0.719193,1.047319,0.924493,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.779721,0.889098,0.797583,3.0,117.953971,757.118556,117.953971,,,,,,,,1.0
0.705282,0.852733,0.69536,2.0,135.406452,1030.140265,135.406452,,,,,,,,1.0
0.800000,0.872909,0.659548,4.0,110.678985,815.363709,110.678985,,,,,,,,1.0
0.729815,1.05,0.756879,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.736214,1.031334,0.758442,4.0,119.705113,856.924488,119.705113,,,,,,,,1.0
0.793038,1.028974,0.759577,7.0,112.127246,714.511599,112.127246,,,,,,,,1.0
0.778798,0.971801,0.5,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.759267,0.806845,0.629315,4.0,114.427659,924.433312,114.427659,,,,,,,,1.0
0.718965,0.841809,0.5,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.758535,1.029112,0.5,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,1.05,0.624147,5.0,113.036649,845.373104,113.036649,,,,,,,,1.0
0.790142,0.842579,0.860499,2.0,124.3661,713.5853,124.3661,,,,,,,,1.0
0.789858,1.03598,0.934345,3.0,117.514519,653.518414,117.514519,,,,,,,,1.0
0.774601,0.8137,0.589178,3.0,119.221074,961.434997,119.221074,,,,,,,,1.0
0.792149,0.651893,0.637,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.795763,0.926531,0.595176,6.0,110.592701,859.265316,110.592701,,,,,,,,1.0
0.797734,0.929128,0.768675,2.0,122.995683,761.28198,122.995683,,,,,,,,1.0
0.737388,0.969209,0.690223,7.0,117.650213,872.12859,117.650213,,,,,,,,1.0
0.740875,0.790779,0.5,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.768634,0.977487,0.93412,3.0,120.959674,689.004762,120.959674,,,,,,,,1.0
0.743770,0.89708,0.689703,5.0,114.586411,883.472456,114.586411,,,,,,,,1.0
fitness at iteration,1,,,,,114.175311,,,,,,,,1.0
0.722056,1.043414,0.809114,2.0,131.436888,869.032304,131.436888,,,,,,,,1.0
0.731026,1.05,0.679811,2.0,135.182436,984.86435,135.182436,,,,,,,,1.0
0.712040,1.05,0.625904,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.771649,0.978914,0.534086,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.709793,0.801171,0.849647,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.694655,1.049674,0.571527,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.688489,1.05,0.841828,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.782939,0.928904,0.79616,4.0,113.197807,738.71665,113.197807,,,,,,,,1.0
0.800000,0.931202,0.700108,4.0,111.172726,781.513086,111.172726,,,,,,,,1.0
0.779721,1.044972,0.909845,3.0,118.385126,682.016281,118.385126,,,,,,,,1.0
0.768634,1.024121,0.69536,3.0,121.397699,864.488331,121.397699,,,,,,,,1.0
0.800000,1.05,0.539964,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.794042,0.923246,0.755105,7.0,110.190161,713.55866,110.190161,,,,,,,,1.0
0.736214,0.972981,0.916783,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.793038,0.88626,0.544488,7.0,113.401898,907.806781,113.401898,,,,,,,,1.0
0.750828,0.971801,0.697014,7.0,116.028466,838.054611,116.028466,,,,,,,,1.0
0.786272,0.806845,0.629315,4.0,111.377332,867.889115,111.377332,,,,,,,,1.0
0.788250,0.926825,0.781675,5.0,110.045784,727.13223,110.045784,,,,,,,,1.0
0.764094,1.029112,0.541526,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,1.05,0.624147,5.0,113.036649,845.373104,113.036649,,,,,,,,1.0
0.786964,0.842579,0.860499,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.799636,1.05,0.733313,3.0,117.055736,771.95583,117.055736,,,,,,,,1.0
0.703566,0.8137,0.764407,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.739667,0.921116,0.548286,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.745985,0.982063,1.089426,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.797734,0.728298,0.639669,4.0,108.552444,832.761333,108.552444,,,,,,,,1.0
0.756105,0.969209,0.690223,7.0,115.397481,833.349708,115.397481,,,,,,,,1.0
0.796919,0.790779,0.685909,2.0,121.692969,836.499849,121.692969,,,,,,,,1.0
0.787475,0.977487,0.59184,3.0,124.144634,943.577321,124.144634,,,,,,,,1.0
0.743770,0.89708,0.689703,7.0,115.732638,856.224987,115.732638,,,,,,,,1.0
fitness at iteration,2,,,,,114.175311,,,,,,,,1.0
0.727296,1.05,0.809114,2.0,130.596581,857.580667,130.596581,,,,,,,,1.0
0.754652,0.913644,0.98679,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.829688,0.956356,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.784683,0.967261,0.788305,3.0,117.603017,753.826493,117.603017,,,,,,,,1.0
0.756805,0.848827,0.761885,4.0,115.268198,811.243847,115.268198,,,,,,,,1.0
0.768797,0.900754,0.571527,7.0,114.9939,926.345003,114.9939,,,,,,,,1.0
0.800000,0.876172,0.64026,7.0,109.927387,791.561696,109.927387,,,,,,,,1.0
0.782939,1.05,0.821882,2.0,123.227302,742.168122,123.227302,,,,,,,,1.0
0.800000,0.931202,0.700108,4.0,111.172726,781.513086,111.172726,,,,,,,,1.0
0.793903,0.889098,0.797583,3.0,116.250322,732.901164,116.250322,,,,,,,,1.0
0.731317,1.024121,0.550402,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.872909,0.659548,4.0,110.678985,815.363709,110.678985,,,,,,,,1.0
0.794042,0.802449,0.709142,7.0,109.080825,743.903261,109.080825,,,,,,,,1.0
0.715338,0.767218,0.552915,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.793038,0.874109,0.684148,7.0,110.026185,766.264387,110.026185,,,,,,,,1.0
0.699208,0.971801,0.513086,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.688793,0.806845,0.629315,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.788250,0.824362,0.576322,6.0,110.42672,886.691686,110.42672,,,,,,,,1.0
0.756933,1.029112,0.900386,5.0,116.577669,708.859406,116.577669,,,,,,,,1.0
0.800000,0.787468,0.720863,7.0,108.296705,725.50331,108.296705,,,,,,,,1.0
0.798230,0.842579,0.600626,6.0,108.875272,842.527587,108.875272,,,,,,,,1.0
0.797745,1.03598,0.610879,3.0,123.655355,902.940989,123.655355,,,,,,,,1.0
0.796621,0.779,0.776443,6.0,0.0,0.0,0.0,,,,,,,,1.0
0.792149,0.651893,0.548286,4.0,109.674046,934.496998,109.674046,,,,,,,,1.0
0.795763,0.926531,0.855946,6.0,109.541863,660.852222,109.541863,,,,,,,,1.0
0.797734,0.728298,0.639669,4.0,108.552444,832.761333,108.552444,,,,,,,,1.0
0.800000,0.769091,0.716419,7.0,108.22583,728.448047,108.22583,,,,,,,,1.0
0.784046,0.897618,0.578431,4.0,116.024549,936.327334,116.024549,,,,,,,,1.0
0.768634,0.977487,0.561274,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.743770,1.05,0.685621,6.0,117.020942,880.074617,117.020942,,,,,,,,1.0
fitness at iteration,3,,,,,114.175311,,,,,,,,1.0
0.727296,0.895765,0.501002,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.731026,0.999135,0.737792,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.796018,0.94529,0.625904,2.0,128.501828,905.287124,128.501828,,,,,,,,1.0
0.800000,0.967261,0.766359,6.0,108.788479,707.376632,108.788479,,,,,,,,1.0
0.782907,0.941747,0.51869,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.904209,0.571527,2.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.824724,0.638725,7.0,109.514287,790.79319,109.514287,,,,,,,,1.0
0.787558,0.812371,0.79616,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.800000,0.710683,0.5,4.0,0.0,0.0,0.0,,,,,,,,1.0
0.793903,0.889098,0.797583,2.0,123.267503,747.15095,123.267503,,,,,,,,1.0
0.768634,1.024121,0.69536,3.0,121.397699,864.488331,121.397699,,,,,,,,1.0
0.800000,0.932014,0.659548,5.0,109.165548,801.811359,109.165548,,,,,,,,1.0
0.800000,0.766888,0.709142,6.0,106.585129,743.66828,106.585129,,,,,,,,1.0
0.736214,0.972981,0.758442,4.0,119.103495,856.122515,119.103495,,,,,,,,1.0
0.741837,1.05,0.684148,7.0,118.807698,872.539779,118.807698,,,,,,,,1.0
0.798220,0.965081,0.85476,6.0,109.711489,657.811051,109.711489,,,,,,,,1.0
0.786272,0.92136,0.682783,4.0,112.707314,821.314607,112.707314,,,,,,,,1.0
0.795135,0.634919,0.763835,5.0,0.0,0.0,0.0,,,,,,,,1.0
0.794462,0.847006,0.560426,4.0,114.346261,932.026663,114.346261,,,,,,,,1.0
0.800000,0.686599,0.720863,7.0,0.0,0.0,0.0,,,,,,,,1.0
0.798230,1.05,0.917964,6.0,111.779874,626.775625,111.779874,,,,,,,,1.0
