D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.8,0.8106316290944192,0.6606344778928894,6,,,-135.8031542467082
history
-140.51386594184848,-136.81817957060528,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-136.22556455869642,-135.8031542467082,-135.8031542467082
