 8.00000000e-01 5.00000000e+00 7.30604308e-01 6.80317153e-01 8.18660159e+01 7.13634813e+02 3.84929816e-01 1.03158358e+00
 8.00000000e-01 6.00000000e+00 7.55651800e-01 6.98040942e-01 8.20325019e+01 6.89882709e+02 3.84585809e-01 1.03046255e+00
 8.00000000e-01 6.00000000e+00 6.94108229e-01 7.45886693e-01 8.18000493e+01 6.59524277e+02 3.86794325e-01 1.02743631e+00
 7.98228118e-01 5.00000000e+00 6.48955870e-01 6.75639122e-01 8.16001724e+01 7.18783060e+02 3.86087857e-01 1.03187947e+00
 8.00000000e-01 5.00000000e+00 6.51615416e-01 6.49808537e-01 8.15535131e+01 7.34682621e+02 3.85695687e-01 1.03351325e+00
 7.98277732e-01 6.00000000e+00 6.87624115e-01 6.99144178e-01 8.19481797e+01 6.91134619e+02 3.84990406e-01 1.03039277e+00
 7.95632313e-01 5.00000000e+00 6.93274539e-01 6.51032243e-01 8.20950461e+01 7.41906286e+02 3.83146389e-01 1.03343585e+00
 8.00000000e-01 6.00000000e+00 7.46587041e-01 7.33921543e-01 8.19485414e+01 6.66691809e+02 3.85831403e-01 1.02819310e+00
 8.00000000e-01 5.00000000e+00 7.31778341e-01 7.53886427e-01 8.21243172e+01 6.65725654e+02 3.85480530e-01 1.02693032e+00
 8.00000000e-01 6.00000000e+00 7.75147614e-01 7.24600535e-01 8.20736376e+01 6.72685565e+02 3.85015149e-01 1.02878266e+00
 8.00000000e-01 6.00000000e+00 8.08959622e-01 7.35268485e-01 8.22715995e+01 6.66287031e+02 3.84352822e-01 1.02810791e+00
 7.98277732e-01 5.00000000e+00 6.67586122e-01 6.84965147e-01 8.16616037e+01 7.12352464e+02 3.85998414e-01 1.03128960e+00
 8.00000000e-01 6.00000000e+00 7.45771120e-01 7.49047689e-01 8.19681059e+01 6.57592184e+02 3.86090787e-01 1.02723637e+00
 8.00000000e-01 5.00000000e+00 7.15056581e-01 6.87877769e-01 8.17641408e+01 7.08058342e+02 3.85593155e-01 1.03110537e+00
 8.00000000e-01 6.00000000e+00 7.40640782e-01 6.84674294e-01 8.20277489e+01 6.98840006e+02 3.84288188e-01 1.03130799e+00
 8.00000000e-01 5.00000000e+00 7.50148277e-01 6.47667511e-01 8.21829765e+01 7.38776708e+02 3.82706461e-01 1.03364867e+00
 8.00000000e-01 5.00000000e+00 6.76562635e-01 6.63815086e-01 8.16023133e+01 7.24709675e+02 3.85783787e-01 1.03262734e+00
 8.00000000e-01 5.00000000e+00 6.48271802e-01 6.49911175e-01 8.15396260e+01 7.34546022e+02 3.85766596e-01 1.03350676e+00
 8.00000000e-01 5.00000000e+00 6.98800744e-01 7.12011882e-01 8.17159761e+01 6.91670283e+02 3.86392199e-01 1.02957889e+00
 8.00000000e-01 6.00000000e+00 7.33582096e-01 7.55411912e-01 8.19414852e+01 6.53891609e+02 3.86371312e-01 1.02683384e+00
 8.00000000e-01 5.00000000e+00 6.81559857e-01 6.78684397e-01 8.15942854e+01 7.14099184e+02 3.86180755e-01 1.03168685e+00
 7.98277732e-01 5.00000000e+00 7.02510988e-01 6.82431343e-01 8.18391082e+01 7.14512589e+02 3.85122563e-01 1.03144986e+00
 8.00000000e-01 5.00000000e+00 6.62791677e-01 6.66742624e-01 8.15309658e+01 7.22377459e+02 3.86198176e-01 1.03244217e+00
 8.00000000e-01 6.00000000e+00 7.69984943e-01 8.00814885e-01 8.23271543e+01 6.28789165e+02 3.85635168e-01 1.02396210e+00
 8.00000000e-01 5.00000000e+00 6.64507781e-01 6.73501190e-01 8.15283328e+01 7.17575255e+02 3.86388102e-01 1.03201469e+00
 8.00000000e-01 5.00000000e+00 6.83129426e-01 7.04775629e-01 8.16261320e+01 6.96351804e+02 3.86662732e-01 1.03003658e+00
 8.00000000e-01 5.00000000e+00 6.76584387e-01 6.46688546e-01 8.16895090e+01 7.37562976e+02 3.84970931e-01 1.03371059e+00
 8.00000000e-01 6.00000000e+00 7.14145773e-01 7.42416109e-01 8.18515967e+01 6.61534214e+02 3.86499163e-01 1.02765582e+00
 8.00000000e-01 5.00000000e+00 6.84465556e-01 7.34897522e-01 8.17640816e+01 6.77275308e+02 3.86705482e-01 1.02813137e+00
 8.00000000e-01 5.00000000e+00 6.96258286e-01 6.59835485e-01 8.17266411e+01 7.28021657e+02 3.85113815e-01 1.03287905e+00
