D, Z, AEdAO, PdD, P_B, n,etaO,etaR, iteration, population i 
0.784851,5,0.847186,0.577527,111.507266,910.429116,0.360226,1.038085,0,1
0.788186,7,0.865708,0.725180,110.157436,743.144593,0.367947,1.028746,0,2
0.778674,3,0.841245,0.592647,119.606465,950.045512,0.336096,1.037129,0,3
0.753650,5,0.868608,0.700752,112.965327,851.836434,0.358025,1.030291,0,4
0.771937,4,0.874033,0.837270,114.842235,732.021727,0.355284,1.021656,0,5
0.760491,2,1.041866,0.633152,135.186339,977.151789,0.297980,1.034567,0,6
0.749843,7,0.837154,0.552940,117.117451,986.609617,0.342193,1.039640,0,7
0.708492,5,1.019795,0.788196,121.313860,879.340623,0.334862,1.024760,0,8
0.784138,7,0.953779,0.818360,111.851241,690.276365,0.364448,1.022852,0,9
0.792017,6,1.047601,0.876657,111.860499,656.136402,0.365789,1.019165,0,10
0.797369,2,0.743795,0.745487,120.942083,786.153754,0.335645,1.027462,0,11
0.743625,3,1.016754,0.789655,122.800087,828.812946,0.331093,1.024668,0,12
0.793651,6,0.953592,0.936960,111.471097,624.997998,0.368455,1.015351,0,13
0.710964,5,0.939309,0.678532,119.602432,972.713938,0.337415,1.031697,0,14
0.695420,2,1.034295,0.759766,136.608442,979.868046,0.296785,1.026558,0,15
0.779870,7,0.817564,0.686208,110.856395,786.561566,0.364697,1.031211,0,16
0.763388,5,0.935431,0.797986,113.208935,759.622320,0.359458,1.024141,0,17
0.709845,4,0.958784,0.785487,122.775874,891.676672,0.330832,1.024932,0,18
0.775989,4,1.001363,0.784924,114.496056,758.708501,0.355236,1.024967,0,19
0.737904,4,0.824479,0.673475,116.882916,927.569057,0.345323,1.032016,0,20
0.750917,5,0.993844,0.617118,117.183360,950.516082,0.343364,1.035581,0,21
0.699198,5,0.978036,0.691966,121.813043,990.264863,0.331459,1.030847,0,22
0.792155,5,0.958995,0.585048,113.209626,897.143527,0.355028,1.037609,0,23
0.725266,5,0.842467,0.686795,116.158965,926.042363,0.347679,1.031174,0,24
0.721157,6,1.010933,0.715954,118.904894,899.167362,0.340239,1.029330,0,25
0.768497,7,0.923075,0.561457,115.625579,941.729161,0.346933,1.039101,0,26
0.746229,2,0.954458,0.866490,129.087844,779.591793,0.316477,1.019808,0,27
0.691127,4,1.026779,0.773776,125.987651,947.130051,0.322055,1.025672,0,28
0.795021,5,0.917655,0.601528,111.032182,868.562405,0.362351,1.036567,0,29
0.776021,6,0.933312,0.737538,110.859844,767.528907,0.365811,1.027964,0,30
0.784851,5,0.942131,0.577527,113.908070,919.674417,0.352631,1.038085,1,1
0.763058,5,0.874027,0.650659,112.323532,878.977090,0.359051,1.033459,1,2
0.636419,3,0.937879,0.592647,0.000000,0.000000,0.000000,0.000000,1,3
0.753650,2,0.885455,0.686716,129.251716,922.828658,0.312627,1.031179,1,4
0.719793,4,0.874033,0.837270,0.000000,0.000000,0.000000,0.000000,1,5
0.690995,2,1.041866,0.633152,0.000000,0.000000,0.000000,0.000000,1,6
0.800000,7,0.798761,0.552940,111.847232,875.969623,0.358686,1.039640,1,7
0.708492,5,0.909635,0.788196,0.000000,0.000000,0.000000,0.000000,1,8
0.784138,5,0.953779,0.708669,110.671074,788.757476,0.365856,1.029790,1,9
0.707676,6,1.050000,0.876657,122.927587,806.603052,0.332275,1.019165,1,10
0.764049,7,0.743795,0.583881,114.168908,910.891924,0.351800,1.037683,1,11
0.751565,3,1.016754,0.789655,121.771602,813.079234,0.333948,1.024668,1,12
0.681398,6,0.953592,0.936960,0.000000,0.000000,0.000000,0.000000,1,13
0.710964,5,0.939309,0.500000,0.000000,0.000000,0.000000,0.000000,1,14
0.695420,2,1.050000,0.759766,136.470169,979.509834,0.297087,1.026558,1,15
0.800000,6,1.007050,1.014747,112.999978,584.495518,0.365287,1.010431,1,16
0.686236,2,0.935431,0.797986,0.000000,0.000000,0.000000,0.000000,1,17
0.768914,2,0.958784,0.785487,126.340521,798.104433,0.321890,1.024932,1,18
0.775989,6,1.001363,0.521532,0.000000,0.000000,0.000000,0.000000,1,19
0.696134,4,0.832522,0.570784,0.000000,0.000000,0.000000,0.000000,1,20
0.750917,5,0.796259,0.523109,0.000000,0.000000,0.000000,0.000000,1,21
0.638168,3,1.024881,0.691966,0.000000,0.000000,0.000000,0.000000,1,22
0.765190,7,0.958995,0.585048,115.758639,922.990158,0.347000,1.037609,1,23
0.725266,2,0.842467,0.704559,132.145019,969.560701,0.305939,1.030050,1,24
0.721157,6,0.991755,0.715954,118.533538,898.335794,0.341306,1.029330,1,25
0.734082,7,0.923075,0.561457,0.000000,0.000000,0.000000,0.000000,1,26
0.746229,2,0.954458,0.866490,129.087844,779.591793,0.316477,1.019808,1,27
0.800000,4,1.026779,0.773776,111.978261,726.199905,0.363150,1.025672,1,28
0.795021,7,0.907327,0.601528,111.547425,840.061363,0.360680,1.036567,1,29
0.775775,6,1.031283,0.737538,112.519449,770.877776,0.360404,1.027964,1,30
best fit at iteration 1,110.859844
0.784851,2,1.021551,0.577527,0.000000,0.000000,0.000000,0.000000,2,1
0.788186,2,0.865708,0.725180,123.973564,815.922720,0.326944,1.028746,2,2
0.778674,7,0.834702,0.592647,112.757608,876.557939,0.356509,1.037129,2,3
0.800000,7,0.868608,0.500000,0.000000,0.000000,0.000000,0.000000,2,4
0.795796,7,0.874033,0.837270,109.546911,661.319985,0.372627,1.021656,2,5
0.760423,5,1.041866,0.633152,116.733824,914.685919,0.345084,1.034567,2,6
0.721638,4,0.798761,0.552940,0.000000,0.000000,0.000000,0.000000,2,7
0.712275,5,1.019795,0.788196,120.781520,870.795238,0.336370,1.024760,2,8
0.749346,4,0.953779,0.680085,117.673772,899.870863,0.343242,1.031598,2,9
0.701526,2,1.050000,0.876657,133.346872,857.404025,0.306273,1.019165,2,10
0.769818,7,1.017107,0.583881,116.309785,920.164690,0.345366,1.037683,2,11
0.705193,3,1.040667,0.870739,128.185883,845.884233,0.318507,1.019539,2,12
0.697326,5,0.697362,0.594972,0.000000,0.000000,0.000000,0.000000,2,13
0.710964,5,0.939309,0.678532,119.602432,972.713938,0.337415,1.031697,2,14
0.695420,2,1.048824,0.822757,135.021265,917.077490,0.301447,1.022574,2,15
0.785044,7,0.817564,0.686208,110.321743,777.259447,0.366525,1.031211,2,16
0.720751,5,0.886173,0.687921,117.360657,937.006944,0.344112,1.031103,2,17
0.800000,7,0.826612,0.500000,0.000000,0.000000,0.000000,0.000000,2,18
0.775989,7,1.001363,0.784924,113.519630,725.164376,0.358297,1.024967,2,19
0.737904,6,0.824479,0.673475,114.068770,893.783790,0.353838,1.032016,2,20
0.725636,5,0.993844,0.743366,118.334955,877.924761,0.342487,1.027596,2,21
0.716950,5,0.978036,0.691966,119.376174,945.878768,0.338362,1.030847,2,22
0.792155,5,1.050000,0.585048,116.160796,907.274717,0.346000,1.037609,2,23
0.725266,7,0.842467,0.574198,119.258901,1019.652326,0.336327,1.038296,2,24
0.721157,6,0.885609,0.861379,0.000000,0.000000,0.000000,0.000000,2,25
0.768497,6,0.729255,0.561457,112.123727,937.791225,0.357775,1.039101,2,26
0.800000,2,0.917488,0.635383,126.452524,884.826674,0.318848,1.034426,2,27
0.800000,4,0.636976,0.500000,0.000000,0.000000,0.000000,0.000000,2,28
0.738121,5,0.917655,0.505822,0.000000,0.000000,0.000000,0.000000,2,29
0.781950,3,0.933312,0.737538,117.827533,798.533093,0.344222,1.027964,2,30
best fit at iteration 2,110.859844
0.752213,7,0.931641,0.577527,117.008201,958.616536,0.343067,1.038085,3,1
0.764437,5,0.999819,0.885717,115.104443,704.341643,0.355470,1.018592,3,2
0.778674,6,0.834702,0.592647,110.988678,888.902814,0.362179,1.037129,3,3
0.778448,5,0.868608,0.700752,110.109911,803.216568,0.367510,1.030291,3,4
0.795796,5,0.874033,0.705879,108.279883,767.920604,0.373962,1.029967,3,5
0.715068,7,1.041866,0.633152,0.000000,0.000000,0.000000,0.000000,3,6
0.649085,7,0.798761,0.670088,0.000000,0.000000,0.000000,0.000000,3,7
0.712275,5,1.019795,0.663240,121.289408,991.168689,0.332403,1.032664,3,8
0.764315,5,0.953779,0.708669,112.921717,826.169814,0.358413,1.029790,3,9
0.793281,6,1.047601,0.876657,111.709968,654.227822,0.366280,1.019165,3,10
0.742171,5,1.050000,0.900454,118.683259,734.722777,0.344914,1.017660,3,11
0.695247,3,0.968334,0.945153,0.000000,0.000000,0.000000,0.000000,3,12
0.728631,6,0.953592,0.705985,116.891877,889.086376,0.345945,1.029960,3,13
0.710964,5,0.836970,0.672846,0.000000,0.000000,0.000000,0.000000,3,14
0.784623,4,0.978487,0.822757,113.608127,718.242822,0.358905,1.022574,3,15
0.800000,7,0.876624,0.686208,109.334800,752.788341,0.369946,1.031211,3,16
0.764134,3,0.935431,0.663434,121.287832,904.200491,0.332779,1.032651,3,17
0.768060,7,0.958784,0.785487,113.679298,737.684119,0.357750,1.024932,3,18
0.775989,4,1.001363,0.784924,114.496056,758.708501,0.355236,1.024967,3,19
0.737904,6,0.721550,0.673475,0.000000,0.000000,0.000000,0.000000,3,20
0.750917,4,0.993868,0.617118,120.630870,970.314222,0.333532,1.035581,3,21
0.716950,7,0.978036,0.535574,0.000000,0.000000,0.000000,0.000000,3,22
0.717952,5,0.958995,0.552404,0.000000,0.000000,0.000000,0.000000,3,23
0.725266,5,1.050000,0.686795,119.793781,935.418210,0.337141,1.031174,3,24
0.797028,5,0.991755,0.867212,110.818677,662.476507,0.369057,1.019762,3,25
0.768497,7,0.729255,0.561457,114.493062,925.509544,0.350362,1.039101,3,26
0.711887,2,0.917488,0.696925,135.406753,1010.225211,0.298359,1.030533,3,27
0.800000,4,1.026779,0.759039,112.023793,736.939890,0.362655,1.026604,3,28
0.795021,5,0.917655,0.601528,111.032182,868.562405,0.362351,1.036567,3,29
0.776021,6,0.913352,0.737538,110.581213,767.069390,0.366724,1.027964,3,30
best fit at iteration 3,110.581213
0.800000,5,0.719482,0.577527,107.780609,870.138944,0.372781,1.038085,4,1
0.800000,7,0.849231,0.703826,108.904055,738.636309,0.371811,1.030097,4,2
0.778674,6,0.834702,0.850405,0.000000,0.000000,0.000000,0.000000,4,3
0.756482,3,0.925665,0.700752,121.192660,881.705945,0.333728,1.030291,4,4
0.777735,5,1.050000,0.530968,0.000000,0.000000,0.000000,0.000000,4,5
0.716089,5,0.801610,0.633152,0.000000,0.000000,0.000000,0.000000,4,6
0.793631,5,0.798761,0.552940,110.757531,917.007173,0.362167,1.039640,4,7
0.737413,5,0.786589,0.788196,0.000000,0.000000,0.000000,0.000000,4,8
0.784138,5,0.774315,0.616838,109.086703,864.456701,0.369072,1.035599,4,9
0.793281,6,1.047601,0.876657,111.709968,654.227822,0.366280,1.019165,4,10
0.764049,7,0.743795,0.583881,114.168908,910.891924,0.351800,1.037683,4,11
0.751565,6,0.814849,0.656817,112.492136,879.433536,0.358541,1.033070,4,12
0.793651,6,0.953592,0.936960,111.471097,624.997998,0.368455,1.015351,4,13
0.800000,5,0.939309,0.744093,108.678329,733.595733,0.373481,1.027550,4,14
0.800000,4,1.050000,0.654634,114.832931,829.641997,0.351555,1.033208,4,15
0.693208,7,0.876624,0.686208,0.000000,0.000000,0.000000,0.000000,4,16
0.763388,6,0.935431,0.797986,112.704852,748.059163,0.361073,1.024141,4,17
0.768060,4,1.050000,0.785487,115.830989,772.921824,0.351088,1.024932,4,18
0.775989,7,0.801764,0.719658,110.909309,767.585099,0.365249,1.029095,4,19
0.766062,6,0.604940,0.673475,0.000000,0.000000,0.000000,0.000000,4,20
0.750917,5,0.993844,0.617118,117.183360,950.516082,0.343364,1.035581,4,21
0.796101,7,0.978036,0.691966,111.106106,758.236542,0.364136,1.030847,4,22
0.758907,5,0.875704,0.585048,114.623249,960.515723,0.350387,1.037609,4,23
0.754267,5,0.842467,0.601019,113.869128,949.256591,0.353020,1.036599,4,24
0.800000,6,0.991755,0.621995,110.630204,827.858239,0.364177,1.035272,4,25
0.775547,6,0.729255,0.561457,111.397573,922.543908,0.360164,1.039101,4,26
0.800000,7,0.917488,0.635383,110.478828,798.034503,0.364961,1.034426,4,27
0.788201,4,1.026779,0.773776,113.290460,745.867519,0.358849,1.025672,4,28
0.788954,4,1.039137,0.601528,118.942139,911.252758,0.338223,1.036567,4,29
0.776021,7,0.913352,0.737538,112.035543,756.151201,0.361965,1.027964,4,30
best fit at iteration 4,110.581213
0.800000,3,1.048873,0.577527,0.000000,0.000000,0.000000,0.000000,5,1
0.800000,5,0.932122,0.703826,108.648897,763.921853,0.372665,1.030097,5,2
0.788940,6,0.834702,0.592647,109.938894,868.260209,0.365716,1.037129,5,3
0.729299,6,0.868608,0.700752,115.551617,889.392003,0.349826,1.030291,5,4
0.795796,5,0.874033,0.705879,108.279883,767.920604,0.373962,1.029967,5,5
0.760423,6,1.041866,0.633152,115.764369,898.649194,0.347977,1.034567,5,6
0.793631,5,0.798761,0.770342,108.120460,725.158799,0.375985,1.025890,5,7
0.712275,6,1.019795,0.612153,121.716190,1036.609962,0.330196,1.035895,5,8
0.784138,7,0.774315,0.616838,111.282208,838.125683,0.361808,1.035599,5,9
0.793281,6,1.047601,0.541754,0.000000,0.000000,0.000000,0.000000,5,10
0.776228,4,0.743795,0.583881,112.219078,933.972705,0.357989,1.037683,5,11
0.755548,6,0.814849,0.883930,0.000000,0.000000,0.000000,0.000000,5,12
0.793651,7,0.953592,0.936960,111.700360,616.295403,0.367694,1.015351,5,13
0.800000,7,0.939309,0.744093,109.814327,711.703240,0.369634,1.027550,5,14
0.739435,4,0.978487,0.756332,118.743743,851.196057,0.341681,1.026776,5,15
0.750323,7,0.876624,0.578888,116.519625,956.273331,0.344497,1.037999,5,16
0.760786,6,0.935431,0.797986,113.021744,752.744533,0.360050,1.024141,5,17
0.798505,7,0.714944,0.782784,0.000000,0.000000,0.000000,0.000000,5,18
0.775989,4,0.801764,0.719658,112.023653,807.030839,0.361629,1.029095,5,19
0.737904,6,0.959064,0.673475,115.999807,899.632653,0.347977,1.032016,5,20
0.798360,5,0.993844,0.589111,113.369973,883.402737,0.354630,1.037352,5,21
0.754533,7,0.978036,0.806836,115.720904,748.062206,0.351790,1.023581,5,22
0.792155,6,1.050000,0.585048,114.274098,890.229774,0.351690,1.037609,5,23
0.754267,7,0.768037,0.601019,114.784482,914.885751,0.350224,1.036599,5,24
0.771128,5,0.977142,0.770712,112.516837,765.022127,0.361119,1.025866,5,25
0.775547,4,0.729255,0.722440,0.000000,0.000000,0.000000,0.000000,5,26
0.784388,7,0.917488,0.659778,111.722394,804.018010,0.361334,1.032883,5,27
0.800000,5,0.686445,0.500000,0.000000,0.000000,0.000000,0.000000,5,28
0.748446,7,0.803874,0.601528,115.569472,929.155918,0.347807,1.036567,5,29
0.800000,6,0.737375,0.684376,106.509638,761.477172,0.379687,1.031327,5,30
best fit at iteration 5,106.509638
0.800000,7,0.719482,0.577527,110.822963,844.260948,0.362537,1.038085,6,1
0.800000,5,0.932122,0.745263,108.593781,732.631344,0.373812,1.027476,6,2
0.788940,6,0.816554,0.592647,109.722513,866.996876,0.366427,1.037129,6,3
0.778448,5,1.031222,0.942489,114.799586,652.687386,0.357795,1.015001,6,4
0.800000,7,0.874033,0.705879,109.140137,737.632937,0.371047,1.029967,6,5
0.782511,4,1.041866,0.500000,0.000000,0.000000,0.000000,0.000000,6,6
0.760717,5,0.930689,0.652716,113.570161,884.856519,0.355136,1.033329,6,7
0.712275,5,0.923237,0.634447,119.785568,1018.127040,0.335969,1.034485,6,8
0.800000,5,0.774315,0.616838,107.467560,833.856031,0.374779,1.035599,6,9
0.798140,6,0.836525,0.596922,108.919355,846.109280,0.369313,1.036858,6,10
0.767565,6,0.743795,0.583881,111.545164,915.598451,0.360103,1.037683,6,11
0.751565,4,0.783187,0.656817,114.584874,912.259428,0.352011,1.033070,6,12
0.748852,7,0.953592,0.936960,0.000000,0.000000,0.000000,0.000000,6,13
0.800000,5,0.939309,0.744093,108.678329,733.595733,0.373481,1.027550,6,14
0.784070,4,0.926591,0.822757,113.389440,719.573050,0.359584,1.022574,6,15
0.796872,6,0.876624,0.500000,0.000000,0.000000,0.000000,0.000000,6,16
0.800000,6,0.935431,0.797986,108.539293,686.954769,0.375210,1.024141,6,17
0.768060,7,0.958784,0.785487,113.679298,737.684119,0.357750,1.024932,6,18
0.779411,7,0.801764,0.719658,110.537682,761.490939,0.366496,1.029095,6,19
0.737904,4,0.824479,0.769674,0.000000,0.000000,0.000000,0.000000,6,20
0.705999,5,0.993844,0.589111,0.000000,0.000000,0.000000,0.000000,6,21
0.800000,7,0.988607,0.691966,110.878325,752.013125,0.364893,1.030847,6,22
0.792155,5,0.958995,0.522111,0.000000,0.000000,0.000000,0.000000,6,23
0.800000,5,0.842467,0.793380,108.076084,700.335382,0.376718,1.024432,6,24
0.800000,6,0.852765,0.621995,108.284947,818.673327,0.372052,1.035272,6,25
0.800000,7,0.729255,0.677828,108.474285,756.175163,0.372662,1.031741,6,26
0.760423,7,0.917488,0.627913,114.764626,881.796621,0.350875,1.034898,6,27
0.800000,4,0.965779,0.773776,111.397062,725.577881,0.365033,1.025672,6,28
0.795021,5,0.932237,0.763910,109.211625,727.848410,0.372073,1.026296,6,29
0.800000,5,0.918733,0.684354,108.591992,779.442091,0.372412,1.031328,6,30
best fit at iteration 6,106.509638
0.800000,5,0.719482,0.656653,106.353330,796.294101,0.379603,1.033080,7,1
0.800000,5,0.932122,0.745263,108.593781,732.631344,0.373812,1.027476,7,2
0.788940,4,1.005634,0.818228,113.207714,713.946506,0.360102,1.022861,7,3
0.778448,5,0.868608,0.700752,110.109911,803.216568,0.367510,1.030291,7,4
0.795796,5,0.874033,0.622924,109.326570,841.397113,0.368480,1.035214,7,5
0.760423,7,1.041866,0.535226,0.000000,0.000000,0.000000,0.000000,7,6
0.752896,5,1.016183,0.770342,115.242795,800.062805,0.352443,1.025890,7,7
0.800000,5,0.768694,0.636126,107.055561,815.646342,0.376644,1.034379,7,8
0.796828,5,0.774315,0.616838,107.783449,839.827571,0.373646,1.035599,7,9
0.773167,7,1.046291,0.571157,116.918701,932.551201,0.343337,1.038488,7,10
0.767565,6,0.882725,0.583881,113.151106,926.119470,0.354998,1.037683,7,11
0.800000,5,0.814849,0.656817,107.375231,799.118585,0.376012,1.033070,7,12
0.793651,6,0.742278,0.936960,0.000000,0.000000,0.000000,0.000000,7,13
0.800000,5,0.939309,0.682201,108.951207,782.090318,0.371131,1.031464,7,14
0.800000,7,0.926591,0.552025,112.859892,888.576412,0.355466,1.039698,7,15
0.780724,7,0.876624,0.844580,0.000000,0.000000,0.000000,0.000000,7,16
0.800000,6,0.892263,0.797986,108.031967,686.642942,0.376978,1.024141,7,17
0.788924,5,0.692689,0.785487,0.000000,0.000000,0.000000,0.000000,7,18
0.779411,7,0.801764,0.719658,110.537682,761.490939,0.366496,1.029095,7,19
