D, Z, AEdAO, PdD, P_B, n, etaO, etaR, t075dD, tmin075dD, tal07R, cavLim, Vtip, Vtipmax, fitness, iteration, population i
0.5272137935905887,6.0,0.4937812196611895,0.983100549418745,202.19761830733452,1472.2575135650864,0.25428457500666946,1.0124325315180973,0.011,0.012213742005901562,0.47373998559257385,0.12190545344727026,40.64144735259263,39.0,0.0,0,0
0.5860681535248218,5.0,0.4513498135634806,1.319219897888097,215.4384545865314,1078.2840955640677,0.24407613886672294,0.9911729827274108,0.012249999999999999,0.011888319283575213,0.6893766465883128,0.16582244750043093,33.088718273819275,39.0,0.0,0,1
0.7884520756301436,4.0,0.8423938564044176,0.6342843141569054,141.59822721807018,929.835754598559,0.3572941556778652,1.0344951583984088,0.013499999999999998,0.010966287872995003,0.12432267370631168,0.13417150756383583,38.38664576721359,39.0,0.0,0,2
0.5536413512509621,5.0,0.7840562280846166,0.8850020364059543,191.6327383343724,1403.264704218689,0.2668061399207045,1.0186372624661564,0.012249999999999999,0.012575947090578693,0.2624796970504871,0.1217020857630618,40.67866989203068,39.0,0.0,0,3
0.6483657127088608,5.0,0.41283882376169223,1.0448164940652813,173.40674134261945,989.7097218446196,0.29839768779912357,1.0085289980192038,0.012249999999999999,0.0114815162537005,0.5493886499888342,0.16240336999006832,33.59901137389138,39.0,0.0,0,4
0.5296431058222005,5.0,0.42489029804880496,0.555266158051745,188.150636854997,2043.8224803436235,0.2661853921245366,1.0394930567720602,0.012249999999999999,0.012424622862324689,0.25247825464438645,0.059623147215885575,56.67938347839028,39.0,0.0,0,5
0.6977167673822999,4.0,0.6052483418559904,1.3590553257811357,190.29926648204568,739.8294110861287,0.27765618637502304,0.9886533919131761,0.013499999999999998,0.011609926071880947,0.540848613055882,0.21075427213392037,27.027717722184196,39.0,0.0,0,6
0.5146303994895376,6.0,0.5717361774594307,1.2185832831247272,227.6775386976086,1374.9208491323463,0.2291393340969324,0.997538248611194,0.011,0.012307351441738999,0.5514684717204489,0.14149586499007302,37.04859617245873,39.0,0.0,0,7
0.6763596432110698,5.0,0.35394665217197796,1.1986878914986072,177.0513511271931,869.0691931998563,0.29528954229013,0.998796632131546,0.012249999999999999,0.011115967138288604,0.7291174825289649,0.18134474758148966,30.777310358654297,39.0,0.0,0,8
0.5245601931295298,7.0,0.6960910980984376,0.581481902252151,193.84787407363854,1968.0787106847845,0.25871717168270936,1.0378349109513845,0.009749999999999998,0.01164744287762709,0.17382498369538293,0.06692227165764592,54.055067790911444,39.0,0.0,0,9
0.7990791346770931,3.0,0.7176367119464249,0.9105619033599601,149.3942198679656,721.3359619068929,0.344535077774304,1.0170206008813154,0.01475,0.01199694079222862,0.24470147196012607,0.18553347413126256,30.18046989588919,39.0,0.0,0,10
0.6979564298702393,3.0,0.503199887037284,0.7404045424861667,155.6126565834271,1077.7233855310667,0.3266204833120662,1.0277830539565829,0.01475,0.012526258850005882,0.26116131033595363,0.12881717646756088,39.38530758872983,39.0,0.0,0,11
