D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,i = thread pool id
0.7991456535953105,0.7152203895896994,0.6773457298020152,2,,,-119.30971174831481,
history
-1000.0,-1000.0,-122.51438549515555,-121.39827834231959,-120.79111213093316,-120.70431303568962,-120.5305684367144,-120.49336123563305,-120.23532322496598,-120.23532322496598,-119.95201018482359,-119.95201018482359,-119.30971174831481
