D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.7987978878451191,0.8250331993598454,0.678460330238762,6,,,-135.94694877989605
history
-204.4242665736067,-181.16820253823863,-173.2371439983119,-144.38157722210076,-141.0336472749691,-138.49323190473552,-138.49323190473552,-136.2594939376129,-136.2594939376129,-136.2594939376129,-136.2594939376129,-136.2594939376129,-136.2594939376129,-136.2594939376129,-136.2594939376129,-136.2594939376129,-136.2594939376129,-136.2594939376129,-136.2594939376129,-135.94694877989605
