D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.7999974902972492,0.8122701364279322,0.6861890607433719,6,,,-135.58399532546292
history
-213.39089280355807,-204.84043439522006,-153.49490939431433,-141.92538627305504,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.63238439898925,-136.0386489098964,-136.0386489098964,-136.0386489098964,-136.0386489098964,-136.0386489098964,-135.91219563601396,-135.91219563601396,-135.76306286227222,-135.76306286227222,-135.76306286227222,-135.76306286227222,-135.76306286227222,-135.76306286227222,-135.70792090624283,-135.65493427057294,-135.65493427057294,-135.6548433185646,-135.58399532546292,-135.58399532546292,-135.58399532546292,-135.58399532546292
