D, Z, AEdAO, PdD, P_B, n,etaO,etaR, iteration, population i 
0.764078,4,0.876476,0.616016,115.828977,932.620574,0.347458,1.035651,0,1
0.775547,5,0.931486,0.677188,111.516713,831.327190,0.362295,1.031782,0,2
0.790355,3,0.894676,0.592727,120.336961,928.980660,0.334137,1.037124,0,3
0.757564,2,0.850963,0.772934,127.708230,834.200759,0.318114,1.025726,0,4
0.663462,4,1.045440,0.715341,130.792966,1084.665719,0.308936,1.029368,0,5
0.780566,6,0.738394,0.539291,111.928317,938.716770,0.358008,1.040503,0,6
0.786352,5,1.002044,0.879773,112.351417,672.094104,0.364215,1.018968,0,7
0.787298,5,0.999994,0.886981,112.358135,666.849357,0.364368,1.018512,0,8
0.789451,4,0.992463,0.950480,115.310502,640.660644,0.356446,1.014496,0,9
0.797772,5,0.843337,0.545861,111.817983,921.887306,0.358634,1.040088,0,10
0.769419,7,0.860206,0.697287,112.283262,797.909678,0.360220,1.030510,0,11
0.762975,4,0.785897,0.690691,113.192644,856.536773,0.357140,1.030927,0,12
0.787382,7,0.847287,0.642902,110.881162,810.744863,0.363720,1.033950,0,13
0.753677,5,0.851748,0.772788,113.236145,794.978966,0.358743,1.025735,0,14
0.738702,6,0.932052,0.699542,115.273179,872.020944,0.350709,1.030368,0,15
0.683928,6,1.008722,0.784784,124.485114,927.413947,0.326101,1.024976,0,16
0.758453,7,0.745237,0.586775,114.670155,919.880779,0.350275,1.037500,0,17
0.736549,7,0.949422,0.658286,117.644820,903.948242,0.342772,1.032977,0,18
0.674111,6,1.032365,0.783926,126.451488,953.880966,0.320946,1.025030,0,19
0.655447,5,0.994874,0.696637,128.744748,1110.592543,0.313419,1.030551,0,20
0.768560,7,0.763992,0.620595,112.758674,864.702148,0.357018,1.035361,0,21
0.797137,5,1.032174,0.809761,110.505377,695.707300,0.368795,1.023396,0,22
0.710330,5,0.929025,0.754153,119.570964,902.023237,0.339063,1.026913,0,23
0.774671,7,1.004779,0.625805,114.657570,860.830426,0.351283,1.035031,0,24
0.788920,7,0.996072,0.866190,112.286465,656.800183,0.364149,1.019827,0,25
0.794044,5,0.873225,0.558716,112.164025,916.645915,0.357765,1.039275,0,26
0.703855,6,1.015211,0.660525,121.730958,998.713706,0.331096,1.032835,0,27
0.719278,7,0.854677,0.590445,119.646625,1015.306680,0.335521,1.037268,0,28
0.782987,6,0.932885,0.637710,110.882811,840.112380,0.363562,1.034278,0,29
0.785000,2,0.919004,0.653167,127.294348,894.291659,0.317007,1.033301,0,30
0.793387,7,0.978548,0.810113,111.196036,680.795983,0.366478,1.023374,1,1
0.775547,5,0.993551,0.677188,112.672526,834.350777,0.358593,1.031782,1,2
0.664402,3,0.894676,0.592727,0.000000,0.000000,0.000000,0.000000,1,3
0.757564,2,0.850963,0.621126,0.000000,0.000000,0.000000,0.000000,1,4
0.663462,4,1.045440,0.500000,0.000000,0.000000,0.000000,0.000000,1,5
0.800000,6,0.880987,0.539291,111.923541,912.860107,0.358139,1.040503,1,6
0.786352,3,0.755905,0.879773,0.000000,0.000000,0.000000,0.000000,1,7
0.787298,5,0.828563,0.500000,0.000000,0.000000,0.000000,0.000000,1,8
0.789451,7,1.000683,0.500000,0.000000,0.000000,0.000000,0.000000,1,9
0.800000,5,0.843337,0.734764,107.519940,738.687838,0.377284,1.028140,1,10
0.789669,7,0.994619,0.697287,112.043051,765.681075,0.361157,1.030510,1,11
0.800000,4,0.871928,0.690691,110.292840,787.821942,0.366803,1.030927,1,12
0.742377,7,0.847287,0.642902,115.791673,901.426356,0.347952,1.033950,1,13
0.753677,4,0.851748,0.772788,115.835159,809.208899,0.350715,1.025735,1,14
0.738702,6,0.932052,0.557429,0.000000,0.000000,0.000000,0.000000,1,15
0.683928,2,1.008722,0.602369,0.000000,0.000000,0.000000,0.000000,1,16
0.758453,7,1.050000,0.922193,117.500799,677.012770,0.348975,1.016285,1,17
0.736549,2,0.924007,0.500000,0.000000,0.000000,0.000000,0.000000,1,18
0.778654,6,0.790951,0.537706,112.723502,949.943695,0.355426,1.040604,1,19
0.655447,5,0.940350,0.773741,0.000000,0.000000,0.000000,0.000000,1,20
0.768560,7,0.763992,0.644174,112.307399,842.556650,0.358989,1.033870,1,21
0.797137,5,1.032174,0.935358,112.401834,628.311106,0.365395,1.015452,1,22
0.800000,5,0.929025,0.776644,108.727224,711.177434,0.374075,1.025491,1,23
0.774671,4,1.004779,0.625805,117.740954,908.092969,0.342076,1.035031,1,24
0.788920,7,0.954166,0.682324,111.540099,777.772770,0.362443,1.031457,1,25
0.800000,5,0.748774,0.576540,108.209607,873.152536,0.371270,1.038147,1,26
0.667293,5,1.015211,0.625285,0.000000,0.000000,0.000000,0.000000,1,27
0.719278,7,0.854677,0.751362,0.000000,0.000000,0.000000,0.000000,1,28
0.782987,7,0.988307,0.637710,113.271608,831.254459,0.355900,1.034278,1,29
0.800000,2,1.050000,0.653167,129.059684,869.638700,0.312774,1.033301,1,30
best fit at iteration 1,127.294348
0.793387,7,0.978548,0.829974,111.269598,669.371440,0.366681,1.022118,2,1
0.775547,7,0.931486,0.767775,112.335404,736.084111,0.361665,1.026052,2,2
0.692557,4,0.964705,0.592727,0.000000,0.000000,0.000000,0.000000,2,3
0.701434,2,1.035066,0.772934,135.351968,951.093020,0.299830,1.025726,2,4
0.663462,4,1.045440,0.715341,130.792966,1084.665719,0.308936,1.029368,2,5
0.800000,6,0.880987,0.743347,107.595385,721.327076,0.377222,1.027597,2,6
0.786352,5,1.002044,0.879773,112.351417,672.094104,0.364215,1.018968,2,7
0.800000,7,0.851134,0.500000,0.000000,0.000000,0.000000,0.000000,2,8
0.763899,4,0.953694,0.950480,0.000000,0.000000,0.000000,0.000000,2,9
0.800000,5,0.954787,0.734764,108.877921,740.728983,0.372577,1.028140,2,10
0.800000,4,0.862495,0.946372,0.000000,0.000000,0.000000,0.000000,2,11
0.620966,6,0.889393,0.500000,0.000000,0.000000,0.000000,0.000000,2,12
0.765218,4,0.986863,0.767617,115.608468,791.121606,0.351368,1.026062,2,13
0.753677,5,1.026921,0.772788,115.313531,796.932440,0.352298,1.025735,2,14
0.800000,6,0.932052,0.770462,108.314085,704.084102,0.375340,1.025882,2,15
0.794622,2,1.008722,0.784784,123.024742,751.980257,0.330739,1.024976,2,16
0.800000,7,1.050000,0.586775,113.760253,858.881519,0.353369,1.037500,2,17
0.800000,7,0.949422,0.842300,110.129423,652.456763,0.370814,1.021338,2,18
0.778654,6,0.790951,0.537706,112.723502,949.943695,0.355426,1.040604,2,19
0.655447,5,0.865696,0.683882,0.000000,0.000000,0.000000,0.000000,2,20
0.800000,7,0.763992,0.889962,0.000000,0.000000,0.000000,0.000000,2,21
0.770220,5,0.935213,0.764593,112.061177,770.455910,0.362442,1.026253,2,22
0.800000,5,0.929025,0.522804,0.000000,0.000000,0.000000,0.000000,2,23
0.774671,7,0.848777,0.625805,112.507925,851.224218,0.357978,1.035031,2,24
