D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.5424890807230223,0.5413174932159053,1.2971106843145956,7.0,275.106959682244,1284.4630463810731,0.0,0.0097499999999999,0.0118542838284804,0.6374242859045061,0.1445612928152268,36.48473848382808,39.0,3.5868829254322967,0.0
0.7287017267060636,0.9908458798953936,0.8418605307299252,5.0,187.135105530818,924.8917732827472,0.0,0.0122499999999999,0.0113835090959887,0.1787959834079344,0.1517450018485411,35.28899883734807,39.0,0.17826604652450623,0.0
0.5379348954329997,0.9037493223562292,0.8713132661364895,5.0,244.6846166977373,1598.5124506852417,0.0,0.0122499999999999,0.0132703813533017,0.2275444287954865,0.1012214317900869,45.02402979671691,39.0,1.4793406042413721,0.0
0.5177884996644082,0.6896118200467722,1.1393820920146704,3.0,296.18981872959694,1529.2635781835736,0.0,0.01475,0.0156815156430567,0.4084249314027136,0.1175393485765741,41.46038855575554,39.0,2.59728224860569,0.0
0.7169142358141554,0.4633698539366425,1.1877468444611747,3.0,223.87012730764744,847.5376998514716,0.0,0.01475,0.0129800641985229,0.5329227598093201,0.1741351578485716,31.81448167263187,39.0,2.0603972591953617,0.0
0.7843272652574088,0.656550268446914,1.3661700181289889,7.0,198.68893072408025,603.5030234884492,0.0,0.0097499999999999,0.0098429785477133,0.5358619170269264,0.2306745206052428,24.784227390388924,39.0,1.332467880165932,0.0
0.7010276756292225,0.8004692678678778,0.5705938688611288,5.0,189.39854607914023,1302.3281386952538,0.0,0.0122499999999999,0.0112804148390374,0.1228551645356675,0.0896403893694404,47.80289625526124,39.0,0.5962488773042847,0.0
0.5201053550671584,0.9639445169771392,1.2210552003759432,6.0,279.80349802845944,1375.9956291706883,0.0,0.011,0.0128629006714632,0.3619472469529552,0.1389632601084454,37.47201109903419,39.0,1.7494528884016844,0.0
0.7223193290847565,0.6500925653137006,1.0035539100362976,3.0,208.45165073873628,884.5725830691466,0.0,0.01475,0.0131290034352957,0.3218163900910675,0.163090985023773,33.455023048428174,39.0,0.9732322423839542,0.0
0.5463968615524875,0.3827460460146673,0.9739660501127618,4.0,249.87602051064383,1573.205696457066,0.0,0.0134999999999999,0.0137226568685739,0.5352831232940367,0.1012854303628884,45.008270893200695,39.0,4.455181275830308,0.0
0.543721999066755,0.7211671670524527,1.277299725506894,2.0,300.92245751703103,1292.3750889131472,0.0,0.016,0.0170151147445099,0.4656708021636068,0.1427734966365552,36.79290723643019,39.0,2.3212649504098595,0.0
0.7046927203152902,0.6362271232249164,0.59393859328171,6.0,185.66165872992332,1219.6324672907183,0.0,0.011,0.0108303050215618,0.1733460862600389,0.1012841739909193,45.00154087075667,39.0,0.8653681134695752,0.0
0.762266033488131,0.990502741205748,0.6065800840660984,6.0,180.3074990725828,1067.9431905131826,0.0,0.011,0.010471219424175,0.1057961804023095,0.1118782377395054,42.62391541268428,39.0,0.09292090801754573,0.0
0.573464730740716,0.3503948929825144,1.201092566607019,5.0,257.578325704189,1290.0585763384397,0.0,0.0122499999999999,0.0125062862918825,0.7594334476788079,0.1322872253045011,38.73599942648947,39.0,4.7612846198434875,0.0
0.7750701050665354,0.6992642540078022,0.9923228484062292,3.0,195.1999493552528,776.2852260478853,0.0,0.01475,0.0126761149350523,0.2902180884535889,0.1761455409225421,31.50365402972587,39.0,0.6476039469043888,0.0
