D, Z, AEdAO, PdD, P_B, n,etaO,etaR, iteration, population i 
0.718618,7,1.025673,0.786373,0.000000,0.000000,0.000000,0.000000,2,26
0.791723,7,0.950700,0.610692,112.233715,839.680880,0.358643,1.035987,2,27
0.733408,5,0.990243,0.757967,117.303799,848.708917,0.345855,1.026672,2,28
0.773338,4,0.894652,0.800905,114.157112,752.463777,0.356632,1.023956,2,29
0.749354,5,1.050000,1.028010,0.000000,0.000000,0.000000,0.000000,2,30
best fit at iteration 2,116.369435
0.798725,7,1.050000,1.008119,113.454131,580.930922,0.363655,1.010850,3,1
0.764735,4,1.050000,0.972816,118.647046,666.286491,0.346742,1.013083,3,2
0.766137,6,0.825809,0.679278,110.766957,829.844973,0.364726,1.031649,3,3
0.790895,7,0.948444,0.573285,113.272822,882.859655,0.354558,1.038353,3,4
0.782781,4,1.050000,1.002513,117.045359,625.385096,0.352271,1.011205,3,5
0.787493,5,1.050000,0.685075,112.376837,807.441345,0.359788,1.031283,3,6
0.675476,4,0.853225,0.730873,0.000000,0.000000,0.000000,0.000000,3,7
0.784246,2,0.957335,0.500000,0.000000,0.000000,0.000000,0.000000,3,8
0.741512,3,1.015235,0.575728,0.000000,0.000000,0.000000,0.000000,3,9
0.800000,5,0.807790,0.646564,107.403842,807.867613,0.375670,1.033718,3,10
0.800000,7,1.050000,0.589218,113.706192,856.034667,0.353615,1.037346,3,11
0.776437,5,0.924638,0.628621,112.237012,876.909759,0.358930,1.034853,3,12
0.731213,2,0.822445,0.723880,130.919401,936.205302,0.309219,1.028828,3,13
0.784167,6,0.774309,0.500000,0.000000,0.000000,0.000000,0.000000,3,14
0.725939,7,0.962423,0.687164,118.992299,899.944593,0.339420,1.031151,3,15
0.761029,5,0.856536,0.601886,113.352738,934.146927,0.354709,1.036544,3,16
0.773440,5,1.041528,0.866251,114.015705,700.170952,0.358510,1.019823,3,17
0.800000,5,1.031863,0.645244,111.695338,821.690980,0.361207,1.033802,3,18
0.737910,2,0.999615,0.732323,131.437035,908.724544,0.308221,1.028294,3,19
0.800000,6,0.810484,0.551913,110.146858,890.070257,0.364217,1.039705,3,20
0.749963,4,0.921895,0.689885,116.896907,887.645445,0.345739,1.030978,3,21
0.721705,5,0.903151,0.660523,117.713419,963.530394,0.342502,1.032836,3,22
0.746951,4,0.950088,0.609454,120.190633,985.523170,0.334596,1.036066,3,23
0.763129,5,1.050000,0.680119,115.228627,859.404408,0.350606,1.031596,3,24
0.704303,6,0.995920,0.946382,0.000000,0.000000,0.000000,0.000000,3,25
0.743841,4,1.025673,0.786373,118.660542,818.203876,0.342570,1.024876,3,26
0.765117,7,0.950700,0.951267,0.000000,0.000000,0.000000,0.000000,3,27
0.788521,5,0.990243,0.958535,113.736437,630.876033,0.361577,1.013986,3,28
0.773338,4,0.894652,0.800905,114.157112,752.463777,0.356632,1.023956,3,29
0.800000,5,1.050000,0.587094,115.210183,888.874779,0.348956,1.037480,3,30
best fit at iteration 3,115.210183
0.721610,2,1.050000,0.835992,130.914236,846.778047,0.311309,1.021737,4,1
0.764735,4,0.794255,0.753797,0.000000,0.000000,0.000000,0.000000,4,2
0.766137,2,1.050000,0.697442,129.653754,886.057587,0.311949,1.030500,4,3
0.790895,7,1.050000,0.569447,115.200816,898.161221,0.348553,1.038596,4,4
0.765589,4,0.884952,0.771536,114.640676,787.154304,0.354431,1.025814,4,5
0.787493,5,1.050000,0.685075,112.376837,807.441345,0.359788,1.031283,4,6
0.784464,5,0.855340,0.500000,0.000000,0.000000,0.000000,0.000000,4,7
0.784246,6,0.902194,0.823769,110.151115,696.585886,0.370199,1.022510,4,8
0.800000,3,1.047044,1.179366,0.000000,0.000000,0.000000,0.000000,4,9
0.780209,5,0.807790,0.646564,109.476943,845.209511,0.368403,1.033718,4,10
0.777419,7,0.926108,0.589218,113.877563,889.501069,0.352907,1.037346,4,11
0.781651,6,0.950420,0.650557,111.102733,831.255415,0.363129,1.033466,4,12
0.772166,6,0.822445,0.723880,109.970756,782.598870,0.368428,1.028828,4,13
0.749346,7,0.780379,0.500000,0.000000,0.000000,0.000000,0.000000,4,14
0.688295,5,0.923326,0.597310,0.000000,0.000000,0.000000,0.000000,4,15
0.714578,5,0.856536,0.601886,0.000000,0.000000,0.000000,0.000000,4,16
0.781342,7,1.041528,0.888323,114.182243,657.447223,0.358534,1.018427,4,17
0.754982,5,1.031863,0.730354,115.227156,828.740889,0.351637,1.028419,4,18
0.800000,6,0.999615,0.649958,110.120757,800.750241,0.366471,1.033504,4,19
0.779554,6,1.023685,0.679481,112.325681,812.348173,0.359778,1.031636,4,20
0.749963,4,0.878440,0.689885,116.174533,886.350532,0.347873,1.030978,4,21
0.721705,5,0.823085,0.707745,0.000000,0.000000,0.000000,0.000000,4,22
0.800000,5,0.972099,0.668133,109.771252,796.054641,0.368059,1.032354,4,23
0.763129,5,1.050000,1.034154,0.000000,0.000000,0.000000,0.000000,4,24
0.785956,6,0.995920,0.946382,113.041898,631.773563,0.363483,1.014755,4,25
0.781706,4,0.719436,0.560786,111.871142,947.345061,0.358657,1.039144,4,26
0.791723,4,0.950700,0.730922,112.149692,771.287567,0.361584,1.028383,4,27
0.799661,5,0.990243,0.718650,109.507551,754.638133,0.370070,1.029159,4,28
0.773338,4,0.894652,0.676459,113.781255,851.252313,0.355071,1.031828,4,29
0.772415,5,1.050000,0.587094,118.121339,946.474622,0.340165,1.037480,4,30
best fit at iteration 4,115.210183
0.800000,6,1.019303,1.008119,112.972736,586.860323,0.365230,1.010850,5,1
0.764735,7,1.050000,0.972816,117.258527,643.806875,0.350857,1.013083,5,2
0.766137,6,0.831978,0.860321,0.000000,0.000000,0.000000,0.000000,5,3
0.770056,7,0.948444,0.573285,115.420589,925.959243,0.347820,1.038353,5,4
0.782781,5,0.718092,0.738686,0.000000,0.000000,0.000000,0.000000,5,5
0.787493,5,1.050000,0.685075,112.376837,807.441345,0.359788,1.031283,5,6
0.737026,6,0.874396,0.901433,0.000000,0.000000,0.000000,0.000000,5,7
0.784246,6,0.805841,0.823769,0.000000,0.000000,0.000000,0.000000,5,8
0.771645,4,1.015235,0.727242,115.347081,812.494697,0.351340,1.028616,5,9
0.800000,6,0.807790,0.646564,107.365553,794.114355,0.375805,1.033718,5,10
0.800000,7,1.050000,0.589218,113.706192,856.034667,0.353615,1.037346,5,11
0.781651,5,0.950420,0.650557,111.646987,845.747633,0.361338,1.033466,5,12
0.800000,6,0.822445,0.500000,0.000000,0.000000,0.000000,0.000000,5,13
0.785365,5,0.939053,0.757887,110.329647,748.485063,0.368093,1.026677,5,14
0.788634,7,0.962423,0.597310,113.027771,860.904918,0.355807,1.036834,5,15
0.761029,5,0.875728,0.601886,113.746495,935.644526,0.353483,1.036544,5,16
0.773440,3,1.002195,0.749845,119.330575,804.186336,0.340072,1.027186,5,17
0.767011,2,1.031863,0.754022,127.012342,827.350293,0.319572,1.026922,5,18
0.800000,6,1.050000,0.717109,110.310204,745.448330,0.367364,1.029257,5,19
0.800000,6,0.810484,1.088030,0.000000,0.000000,0.000000,0.000000,5,20
0.749963,3,0.878440,0.689885,121.356199,905.705191,0.333012,1.030978,5,21
0.721705,5,0.903151,0.803477,0.000000,0.000000,0.000000,0.000000,5,22
0.800000,5,0.972099,0.668133,109.771252,796.054641,0.368059,1.032354,5,23
0.763129,7,0.974683,0.680119,114.741811,828.721742,0.352100,1.031596,5,24
0.779299,5,0.838535,0.946382,0.000000,0.000000,0.000000,0.000000,5,25
0.800000,4,0.756653,0.500000,0.000000,0.000000,0.000000,0.000000,5,26
0.791723,4,1.050000,0.730922,113.514384,773.743719,0.357245,1.028383,5,27
0.750527,6,0.990243,0.522599,0.000000,0.000000,0.000000,0.000000,5,28
0.773338,4,1.050000,0.668647,117.148997,866.476153,0.344701,1.032322,5,29
0.800000,6,1.050000,0.587094,113.380284,872.217530,0.354571,1.037480,5,30
best fit at iteration 5,113.380284
0.800000,6,0.957880,1.008119,0.000000,0.000000,0.000000,0.000000,6,1
0.800000,3,1.050000,0.765205,116.343034,745.212246,0.349350,1.026214,6,2
0.769976,5,0.825809,0.679278,110.575395,836.472653,0.365412,1.031649,6,3
0.800000,7,0.948444,0.573285,112.374704,865.056232,0.357450,1.038353,6,4
0.792073,4,0.887863,0.777309,111.606862,736.108127,0.364376,1.025449,6,5
0.787493,5,1.050000,0.685075,112.376837,807.441345,0.359788,1.031283,6,6
0.737026,6,0.835378,0.730873,0.000000,0.000000,0.000000,0.000000,6,7
0.784246,6,0.925236,0.823769,110.413586,696.630880,0.369310,1.022510,6,8
0.746631,6,0.899575,0.727242,113.821478,830.823651,0.355858,1.028616,6,9
0.796801,6,0.807790,0.594382,108.802717,849.384642,0.369641,1.037019,6,10
0.800000,7,1.050000,0.589218,113.706192,856.034667,0.353615,1.037346,6,11
0.781651,5,0.950420,0.650557,111.646987,845.747633,0.361338,1.033466,6,12
0.781651,6,0.822445,0.667812,109.132967,809.818316,0.370045,1.032375,6,13
0.773353,5,0.939053,1.146769,0.000000,0.000000,0.000000,0.000000,6,14
0.788634,6,1.028336,0.727849,111.048563,755.569029,0.365064,1.028577,6,15
0.758964,5,0.856536,0.643147,112.620198,894.237891,0.357908,1.033935,6,16
0.773440,7,1.041528,0.602981,115.959221,891.833390,0.346823,1.036475,6,17
0.788765,5,0.967501,0.795884,110.570175,717.339708,0.368195,1.024274,6,18
0.800000,6,0.863243,0.631476,108.212248,810.247604,0.372502,1.034673,6,19
0.781651,7,0.810484,0.630288,111.420674,831.638835,0.361633,1.034748,6,20
0.749963,4,0.818952,0.725942,115.417241,853.506532,0.350933,1.028698,6,21
0.767876,5,0.724398,0.660523,0.000000,0.000000,0.000000,0.000000,6,22
0.771224,5,0.972099,0.679978,112.702420,839.091691,0.358528,1.031605,6,23
0.800000,7,0.974683,0.747491,110.371767,710.151961,0.367833,1.027335,6,24
0.778759,6,0.995920,0.946382,113.926222,642.520873,0.360631,1.014755,6,25
0.793567,4,0.989837,0.634926,114.794401,858.512881,0.351170,1.034455,6,26
0.791723,4,0.950700,0.772892,112.179271,739.848925,0.362412,1.025728,6,27
0.799661,5,1.005264,0.718650,109.766087,755.176122,0.369221,1.029159,6,28
0.773338,4,0.894652,0.676459,113.781255,851.252313,0.355071,1.031828,6,29
0.758355,6,1.050000,0.801870,115.150212,756.338105,0.353453,1.023895,6,30
best fit at iteration 6,113.380284
0.800000,6,1.010277,0.798700,109.608557,687.512308,0.371554,1.024096,7,1
0.800000,3,0.738049,0.765205,0.000000,0.000000,0.000000,0.000000,7,2
0.769976,5,0.825809,0.500000,0.000000,0.000000,0.000000,0.000000,7,3
0.761198,4,0.712811,0.500000,0.000000,0.000000,0.000000,0.000000,7,4
0.782781,4,0.767472,0.663503,110.663624,840.872318,0.364866,1.032647,7,5
0.787493,5,1.050000,0.992258,114.984790,617.052783,0.358381,1.011853,7,6
0.785886,6,0.764221,0.730873,0.000000,0.000000,0.000000,0.000000,7,7
0.800000,6,0.902194,0.563857,111.002884,884.678821,0.361668,1.038950,7,8
0.746631,6,0.912440,0.727242,113.993150,831.129550,0.355314,1.028616,7,9
0.757305,6,0.912013,0.651933,113.131187,876.520841,0.356447,1.033379,7,10
0.800000,7,1.023083,0.665695,111.778846,775.957849,0.361374,1.032508,7,11
0.781651,7,0.950420,0.650557,112.604950,819.169921,0.358284,1.033466,7,12
0.781651,6,1.035737,0.667812,112.525784,819.946032,0.358911,1.032375,7,13
0.800000,4,0.939053,0.750910,111.067183,741.688846,0.365608,1.027119,7,14
0.788634,6,1.028336,0.894382,112.221228,652.107940,0.364986,1.018044,7,15
0.758964,4,0.856536,0.796292,115.572054,782.233990,0.352050,1.024248,7,16
0.695368,5,0.974424,0.749845,122.285266,942.740184,0.331339,1.027186,7,17
0.704197,5,0.732346,0.795884,0.000000,0.000000,0.000000,0.000000,7,18
0.800000,7,0.816518,0.748136,108.385939,707.376632,0.374606,1.027294,7,19
0.779554,6,0.810484,0.630288,109.733456,847.286855,0.367162,1.034748,7,20
0.798925,6,0.818952,0.806771,0.000000,0.000000,0.000000,0.000000,7,21
0.721705,7,0.903151,0.611656,119.435698,987.086897,0.336574,1.035926,7,22
0.761533,5,0.954463,0.668133,113.665108,869.073654,0.355180,1.032354,7,23
0.800000,4,1.000050,0.747491,111.784038,745.159804,0.363194,1.027335,7,24
0.772755,4,0.995920,0.833215,115.224869,731.452535,0.354013,1.021913,7,25
0.781706,6,0.719436,0.560786,110.742902,909.586679,0.362324,1.039144,7,26
0.800000,7,0.950700,0.730922,110.030770,721.179691,0.368610,1.028383,7,27
0.748349,5,0.937536,0.718650,114.563365,849.184252,0.353383,1.029159,7,28
0.773338,6,0.971411,0.789922,111.958984,736.262404,0.363359,1.024651,7,29
0.800000,6,1.050000,0.587094,113.380284,872.217530,0.354571,1.037480,7,30
best fit at iteration 7,113.380284
0.800000,6,1.010277,0.821612,109.791160,673.839939,0.371489,1.022647,8,1
0.787493,3,1.050000,0.765205,117.735411,766.457252,0.345112,1.026214,8,2
0.769976,3,0.961134,0.679278,120.643055,876.193328,0.334911,1.031649,8,3
0.800000,4,1.050000,0.884943,112.784943,656.990805,0.363024,1.018641,8,4
0.782781,5,0.767472,0.854578,0.000000,0.000000,0.000000,0.000000,8,5
0.785956,5,1.050000,0.883501,112.870674,670.625895,0.362635,1.018732,8,6
0.800000,6,0.855340,0.730873,107.307515,729.552212,0.377963,1.028386,8,7
0.784246,4,0.902194,0.689395,112.526179,818.556485,0.359384,1.031009,8,8
0.746631,6,0.899575,0.727242,113.821478,830.823651,0.355858,1.028616,8,9
0.800000,6,0.807790,0.646564,107.365553,794.114355,0.375805,1.033718,8,10
0.800000,7,1.023083,0.637727,112.147751,802.023920,0.359567,1.034277,8,11
0.794769,6,0.950420,0.715900,109.081346,751.533594,0.371423,1.029333,8,12
0.800000,6,0.971142,0.738314,108.812839,726.798051,0.372905,1.027915,8,13
0.785365,4,0.939053,0.757887,112.731370,761.583882,0.360277,1.026677,8,14
0.788634,2,1.028336,0.698014,126.770196,840.833666,0.319196,1.030464,8,15
0.758964,4,0.856536,0.643147,115.234652,912.777596,0.349763,1.033935,8,16
0.799661,5,0.915760,0.749845,108.436804,729.661131,0.374437,1.027186,8,17
0.788765,5,0.967501,0.795884,110.570175,717.339708,0.368195,1.024274,8,18
0.800000,6,0.863243,1.002836,0.000000,0.000000,0.000000,0.000000,8,19
0.764746,3,0.869393,0.630288,120.576298,937.087657,0.334048,1.034748,8,20
0.749963,4,0.818952,0.897328,0.000000,0.000000,0.000000,0.000000,8,21
0.721705,5,0.903151,0.660523,117.713419,963.530394,0.342502,1.032836,8,22
0.782781,5,0.972099,0.611361,113.266357,886.588776,0.355347,1.035945,8,23
0.800000,4,1.039710,0.898983,112.987442,649.654630,0.362696,1.017753,8,24
0.769976,4,0.795266,0.946382,0.000000,0.000000,0.000000,0.000000,8,25
0.749963,4,0.719436,0.560786,0.000000,0.000000,0.000000,0.000000,8,26
0.800000,6,1.050000,0.811189,110.346148,680.618403,0.369356,1.023306,8,27
0.799661,5,1.050000,0.629974,112.804060,839.669888,0.357317,1.034768,8,28
0.756967,5,1.019309,0.795263,114.935024,774.068643,0.353953,1.024313,8,29
0.788905,7,1.050000,0.587094,114.892439,880.195047,0.349846,1.037480,8,30
best fit at iteration 8,113.380284
0.771700,4,1.010277,0.798700,115.133420,756.493343,0.353535,1.024096,9,1
0.800000,3,1.050000,0.765205,116.343034,745.212246,0.349350,1.026214,9,2
0.724857,5,0.992774,0.615500,120.408954,1015.275855,0.333934,1.035683,9,3
0.800000,7,0.948444,0.573285,112.374704,865.056232,0.357450,1.038353,9,4
0.769976,6,0.765862,0.763616,0.000000,0.000000,0.000000,0.000000,9,5
0.787493,5,0.839546,0.500000,0.000000,0.000000,0.000000,0.000000,9,6
0.800000,6,0.855340,0.677739,107.486354,769.585058,0.376082,1.031747,9,7
0.784246,6,1.037859,0.708650,111.823365,779.086251,0.362083,1.029792,9,8
0.746631,3,0.936584,0.727242,122.310861,877.355458,0.331165,1.028616,9,9
0.800000,6,0.807790,0.646564,107.365553,794.114355,0.375805,1.033718,9,10
0.800000,3,1.023083,0.665695,119.107537,834.414563,0.339142,1.032508,9,11
0.800000,7,0.950420,0.715900,110.093359,732.124788,0.368060,1.029333,9,12
0.800000,6,0.971142,0.684666,109.081071,768.356491,0.370768,1.031309,9,13
0.785365,5,0.939053,0.757887,110.329647,748.485063,0.368093,1.026677,9,14
0.797335,7,1.028336,0.727849,111.725167,730.116237,0.362926,1.028577,9,15
0.800000,5,0.768255,0.701548,106.680536,761.860691,0.379483,1.030241,9,16
0.749963,5,0.839943,0.749845,113.320472,819.051574,0.357954,1.027186,9,17
0.788765,6,0.971333,0.795884,110.247454,706.544297,0.369270,1.024274,9,18
0.769705,6,0.809782,0.615238,111.070884,881.938019,0.362346,1.035700,9,19
0.779554,2,0.904044,0.630288,128.657699,932.088363,0.313174,1.034748,9,20
0.800000,7,0.950565,0.725942,110.049502,724.758440,0.368437,1.028698,9,21
0.721705,5,0.903151,0.721108,117.477824,904.111377,0.344472,1.029004,9,22
0.800000,5,1.018197,0.668133,110.729053,798.606291,0.364883,1.032354,9,23
0.800000,7,1.050000,0.747491,111.839530,712.301692,0.363020,1.027335,9,24
0.785956,7,0.995920,0.507915,0.000000,0.000000,0.000000,0.000000,9,25
0.800000,6,0.719436,0.560786,108.947897,872.684783,0.368397,1.039144,9,26
0.800000,7,0.950700,0.730922,110.030770,721.179691,0.368610,1.028383,9,27
0.782580,4,0.990243,0.718650,113.815597,798.736022,0.355949,1.029159,9,28
0.773338,6,0.887538,0.789922,110.869770,735.395134,0.366934,1.024651,9,29
0.800000,5,1.050000,0.771224,110.258749,716.858764,0.368748,1.025834,9,30
best fit at iteration 9,110.258749
0.800000,6,1.010277,0.765831,109.468550,708.678567,0.371280,1.026175,10,1
0.800000,6,1.050000,0.765205,110.180702,710.175775,0.368883,1.026214,10,2
0.800000,5,0.825809,0.679278,107.327080,780.533747,0.376687,1.031649,10,3
0.785365,7,0.824833,0.573285,112.612682,883.713493,0.356597,1.038353,10,4
0.721705,4,0.767472,0.557574,0.000000,0.000000,0.000000,0.000000,10,5
0.787493,5,0.721923,0.685075,0.000000,0.000000,0.000000,0.000000,10,6
0.800000,6,1.050000,0.666827,110.898765,788.173792,0.364275,1.032437,10,7
0.784246,6,0.902194,0.676334,109.738173,800.630338,0.368246,1.031836,10,8
0.746631,6,0.899575,0.746082,113.883987,815.987514,0.356071,1.027424,10,9
0.800000,6,0.807790,0.690909,106.947284,757.907151,0.378313,1.030914,10,10
0.800000,5,0.775473,0.713399,106.780272,753.216731,0.379415,1.029491,10,11
0.794944,6,0.950420,0.853097,109.874367,663.602916,0.371877,1.020655,10,12
0.800000,5,0.971142,0.650121,110.140675,812.828802,0.366404,1.033493,10,13
0.785365,6,1.050000,0.773498,111.816805,728.512973,0.363565,1.025690,10,14
0.721705,6,1.028336,0.727849,119.169024,887.813943,0.339735,1.028577,10,15
0.785677,7,0.768255,0.754758,0.000000,0.000000,0.000000,0.000000,10,16
0.800000,6,0.992026,0.749845,109.149225,719.195871,0.372019,1.027186,10,17
0.788905,6,0.971333,0.795884,110.229463,706.312185,0.369325,1.024274,10,18
0.799661,6,0.863243,0.745531,107.443958,720.137018,0.377803,1.027459,10,19
0.800000,6,0.858058,0.724970,107.325437,733.748237,0.377742,1.028759,10,20
0.800000,6,0.950565,0.725942,108.505477,735.200195,0.373664,1.028698,10,21
0.721705,5,0.903151,0.721108,117.477824,904.111377,0.344472,1.029004,10,22
0.784721,5,0.972099,0.797885,111.092442,722.782933,0.366459,1.024147,10,23
0.800000,5,0.974683,0.784456,109.312410,706.597765,0.372255,1.024997,10,24
0.800000,5,0.995920,0.946382,112.099195,619.658287,0.366643,1.014755,10,25
0.800000,7,0.719436,0.560786,111.466877,861.747370,0.360092,1.039144,10,26
0.788905,7,0.950700,0.716124,111.256723,750.598800,0.364110,1.029319,10,27
0.721705,4,0.877297,0.739101,119.916058,904.076291,0.337853,1.027866,10,28
0.788905,5,0.887538,0.789922,109.652551,720.474012,0.371124,1.024651,10,29
0.800000,5,0.926683,0.771224,108.652745,714.705599,0.374189,1.025834,10,30
best fit at iteration 10,108.652745
0.800000,5,1.010277,0.697728,110.023380,771.913308,0.367862,1.030482,11,1
0.800000,6,0.955783,0.765205,108.617077,707.920495,0.374172,1.026214,11,2
0.800000,6,0.825809,0.679278,107.182269,767.465450,0.377216,1.031649,11,3
0.737364,4,0.682554,0.665770,0.000000,0.000000,0.000000,0.000000,11,4
0.784246,4,0.767472,0.663503,110.494793,838.019424,0.365419,1.032647,11,5
