D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.600445,0.923372,0.875419,3.0,234.120483,1325.753615,0.0,0.01475,0.014469,0.20742,0.116424,41.680689,39.0,0.8503270398331826,0.0
0.691443,0.953311,0.845408,7.0,195.620242,987.85085,0.0,0.00975,0.01082,0.201835,0.14884,35.764029,39.0,0.45494442294595133,0.0
0.768788,0.995953,1.236706,7.0,191.763809,642.021213,0.0,0.00975,0.010136,0.326638,0.221174,25.843702,39.0,0.5149193249292506,0.0
0.676534,0.761771,1.166995,7.0,209.827526,853.400592,0.0,0.00975,0.010804,0.401241,0.184945,30.230208,39.0,1.2670717218640575,0.0
0.694478,0.882329,1.376767,5.0,230.873917,754.071589,0.0,0.01225,0.011438,0.422493,0.206953,27.420131,39.0,1.0414925127927597,0.0
0.764215,0.828226,1.320283,3.0,212.699484,652.414682,0.0,0.01475,0.012545,0.399702,0.21875,26.105851,39.0,0.8272091428571429,0.0
0.581824,0.384649,0.561292,2.0,217.76249,2016.304673,0.0,0.016,0.01529,0.227196,0.048986,61.425201,39.0,4.212983351698601,0.0
0.792496,0.550219,1.191097,2.0,216.099516,696.57273,0.0,0.016,0.013919,0.440783,0.194873,28.904277,39.0,1.2618987750996804,0.0
0.504304,0.51413,0.6647,6.0,244.448711,2130.484571,0.0,0.011,0.012793,0.278154,0.060674,56.25609,39.0,4.167020503781231,0.0
0.710641,0.357394,0.58052,5.0,184.122737,1232.77224,0.0,0.01225,0.01123,0.29107,0.097769,45.870324,39.0,2.1532816907136683,0.0
0.794576,0.797064,0.753356,7.0,170.893102,826.847832,0.0,0.00975,0.01005,0.191087,0.157042,34.400095,39.0,0.2466398854798233,0.0
0.593506,0.352616,0.992759,3.0,238.904696,1369.658432,0.0,0.01475,0.014168,0.550737,0.112197,42.563394,39.0,4.0000297362989965,0.0
0.720134,0.404574,1.129701,2.0,226.373545,895.344265,0.0,0.016,0.01446,0.529426,0.161107,33.759948,39.0,2.2861762679461473,0.0
0.746751,0.661844,1.102894,5.0,195.104979,760.954938,0.0,0.01225,0.01121,0.381781,0.188405,29.753183,39.0,1.0263846500889042,0.0
0.702132,0.8692,0.779687,3.0,201.824873,1082.015061,0.0,0.01475,0.013227,0.170963,0.126404,39.778695,39.0,0.372479117177402,0.0
0.502622,0.467666,0.645826,2.0,261.976538,2424.382181,0.0,0.016,0.016972,0.238559,0.04465,63.802968,39.0,5.0361110787459245,0.0
0.582784,0.871542,1.307417,2.0,266.030832,1073.024624,0.0,0.016,0.016197,0.424331,0.167946,32.742811,39.0,1.5387546269111312,0.0
0.526383,0.459851,0.76379,5.0,238.280052,1856.524238,0.0,0.01225,0.013143,0.352728,0.076404,51.16831,39.0,3.996569793410922,0.0
0.587999,0.702886,0.522958,4.0,222.44801,1944.579521,0.0,0.0135,0.012891,0.12686,0.052132,59.86886,39.0,1.968537169709239,0.0
0.746478,0.300831,1.31755,5.0,210.060077,755.42148,0.0,0.01225,0.010781,0.908063,0.190101,29.526022,39.0,3.7767397330892525,0.0
0.790948,0.479491,0.656628,2.0,175.232822,1026.161859,0.0,0.016,0.013384,0.206265,0.112461,42.49738,39.0,0.923778899119216,0.0
0.549161,0.308169,1.07515,7.0,251.165507,1430.601818,0.0,0.00975,0.011855,0.808416,0.11918,41.135498,39.0,6.015470104504851,0.0
0.766733,0.993017,0.931645,7.0,181.854536,765.029897,0.0,0.00975,0.01032,0.216065,0.181486,30.712917,39.0,0.245765161205336,0.0
0.535676,0.659115,1.081004,2.0,295.330609,1500.734002,0.0,0.016,0.017407,0.38062,0.114436,42.092446,39.0,2.4861742811253724,0.0
0.785618,0.957208,0.535186,2.0,221.204451,1232.62585,0.0,0.016,0.013884,0.07168,0.078085,50.703873,39.0,0.30009930769230775,0.0
0.778419,0.88033,0.558144,6.0,176.959056,1083.013827,0.0,0.011,0.010304,0.105123,0.104943,44.141374,39.0,0.13354531939609707,0.0
0.529180,0.752612,1.188968,3.0,292.269511,1411.7619,0.0,0.01475,0.015476,0.407319,0.130256,39.116789,39.0,2.1769711003295464,0.0
0.768470,0.658133,1.086612,2.0,213.686268,760.867607,0.0,0.016,0.014292,0.340686,0.182173,30.615014,39.0,0.8701234540793641,0.0
0.590938,0.548322,1.008323,5.0,232.281104,1265.488892,0.0,0.01225,0.012563,0.423179,0.130007,39.156064,39.0,2.283963877410244,0.0
0.718868,0.409343,0.935727,7.0,189.007374,892.435012,0.0,0.00975,0.010502,0.502726,0.1622,33.591111,39.0,2.1710258770509565,0.0
0.600445,0.735562,0.771722,3.0,229.225143,1467.214426,533.022347,0.01475,0.014284,0.207357,0.096781,46.12811,39.0,1.3253103594210454,0.0
0.800000,0.953311,0.845408,7.0,173.285405,755.270036,193.864039,0.00975,0.01009,0.190157,0.175257,31.636677,39.0,0.11871473156909314,0.0
0.768788,0.532655,0.779259,7.0,175.149231,864.624197,348.818566,0.00975,0.010195,0.301129,0.154589,34.804287,39.0,0.9915817534378069,0.0
0.676534,1.05,1.4,6.0,234.148976,771.986885,428.45692,0.011,0.01103,0.379323,0.207602,27.346271,39.0,0.8298843331252878,0.0
0.694478,0.694571,1.4,5.0,235.09959,769.44827,604.058916,0.01225,0.011339,0.519686,0.202262,27.979269,39.0,1.5693704205436512,0.0
0.764215,0.963463,1.320283,4.0,206.72793,639.416318,330.609546,0.0135,0.011631,0.357274,0.223401,25.585732,39.0,0.5992497795444067,0.0
0.581824,0.384649,1.113983,2.0,273.306643,1363.185834,1352.536153,0.016,0.016189,0.570952,0.117184,41.528428,39.0,3.948775332814502,0.0
0.559852,0.511095,1.191097,2.0,297.922783,1357.682405,1238.83203,0.016,0.01677,0.516926,0.126331,39.798786,39.0,3.158235125120634,0.0
0.504304,1.05,1.158938,7.0,279.619637,1480.738757,750.066662,0.00975,0.012631,0.319635,0.130365,39.099355,39.0,1.6824839228816821,0.0
0.710641,0.357394,0.58052,3.0,179.553453,1305.962838,584.138373,0.01475,0.01251,0.259633,0.086334,48.593679,39.0,2.2533005931008554,0.0
0.800000,1.05,0.995647,7.0,178.187789,677.821193,205.523886,0.00975,0.010121,0.222045,0.198838,28.392508,39.0,0.15336956000103116,0.0
0.593506,0.352616,0.992759,3.0,238.904696,1369.658432,1194.535378,0.01475,0.014168,0.550737,0.112197,42.563394,39.0,4.0000297362989965,0.0
0.800000,0.404574,1.129701,2.0,205.410427,734.558412,579.949237,0.016,0.013666,0.511251,0.181078,30.769111,39.0,1.8233744574161415,0.0
0.746751,0.661844,0.921219,2.0,208.31743,893.186451,359.151761,0.016,0.014467,0.265304,0.153883,34.923408,39.0,0.7240630868906897,0.0
0.702132,0.8692,0.779687,4.0,193.80866,1062.887247,263.48242,0.0135,0.012205,0.177089,0.130446,39.075489,39.0,0.359501198077837,0.0
0.610693,0.792495,1.226924,7.0,235.651064,1008.619414,619.176216,0.00975,0.011324,0.426536,0.171401,32.251444,39.0,1.627523725655185,0.0
0.762322,0.871542,0.702087,2.0,200.412568,1030.337721,233.142318,0.016,0.014154,0.132141,0.119175,41.126018,39.0,0.16331126820609648,0.0
0.526383,0.93817,0.939894,7.0,252.574774,1543.837984,664.186615,0.00975,0.012406,0.26098,0.112272,42.550255,39.0,1.6296554122887696,0.0
