D, Z, AEdAO, PdD, P_B, n,etaO,etaR, iteration, population i 
0.727296,2,1.043414,0.809114,130.712746,857.835114,0.311320,1.023437,0,1
0.731026,7,0.923419,0.737792,117.563360,842.984449,0.344644,1.027948,0,2
0.796018,2,0.829688,0.625904,124.224584,900.764330,0.324371,1.035025,0,3
0.764525,6,0.967261,0.564310,116.040478,966.294206,0.345716,1.038921,0,4
0.755890,4,0.872613,0.617716,116.618600,948.656782,0.345054,1.035543,0,5
0.768797,7,1.049674,0.571527,117.445823,941.953543,0.341753,1.038465,0,6
0.732383,7,0.998077,0.640260,119.235315,935.616710,0.337789,1.034117,0,7
0.782939,2,0.994145,0.796160,124.293597,763.384915,0.327514,1.024257,0,8
0.778167,4,0.927755,0.924493,116.196534,672.280623,0.353087,1.016139,0,9
0.779721,2,0.977400,0.797583,124.766603,768.386000,0.326262,1.024166,0,10
0.705282,2,0.895045,0.695360,136.110280,1029.471892,0.296757,1.030632,0,11
0.792879,2,0.872909,0.659548,124.829797,870.691713,0.323451,1.032897,0,12
0.729815,5,0.923246,0.755105,116.868816,857.502298,0.347060,1.026853,0,13
0.736214,4,0.972981,0.758442,119.103495,856.122515,0.340652,1.026642,0,14
0.793038,7,0.886260,0.684148,110.159203,766.622094,0.367047,1.031341,0,15
0.750828,6,0.971801,0.765772,114.511617,794.330280,0.354581,1.026179,0,16
0.721602,6,0.829292,0.629315,116.609076,976.748249,0.345106,1.034809,0,17
0.788250,6,0.824362,0.763835,108.375477,726.517059,0.374897,1.026301,0,18
0.767770,4,1.029112,0.745727,115.815568,804.524976,0.350287,1.027446,0,19
0.733210,7,0.846358,0.624147,117.176516,941.651883,0.343408,1.035136,0,20
0.798230,2,0.842579,0.860499,123.346774,700.655143,0.331438,1.020187,0,21
0.799636,3,1.035980,0.934345,116.355339,639.220606,0.352978,1.015516,0,22
0.793198,3,0.813700,0.589178,117.121444,921.429538,0.343240,1.037348,0,23
0.792149,4,0.651893,0.548286,109.674046,934.496998,0.365625,1.039935,0,24
0.795763,6,0.926531,0.855946,109.541863,660.852222,0.373081,1.020475,0,25
0.797734,5,0.929128,0.639669,109.771195,824.579251,0.367394,1.034155,0,26
0.737388,7,0.969209,0.635833,118.143085,926.966308,0.340874,1.034397,0,27
0.756933,4,0.790779,0.685909,113.985672,873.380728,0.354522,1.031230,0,28
0.768634,3,0.977487,0.934120,120.959674,689.004762,0.339333,1.015531,0,29
0.743770,6,0.897080,0.689703,114.175311,868.768243,0.353921,1.030990,0,30
0.722313,7,1.043414,0.809114,0.000000,0.000000,0.000000,0.000000,1,1
0.731026,4,0.923419,0.737792,119.183702,884.610511,0.339957,1.027948,1,2
0.800000,4,0.570509,0.693797,0.000000,0.000000,0.000000,0.000000,1,3
0.764525,7,0.967261,0.500000,0.000000,0.000000,0.000000,0.000000,1,4
0.792474,4,0.941747,0.617716,114.357429,876.068242,0.352134,1.035543,1,5
0.798658,7,1.050000,1.102700,0.000000,0.000000,0.000000,0.000000,1,6
0.793306,2,0.966531,1.224376,0.000000,0.000000,0.000000,0.000000,1,7
0.782939,2,0.877214,0.702031,125.085710,847.011555,0.323548,1.030210,1,8
0.719193,7,1.047319,0.924493,0.000000,0.000000,0.000000,0.000000,1,9
0.779721,3,0.889098,0.797583,117.953971,757.118556,0.345128,1.024166,1,10
0.705282,2,0.852733,0.695360,135.406452,1030.140265,0.298296,1.030632,1,11
0.800000,4,0.872909,0.659548,110.678985,815.363709,0.364850,1.032897,1,12
0.729815,7,1.050000,0.756879,0.000000,0.000000,0.000000,0.000000,1,13
0.736214,4,1.031334,0.758442,119.705113,856.924488,0.338947,1.026642,1,14
0.793038,7,1.028974,0.759577,112.127246,714.511599,0.362294,1.026570,1,15
0.778798,6,0.971801,0.500000,0.000000,0.000000,0.000000,0.000000,1,16
0.759267,4,0.806845,0.629315,114.427659,924.433312,0.351941,1.034809,1,17
0.718965,7,0.841809,0.500000,0.000000,0.000000,0.000000,0.000000,1,18
0.758535,7,1.029112,0.500000,0.000000,0.000000,0.000000,0.000000,1,19
0.800000,5,1.050000,0.624147,113.036649,845.373104,0.356464,1.035136,1,20
0.790142,2,0.842579,0.860499,124.366100,713.585300,0.328669,1.020187,1,21
0.789858,3,1.035980,0.934345,117.514519,653.518414,0.349438,1.015516,1,22
0.774601,3,0.813700,0.589178,119.221074,961.434997,0.337074,1.037348,1,23
0.792149,6,0.651893,0.637000,0.000000,0.000000,0.000000,0.000000,1,24
0.795763,6,0.926531,0.595176,110.592701,859.265316,0.363679,1.036969,1,25
0.797734,2,0.929128,0.768675,122.995683,761.281980,0.330506,1.025995,1,26
0.737388,7,0.969209,0.690223,117.650213,872.128590,0.343429,1.030957,1,27
0.740875,5,0.790779,0.500000,0.000000,0.000000,0.000000,0.000000,1,28
0.768634,3,0.977487,0.934120,120.959674,689.004762,0.339333,1.015531,1,29
0.743770,5,0.897080,0.689703,114.586411,883.472456,0.352633,1.030990,1,30
best fit at iteration 1,114.175311
0.722056,2,1.043414,0.809114,131.436888,869.032304,0.309554,1.023437,2,1
0.731026,2,1.050000,0.679811,135.182436,984.864350,0.298651,1.031616,2,2
0.712040,7,1.050000,0.625904,0.000000,0.000000,0.000000,0.000000,2,3
0.771649,4,0.978914,0.534086,0.000000,0.000000,0.000000,0.000000,2,4
0.709793,4,0.801171,0.849647,0.000000,0.000000,0.000000,0.000000,2,5
0.694655,2,1.049674,0.571527,0.000000,0.000000,0.000000,0.000000,2,6
