D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid
0.6288138213023917,0.511423135933982,0.6778536752609207,2,175.82422439102794,0,-452.12258819880105,0.016,0.014656450826003172,0.2208069426663749,0.09330943822584008,46.99702787060517,39.0,1.5714465100855137,False
0.5866370262864252,0.7288724872856722,0.6637101201147074,2,196.65266523491513,0,-437.28355673940933,0.016,0.015457850142066337,0.15795029392104523,0.08125495415344705,49.91020828385014,39.0,1.2236340210138723,False
0.5211618238339047,0.6310789372743206,0.5775142055658276,2,212.19347680525587,0,-773.4136572438481,0.016,0.01608939910608855,0.15112936051682968,0.04926837322581502,61.301086784939756,39.0,2.644851240896823,False
0.7165511790841044,0.5844162638637065,0.697638905373263,2,160.8777234273637,0,-269.20437798220104,0.016,0.013820836979898039,0.19469621330953846,0.12001758040743873,40.993562108693524,39.0,0.673347759074592,False
0.5000024919799682,0.5524190871405298,0.7788144242984283,2,226.8039406550889,0,-938.7504770777264,0.016,0.016913293963611225,0.2698562025570643,0.07213390568066577,52.4158336863488,39.0,3.1390395350552014,False
0.724755034092915,0.49372588179492843,0.6319492634179941,2,152.36355643754086,0,-295.86452863112225,0.016,0.013469102348790198,0.19579786937320662,0.10738835888056757,43.62398103691516,39.0,0.9418326504632847,False
0.6387763643829203,0.6982155238141998,0.6516136514809525,2,181.38048958126276,0,-340.24169079708935,0.016,0.014718616641323616,0.15496569675509184,0.0928834869163256,47.09082360879738,39.0,0.8758450348357507,False
0.5176151551509948,0.6052347753423396,0.5810336046479093,2,211.80382033118764,0,-811.7232176503129,0.016,0.01612023138690178,0.15919836439512736,0.04899148252138601,61.442942417899665,39.0,2.8324295396610863,False
0.6850647854542486,0.5942586265144058,0.779001751312346,2,171.63531836966203,0,-311.18938612249354,0.016,0.0143259949810128,0.23081563385837278,0.12819953900956219,39.49313003957339,39.0,0.8130847955912254,False
0.503758146572694,0.6174948604253923,0.651212295101515,2,219.86739686287527,0,-851.0993586702796,0.016,0.016595079036378066,0.1870706333462724,0.055952979933277726,58.17839135562886,39.0,2.8709666408661985,False
fitness at iteration,0,,,,,-269.20437798220104
0.6121864134929917,0.4672640481383419,0.5062886580516472,2,173.63910840595761,0,-582.7749009619951,0.016,0.014353924208131162,0.16000548098136852,0.055873632792569294,58.20903448641001,39.0,2.3562421870970622,False
0.7344698237986584,0.47768888029034984,0.7444700987127383,2,154.58017922399472,0,-298.71522721021194,0.016,0.013577693020014287,0.25465713474599766,0.1317808465853781,38.8586285321668,39.0,0.9324290391548712,False
0.7602416960184292,0.6283646403943374,0.7062533452420994,2,154.95376603979847,0,-210.7233998366226,0.016,0.01346478467667097,0.18108571739030738,0.1331599333885182,38.58517446082717,39.0,0.3599114446982865,False
0.7753288743252074,0.7746604687308825,0.6844377684646877,2,157.15796144624778,0,-165.48129251979552,0.016,0.01342618588483019,0.13998928306470398,0.13294814184593606,38.626142454549566,39.0,0.05296156171123766,False
0.7115633110258015,0.6870492557639258,0.6967289171574551,2,165.8470374417079,0,-240.63394242260986,0.016,0.013986019071800094,0.16784216444224476,0.11993716218211305,41.009340070731675,39.0,0.450939046814075,False
0.717435039054501,0.6948162613309034,0.6973983089654802,2,164.96734428177535,0,-231.99966011207766,0.016,0.01393425266291455,0.1657854772593975,0.12162399145698927,40.68629776634279,39.0,0.4063368791086714,False
0.7368555218066019,0.6824600408336481,0.672191116854461,2,160.36657800959622,0,-216.89354044249708,0.016,0.013679629691898676,0.1571535351432722,0.12052558470247454,40.8947783933578,39.0,0.35248593026358865,False
0.7459179256835424,0.48198822278586767,0.5742637812892664,2,146.87715974452192,0,-277.56202775086064,0.016,0.013127659317633886,0.17242033811694896,0.09987079429645816,45.36956572707952,39.0,0.8897562305374911,False
0.6072665860427677,0.5434510876816697,0.6835939861683776,2,183.52333705176304,0,-485.02946224170455,0.016,0.014997551783515955,0.21396560333277342,0.08874414477951831,48.041647289110614,39.0,1.6428762141836013,False
0.6440340100668681,0.7617166172497444,0.8261050423804177,2,186.65777758254106,0,-302.79768701651665,0.016,0.015031998822863353,0.20965075243819756,0.12971559989458936,39.23297805729785,39.0,0.6222077158430643,False
fitness at iteration,1,,,,,-165.48129251979552
0.7503154868607412,0.6689569710746327,0.533219079307892,2,159.50315836362887,0,-230.41395575786575,0.016,0.013275680728746901,0.10982149475621038,0.08999103953223578,47.74429404991873,39.0,0.4445729985645631,False
0.7238211991782154,0.7152791790901724,0.5636470172386876,2,165.68355627626826,0,-239.62713924428735,0.016,0.013635060508300528,0.11366471432983682,0.09208565091794788,47.266329373218554,39.0,0.4462940356297168,False
0.7997987247630155,0.6613809596142938,0.6563275826061784,2,148.78071118349914,0,-170.18965056601502,0.016,0.013056418190833313,0.15017933799534236,0.13128758792149453,38.95395743559095,39.0,0.14389593390309255,False
0.6433174876791452,0.51338245430056,0.6829654311293903,2,172.6214819003403,0,-419.28264758062016,0.016,0.014495066623081877,0.22079322936709833,0.09798197444471378,45.84476846942206,39.0,1.4289134988580676,False
0.7681733229227251,0.7057973030165516,0.613735498999614,2,155.9215570518655,0,-189.62514817180025,0.016,0.013302068074852437,0.12884492120563315,0.11374819046770562,42.25403247636664,39.0,0.2161573534615462,False
0.6988410012249104,0.675545279617427,0.7884142283442993,2,171.3380938335676,0,-264.56935009889173,0.016,0.01427506700710437,0.2088694763634398,0.1352662276516553,38.18073867119562,39.0,0.544136182324323,False
