D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propeller's number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness,i = thread pool id
0.7999999623076745,0.6275979389349488,0.6598841463581189,5,,,-81.41612230242924,
history
-83.44016171144663,-83.11935112756966,-82.95521854945963,-82.95521854945963,-82.95521854945963,-82.86941203522983,-82.38995012604656,-82.38995012604656,-82.01553596290076,-81.49424170602235,-81.49424170602235,-81.49424170602235,-81.49424170602235,-81.49424170602235,-81.43908228822679,-81.43908228822679,-81.43908228822679,-81.42995741672533,-81.42995741672533,-81.42995741672533,-81.42995741672533,-81.42995741672533,-81.42995741672533,-81.42621666366927,-81.42621666366927,-81.42223599331966,-81.41612230242924,-81.41612230242924,-81.41612230242924,-81.41612230242924
