D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propellers number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness
0.8,1.05,0.865028,5,140.749799,712.641017,-140.749799
history
-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-165.143094,-148.892859,-148.892859,-143.646428,-143.646428,-140.749799,-140.749799,-140.749799,-140.749799,-140.749799,-140.749799,-140.749799
