D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propellers number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness
0.8,0.929141,0.663981,5,138.102973,862.117042,-138.102973
history
-150.962878,-150.962878,-150.962878,-150.962878,-150.962878,-150.962878,-150.962878,-149.168091,-140.587145,-140.587145,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-138.102973,-137.239014,-137.239014,-137.239014,-137.239014,-137.239014
