D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propellers number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness
0.630093,0.56525,1.078043,6,177.387717,986.170309,-177.387717
history
-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717,-177.387717
