D = propeller diameter [m],AEdAO = expanded area ratio,PdD = pitch ratio,Z = propellers number of blades,P_B = power brake,n = Propeller angular speed [rpm],fitness
0.794391,0.959415,0.760473,5,138.93648,790.949928,-138.93648
history
-173.265683,-173.265683,-173.265683,-173.265683,-173.265683,-173.265683,-173.265683,-162.655072,-145.954058,-145.954058,-145.954058,-141.147118,-141.147118,-141.147118,-141.147118,-141.147118,-139.775542,-139.775542,-139.775542,-139.775542,-139.775542,-139.775542,-138.93648,-138.93648,-138.93648,-138.93648,-138.93648,-138.93648,-138.93648,-138.93648
